"","study_id","author","localDir","year","method","volumne","instrament","primary_citation"
"1","Hobbie_2007_incubation","EC Adair and J Reid","adair_incubation",2007,NA,"20 g moist soil","CO2 on a gas chromatograph (Shimadzu GC14, Shimadzu Scientific Instruments, Wood Dale, Illinois)","dx.doi.org/10.1007/s10021-012-9532-4"
