SITE,SPECIES,DURATION,MESH,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE,mean.afw,sd.afw
LUQ,DRGL,9,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.1575,0.152561463023924
LUQ,DRGL,10,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.64225,0.263890602333619
LVW,DRGL,1,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.066,0.833396664260183
LVW,DRGL,2,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.1455,1.43302791319639
LVW,DRGL,3,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.22725,0.901930660675568
LVW,DRGL,5,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.16675,0.733278198684965
LVW,DRGL,6,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.2095,2.460024491748
LVW,DRGL,7,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.93,2.00992105980973
LVW,DRGL,8,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.79433333333333,0.78047058454072
LVW,DRGL,9,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.47075,1.14817895672524
LVW,DRGL,4,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.53733333333333,1.3117005501765
LVW,DRGL,10,1,1096.46,850.81,1083.15,1.707875,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.6775,0.204353859762912
MTV,DRGL,1,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.977,0.345391565231888
MTV,DRGL,2,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.5845,0.325300374013516
MTV,DRGL,3,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.24675,0.287859195904294
MTV,DRGL,4,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.47525,0.163191860499638
MTV,DRGL,5,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.24666666666667,0.421835671006298
MTV,DRGL,6,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.2715,0.591683755621757
MTV,DRGL,7,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.90875,0.445609975202531
MTV,DRGL,8,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.67625,0.353871327839183
MTV,DRGL,9,1,2685,1084.06,1165.5,17.67916667,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.821,0.539474435600675
NIN,DRGL,1,1,1491.22,1206.53,1456.16,18.203875,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.168,0.371672795166214
NIN,DRGL,2,1,1491.22,1206.53,1456.16,18.203875,1.973333333,47.79333333,10.90875,39.8175,40.23125,NA,NA
NIN,DRGL,3,1,1491.22,1206.53,1456.16,18.203875,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.0585,0.039
NIN,DRGL,4,1,1491.22,1206.53,1456.16,18.203875,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.0605,0.00777817459305202
NLK,DRGL,1,1,676.63,649.13,884.36,4.137,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.19625,0.120916982540364
NLK,DRGL,2,1,676.63,649.13,884.36,4.137,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.0815,0.364068217050963
NWT,DRGL,1,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.78575,0.243915798312997
NWT,DRGL,2,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.09475,0.574148862810566
NWT,DRGL,3,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.9035,1.02714377442174
NWT,DRGL,4,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.74766666666667,0.191061072260504
NWT,DRGL,5,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.37666666666667,0.597791212158002
NWT,DRGL,6,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.85075,1.41702184763209
NWT,DRGL,9,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.97525,1.55654582864324
NWT,DRGL,7,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.85266666666667,0.628550979104586
NWT,DRGL,8,1,1249.7,646.57,755.51,-3.2115,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.0905,0.292035100630044
OLY,DRGL,1,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.7395,0.407121194076981
OLY,DRGL,2,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.029,0.735796620450697
OLY,DRGL,3,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.591,0.536773695331655
OLY,DRGL,4,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.392,0.96893377826695
OLY,DRGL,5,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.78575,0.351834596555446
OLY,DRGL,6,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.052,0.249095697808426
OLY,DRGL,7,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.2045,0.182837815198789
OLY,DRGL,8,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.947,0.774638410270667
OLY,DRGL,9,1,1530.9,794.19,1043.78,10.7329625,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.73125,0.89362011876785
SEV,DRGL,1,1,254.5,252.22,1601.93,13.17375,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.76925,0.604999931129473
SEV,DRGL,2,1,254.5,252.22,1601.93,13.17375,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.8345,0.881587015935844
SEV,DRGL,3,1,254.5,252.22,1601.93,13.17375,1.973333333,47.79333333,10.90875,39.8175,40.23125,7.039,0.884705223977644
SEV,DRGL,4,1,254.5,252.22,1601.93,13.17375,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.22225,1.23835734611083
SMR,DRGL,1,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,7.09625,0.169837912924843
SMR,DRGL,2,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.3115,0.864418687134115
SMR,DRGL,3,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.0655,0.978695219837787
SMR,DRGL,6,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.3905,0.443355951803965
SMR,DRGL,7,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.8745,1.61573899501126
SMR,DRGL,10,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.26625,1.62301558320718
SMR,DRGL,4,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.331,0.0113137084989848
SMR,DRGL,9,1,240.31,236.14,1860.46,14.64165417,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.62,1.42128463018496
UFL,DRGL,1,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.954,0.407237031714946
UFL,DRGL,2,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.2265,0.312581189453236
UFL,DRGL,3,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.93125,0.307938711434597
UFL,DRGL,4,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.87275,0.937054738707048
UFL,DRGL,6,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.57985714285714,0.724192062133481
UFL,DRGL,7,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.026,0.752361615182487
UFL,DRGL,8,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.221666666666667,0.20785170996009
UFL,DRGL,9,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.796666666666667,0.210193561588678
UFL,DRGL,10,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.247,0.142835569799683
UFL,DRGL,5,1,1238.47,1165.79,1620.79,20.721375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.70466666666667,1.61001035193359
VCR,DRGL,1,1,1138.09,993.17,1215.28,15.028375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.28525,0.709269283605787
VCR,DRGL,2,1,1138.09,993.17,1215.28,15.028375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.49,0
VCR,DRGL,3,1,1138.09,993.17,1215.28,15.028375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.411666666666667,0.442445853561013
ARC,FAGR,6,1,326.66,284.43,422.74,-8.872666667,0.85,49.4075,26.028,49.114,16.25,4.855,NA
ARC,FAGR,8,1,326.66,284.43,422.74,-8.872666667,0.85,49.4075,26.028,49.114,16.25,4.04433333333333,0.448424278260369
BCI,FAGR,2,1,2692.38,1367.63,1517.06,27.16933333,0.85,49.4075,26.028,49.114,16.25,4.0705,1.00937257739647
BSF,FAGR,7,1,1244.55,752.61,1096.91,11.29540417,0.85,49.4075,26.028,49.114,16.25,5.53575,0.288773700326051
CDR,FAGR,1,1,822.7777778,733.2,1026.133333,7.056204167,0.85,49.4075,26.028,49.114,16.25,7.4655,0.239678256557967
CWT,FAGR,2,1,1905.66,1173.16,1352.79,13.34375,0.85,49.4075,26.028,49.114,16.25,3.822,NA
CWT,FAGR,3,1,1905.66,1173.16,1352.79,13.34375,0.85,49.4075,26.028,49.114,16.25,4.494,NA
CWT,FAGR,7,1,1905.66,1173.16,1352.79,13.34375,0.85,49.4075,26.028,49.114,16.25,3.148,NA
LVW,FAGR,2,1,1096.46,850.81,1083.15,1.707875,0.85,49.4075,26.028,49.114,16.25,7.413,0.385508322435024
MTV,FAGR,3,1,2685,1084.06,1165.5,17.67916667,0.85,49.4075,26.028,49.114,16.25,4.38525,0.749235777309119
NWT,FAGR,3,1,1249.7,646.57,755.51,-3.2115,0.85,49.4075,26.028,49.114,16.25,4.46625,2.97557796906752
OLY,FAGR,4,1,1530.9,794.19,1043.78,10.7329625,0.85,49.4075,26.028,49.114,16.25,4.44875,1.27236875551076
OLY,FAGR,5,1,1530.9,794.19,1043.78,10.7329625,0.85,49.4075,26.028,49.114,16.25,4.83233333333333,0.955804547663032
SMR,FAGR,10,1,240.31,236.14,1860.46,14.64165417,0.85,49.4075,26.028,49.114,16.25,7.131,2.183102837706
UFL,FAGR,2,1,1238.47,1165.79,1620.79,20.721375,0.85,49.4075,26.028,49.114,16.25,5.10633333333333,2.03351723212107
UFL,FAGR,3,1,1238.47,1165.79,1620.79,20.721375,0.85,49.4075,26.028,49.114,16.25,3.645,NA
BNZ,KOMY,7,1,402.87,359.8,575.89,-1.760208333,1.0675,46.2575,9.254,61.56,22.73,2.61275,0.581695438638927
CDR,KOMY,2,1,822.7777778,733.2,1026.133333,7.056204167,1.0675,46.2575,9.254,61.56,22.73,2.9785,0.364547664921886
CDR,KOMY,7,1,822.7777778,733.2,1026.133333,7.056204167,1.0675,46.2575,9.254,61.56,22.73,1.615,NA
HBR,KOMY,4,1,1396.13,712.53,817.54,5.548666667,1.0675,46.2575,9.254,61.56,22.73,1.148,0.235726536478183
JRN,KOMY,1,1,298.1111111,292.2666667,1665.977778,17.14754167,1.0675,46.2575,9.254,61.56,22.73,4.426,2.99403083929786
LBS,KOMY,3,1,4099.52,1699.15,1772.69,26.18779167,1.0675,46.2575,9.254,61.56,22.73,0.8325,0.30412771440082
LUQ,KOMY,6,1,3362.82,1233.94,1259.58,23.47708333,1.0675,46.2575,9.254,61.56,22.73,0.3195,0.359737404227028
UFL,KOMY,10,1,1238.47,1165.79,1620.79,20.721375,1.0675,46.2575,9.254,61.56,22.73,1.3445,1.23248711960815
UFL,KOMY,6,1,1238.47,1165.79,1620.79,20.721375,1.0675,46.2575,9.254,61.56,22.73,1.201,NA
ARC,LATR,1,1,326.66,284.43,422.74,-8.872666667,2.1375,50.85,7.95,40.464,31.536,4.9185,0.563574603165662
BCI,LATR,4,1,2692.38,1367.63,1517.06,27.16933333,2.1375,50.85,7.95,40.464,31.536,NA,NA
CWT,LATR,1,1,1905.66,1173.16,1352.79,13.34375,2.1375,50.85,7.95,40.464,31.536,3.365,NA
CWT,LATR,4,1,1905.66,1173.16,1352.79,13.34375,2.1375,50.85,7.95,40.464,31.536,2.128,NA
CWT,LATR,6,1,1905.66,1173.16,1352.79,13.34375,2.1375,50.85,7.95,40.464,31.536,0.704,NA
CWT,LATR,7,1,1905.66,1173.16,1352.79,13.34375,2.1375,50.85,7.95,40.464,31.536,0.79,NA
GSF,LATR,9,1,508.41,502.5,1421.8,26.38333333,2.1375,50.85,7.95,40.464,31.536,3.086,2.79448599924924
GSF,LATR,8,1,508.41,502.5,1421.8,26.38333333,2.1375,50.85,7.95,40.464,31.536,4.4335,2.22243661326932
HFR,LATR,4,1,1152.13,851.25,1041.04,7.489633333,2.1375,50.85,7.95,40.464,31.536,2.43675,0.265888917908714
HFR,LATR,6,1,1152.13,851.25,1041.04,7.489633333,2.1375,50.85,7.95,40.464,31.536,2.31375,0.67373158601924
LUQ,LATR,2,1,3362.82,1233.94,1259.58,23.47708333,2.1375,50.85,7.95,40.464,31.536,2.193,0.371618980498395
LVW,LATR,6,1,1096.46,850.81,1083.15,1.707875,2.1375,50.85,7.95,40.464,31.536,5.03266666666667,1.29452011700604
LVW,LATR,7,1,1096.46,850.81,1083.15,1.707875,2.1375,50.85,7.95,40.464,31.536,4.415,1.42815230280247
MTV,LATR,4,1,2685,1084.06,1165.5,17.67916667,2.1375,50.85,7.95,40.464,31.536,1.8255,0.589217277411313
OLY,LATR,3,1,1530.9,794.19,1043.78,10.7329625,2.1375,50.85,7.95,40.464,31.536,1.21625,0.244625393884881
BNZ,LITU,3,1,402.87,359.8,575.89,-1.760208333,0.72,46.355,8.7,31.272,43.622,5.94125,0.2049005856507
CPR,LITU,2,1,440.4,430.42,1201.73,8.598458333,0.72,46.355,8.7,31.272,43.622,5.27125,0.420012995830685
KNZ,LITU,1,1,791.21,746.72,1250.01,12.57004167,0.72,46.355,8.7,31.272,43.622,6.41125,0.507681905002203
LUQ,LITU,5,1,3362.82,1233.94,1259.58,23.47708333,0.72,46.355,8.7,31.272,43.622,1.4855,0.418250722254806
LVW,LITU,5,1,1096.46,850.81,1083.15,1.707875,0.72,46.355,8.7,31.272,43.622,3.588,0.438219123270539
UFL,LITU,4,1,1238.47,1165.79,1620.79,20.721375,0.72,46.355,8.7,31.272,43.622,2.36575,0.890375342201254
VCR,LITU,3,1,1138.09,993.17,1215.28,15.028375,0.72,46.355,8.7,31.272,43.622,1.078,NA
ARC,PIEL,10,1,326.66,284.43,422.74,-8.872666667,0.36,54.26,21.418,41.338,19.604,6.431,0.605380871848459
BCI,PIEL,1,1,2692.38,1367.63,1517.06,27.16933333,0.36,54.26,21.418,41.338,19.604,8.943,0.271187512003533
BCI,PIEL,2,1,2692.38,1367.63,1517.06,27.16933333,0.36,54.26,21.418,41.338,19.604,6.90875,0.129443359556732
BCI,PIEL,3,1,2692.38,1367.63,1517.06,27.16933333,0.36,54.26,21.418,41.338,19.604,6.88875,0.15929506165185
BCI,PIEL,4,1,2692.38,1367.63,1517.06,27.16933333,0.36,54.26,21.418,41.338,19.604,5.22875,0.423832022543523
BCI,PIEL,6,1,2692.38,1367.63,1517.06,27.16933333,0.36,54.26,21.418,41.338,19.604,4.186,0.33367748900198
BCI,PIEL,5,1,2692.38,1367.63,1517.06,27.16933333,0.36,54.26,21.418,41.338,19.604,4.868,0.701449926937055
BNZ,PIEL,5,1,402.87,359.8,575.89,-1.760208333,0.36,54.26,21.418,41.338,19.604,6.904,1.2334901702081
BSF,PIEL,1,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,8.709,0.17943986922272
BSF,PIEL,2,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,8.52275,0.131144640251391
BSF,PIEL,3,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,8.1265,0.136851501026965
BSF,PIEL,4,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,7.566,0.532645285344759
BSF,PIEL,5,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,6.93633333333333,0.593344194657143
BSF,PIEL,6,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,6.3775,0.94735297891898
BSF,PIEL,7,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,6.4765,1.00320901776915
BSF,PIEL,8,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,6.35525,0.989501010610904
BSF,PIEL,10,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,5.862,1.03039248185663
BSF,PIEL,9,1,1244.55,752.61,1096.91,11.29540417,0.36,54.26,21.418,41.338,19.604,6.47566666666667,0.64160449915297
CDR,PIEL,6,1,822.7777778,733.2,1026.133333,7.056204167,0.36,54.26,21.418,41.338,19.604,5.3835,0.207182286887659
GSF,PIEL,1,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,9.05666666666667,0.18408240908173
GSF,PIEL,2,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,7.9675,0.355619178335478
GSF,PIEL,3,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,7.22733333333333,0.675991370753601
GSF,PIEL,4,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,8.41975,0.514196703606703
GSF,PIEL,5,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,8.621,1.45285649669883
GSF,PIEL,6,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,8.11875,1.33234639514905
GSF,PIEL,7,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,7.3805,2.05115016515125
GSF,PIEL,8,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,6.6955,0.262369332557497
GSF,PIEL,9,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,5.9595,1.43936988528546
GSF,PIEL,10,1,508.41,502.5,1421.8,26.38333333,0.36,54.26,21.418,41.338,19.604,5.868,1.07688021618005
HBR,PIEL,3,1,1396.13,712.53,817.54,5.548666667,0.36,54.26,21.418,41.338,19.604,5.26825,0.313978104332133
JUN,PIEL,1,1,2877.81,494.81,543.94,4.277983333,0.36,54.26,21.418,41.338,19.604,7.835,0.37393493195118
JUN,PIEL,2,1,2877.81,494.81,543.94,4.277983333,0.36,54.26,21.418,41.338,19.604,6.707,0.727429721691381
JUN,PIEL,3,1,2877.81,494.81,543.94,4.277983333,0.36,54.26,21.418,41.338,19.604,4.65175,0.936326287501674
JUN,PIEL,5,1,2877.81,494.81,543.94,4.277983333,0.36,54.26,21.418,41.338,19.604,3.63875,0.312557594692563
KBS,PIEL,2,1,811.15,707.59,1007.43,8.838666667,0.36,54.26,21.418,41.338,19.604,7.4175,0.897318505325728
KBS,PIEL,4,1,811.15,707.59,1007.43,8.838666667,0.36,54.26,21.418,41.338,19.604,5.6945,0.492956049426992
KNZ,PIEL,5,1,791.21,746.72,1250.01,12.57004167,0.36,54.26,21.418,41.338,19.604,6.1975,1.07833784130949
KNZ,PIEL,8,1,791.21,746.72,1250.01,12.57004167,0.36,54.26,21.418,41.338,19.604,6.2575,1.3088546519763
LBS,PIEL,8,1,4099.52,1699.15,1772.69,26.18779167,0.36,54.26,21.418,41.338,19.604,4.309,0.505106919374502
LBS,PIEL,10,1,4099.52,1699.15,1772.69,26.18779167,0.36,54.26,21.418,41.338,19.604,1.7375,0.136471608769004
LUQ,PIEL,4,1,3362.82,1233.94,1259.58,23.47708333,0.36,54.26,21.418,41.338,19.604,5.779,0.453414453526425
LVW,PIEL,1,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,8.076,0.0761971128061946
LVW,PIEL,2,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,7.1755,2.18873456590789
LVW,PIEL,3,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,7.6505,0.261924289315316
LVW,PIEL,5,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,6.4105,0.604214365933151
LVW,PIEL,6,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,7.037,0.440766378028089
LVW,PIEL,7,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,6.51275,0.424705682404494
LVW,PIEL,4,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,8.406,1.31698443422844
LVW,PIEL,9,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,5.815,1.42577277292
LVW,PIEL,10,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,5.797,NA
LVW,PIEL,8,1,1096.46,850.81,1083.15,1.707875,0.36,54.26,21.418,41.338,19.604,6.275,NA
MTV,PIEL,1,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,8.16225,0.0839220868822188
MTV,PIEL,2,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,7.5655,0.328276814086324
MTV,PIEL,3,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,6.51375,0.910621902877369
MTV,PIEL,4,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,5.57675,0.465502864294804
MTV,PIEL,5,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,5.6585,1.25387971246581
MTV,PIEL,6,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,4.304,1.56272518377353
MTV,PIEL,7,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,4.107,0.530833935112165
MTV,PIEL,8,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,2.476,0.757989885596547
MTV,PIEL,9,1,2685,1084.06,1165.5,17.67916667,0.36,54.26,21.418,41.338,19.604,3.21575,1.00760388215476
OLY,PIEL,2,1,1530.9,794.19,1043.78,10.7329625,0.36,54.26,21.418,41.338,19.604,6.622,0.292719433360115
UFL,PIEL,1,1,1238.47,1165.79,1620.79,20.721375,0.36,54.26,21.418,41.338,19.604,7.77725,0.278171859348377
AND,PIRE,1,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,8.17775,0.140371827657832
AND,PIRE,2,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,7.05825,0.530469838916408
AND,PIRE,3,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,5.64875,1.65458542138708
AND,PIRE,4,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,4.16925,0.889957442802744
AND,PIRE,5,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,4.21925,0.222450556304092
AND,PIRE,7,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,3.0935,0.454806552283495
AND,PIRE,8,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,2.72475,1.25577661893613
AND,PIRE,9,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,2.598,0.737606489486998
AND,PIRE,10,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,2.09425,0.712017029290733
AND,PIRE,6,1,2309.5,763.6333333,982.3666667,9.1659375,0.5875,53.41,19.176,44.58,20.604,5.49933333333333,0.969714047198107
ARC,PIRE,1,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,8.50075,0.157360255464968
ARC,PIRE,2,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,7.717,0.763685362785836
ARC,PIRE,3,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,7.72825,0.0839895826873787
ARC,PIRE,4,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,7.01225,0.103741264692503
ARC,PIRE,5,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,6.955,0.241234325915696
ARC,PIRE,6,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,6.437,0.164544826719044
ARC,PIRE,7,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,6.1165,0.379023745957955
ARC,PIRE,8,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,5.7205,0.823206940365949
ARC,PIRE,9,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,5.278,0.589894340821586
ARC,PIRE,10,1,326.66,284.43,422.74,-8.872666667,0.5875,53.41,19.176,44.58,20.604,5.6125,0.265010062702029
BNZ,PIRE,1,1,402.87,359.8,575.89,-1.760208333,0.5875,53.41,19.176,44.58,20.604,8.154,0.370495164160973
BNZ,PIRE,2,1,402.87,359.8,575.89,-1.760208333,0.5875,53.41,19.176,44.58,20.604,8.27775,0.297776622095602
