STCODE,FORMAT,SITE,REP,DURATION,SPECIES,TYPE,NIR_NUM,MESH,DATEOUT,IADW,IODW,DATEIN,FWW,FOW,LENGTH,IADW1,IODW1,IASH,FASH,IAFW,FAFW,PRM,PAFRM,KDW,KAFW,TYPE1,TIMEOUT,COMMENT,FLAG
TD023,9,"LIDET_CPR",1,3,"PIEL",R,48437,0.1,1990-11-01,7.053,6.425,1993-11-04,,5.100,,,,6.300,9.820,6.020,4.599,79.377,76.395,-0.077,-0.089,R,3.01,,
TD023,9,"LIDET_CPR",1,3,"PIRE",L,2312,1.0,1990-11-01,10.009,9.729,1993-11-04,7.140,6.950,,,,1.700,6.330,9.564,6.510,71.436,68.068,-0.112,-0.128,L,3.01,,
TD023,9,"LIDET_CPR",1,3,"PIST",L,294,1.0,1990-11-01,10.037,9.505,1993-11-04,5.810,5.560,,,,3.950,14.850,9.130,4.734,58.496,51.851,-0.178,-0.218,L,3.01,,
TD023,9,"LIDET_CPR",1,3,"QUPR",L,4852,1.0,1990-11-01,9.998,9.248,1993-11-04,8.180,7.990,,,,4.390,14.060,8.842,6.867,86.397,77.663,-0.049,-0.084,L,3.01,,
TD023,9,"LIDET_CPR",1,3,"THPL",L,1472,1.0,1990-11-01,10.027,9.506,1993-11-04,7.970,7.600,,,,7.790,12.920,8.765,6.618,79.950,75.505,-0.074,-0.093,L,3.01,,
TD023,9,"LIDET_CPR",1,3,"TRAE",L,3193,1.0,1990-11-01,10.020,9.609,1993-11-04,8.590,8.410,,,,2.820,16.130,9.338,7.053,87.522,75.530,-0.044,-0.093,L,3.01,,
TD023,9,"LIDET_CPR",1,4,"ACSA",L,3988,1.0,1990-11-01,9.996,9.486,1994-11-01,6.732,6.114,,,,4.710,40.100,9.039,3.662,64.453,40.513,-0.110,-0.226,L,4.00,,
TD023,9,"LIDET_CPR",1,4,"ANGE",R,46528,0.1,1990-11-01,6.009,5.739,1994-11-01,1.914,1.491,,,,12.700,48.800,5.010,0.763,25.980,15.230,-0.337,-0.470,R,4.00,,
TD023,9,"LIDET_CPR",1,4,"DRGL",L,5668,1.0,1990-11-01,9.937,9.589,1994-11-01,3.080,2.718,,,,7.800,45.940,8.841,1.469,28.345,16.616,-0.315,-0.449,L,4.00,,
TD023,9,"LIDET_CPR",1,4,"DRGL",R,46931,0.1,1990-11-01,7.008,6.749,1994-11-01,5.792,4.325,,,,6.950,13.690,6.280,3.733,64.084,59.443,-0.111,-0.130,R,4.00,,
TD023,9,"LIDET_CPR",1,4,"GOBA",A,68920,,1990-11-01,47.709,44.035,1994-11-01,26.457,24.951,37.70,29.486,27.215,1.470,1.370,26.815,24.609,91.681,91.773,-0.022,-0.021,W,4.00,,
TD023,9,"LIDET_CPR",1,4,"GOBA",B,68920,,1990-11-01,47.709,44.035,1994-11-01,13.813,10.670,24.20,18.927,17.470,1.470,1.950,17.213,10.462,61.076,60.780,-0.123,-0.124,W,4.00,,
TD023,9,"LIDET_CPR",1,4,"PIEL",R,48433,0.1,1990-11-01,7.033,6.407,1994-11-01,4.102,3.402,,,,6.300,11.920,6.003,2.996,53.098,49.908,-0.158,-0.174,R,4.00,,
TD023,9,"LIDET_CPR",1,4,"PIRE",L,2308,1.0,1990-11-01,10.061,9.779,1994-11-01,7.752,7.016,,,,1.700,13.720,9.613,6.053,71.746,62.967,-0.083,-0.116,L,4.00,,
TD023,9,"LIDET_CPR",1,4,"PSME",L,212,1.0,1990-11-01,10.059,9.616,1994-11-01,3.742,3.267,,,,11.900,12.820,8.472,2.848,33.975,33.617,-0.270,-0.273,L,4.00,,
TD023,9,"LIDET_CPR",1,4,"QUPR",L,4848,1.0,1990-11-01,10.064,9.309,1994-11-01,0.229,0.100,,,,4.390,19.350,8.900,0.081,1.074,0.910,-1.133,-1.175,L,4.00,,
TD023,9,"LIDET_CPR",1,4,"THPL",L,1468,1.0,1990-11-01,10.059,9.536,1994-11-01,7.326,6.548,,,,7.790,7.490,8.793,6.058,68.666,68.896,-0.094,-0.093,L,4.00,,
TD023,9,"LIDET_CPR",1,4,"TRAE",L,3189,1.0,1990-11-01,10.033,9.622,1994-11-01,8.264,7.556,,,,2.820,45.020,9.351,4.154,78.528,44.423,-0.060,-0.203,L,4.00,,
TD023,9,"LIDET_CPR",1,5,"ANGE",R,46524,0.1,1990-11-01,5.997,5.727,1995-11-14,4.840,4.600,,,,,64.840,,1.617,80.321,,-0.044,,R,5.03,,X
TD023,9,"LIDET_CPR",1,5,"CONU",L,280,1.0,1990-11-01,10.019,9.568,1995-11-14,0.250,0.100,,,,11.740,18.430,8.445,0.082,1.045,0.971,-0.906,-0.920,L,5.03,X,
TD023,9,"LIDET_CPR",1,5,"DRGL",L,5664,1.0,1990-11-01,9.998,9.648,1995-11-14,5.450,5.030,,,,7.800,27.670,8.895,3.638,52.135,40.899,-0.129,-0.178,L,5.03,T,
TD023,9,"LIDET_CPR",1,5,"DRGL",R,46927,0.1,1990-11-01,7.020,6.760,1995-11-14,2.060,1.830,,,,6.950,33.810,6.290,1.211,27.071,19.253,-0.260,-0.327,R,5.03,,
TD023,9,"LIDET_CPR",1,5,"GOBA",A,68924,,1990-11-01,51.567,47.596,1995-11-14,33.780,24.390,36.50,30.856,28.480,1.470,2.990,28.061,23.661,85.639,84.320,-0.031,-0.034,W,5.03,,
TD023,9,"LIDET_CPR",1,5,"PIEL",R,48429,0.1,1990-11-01,6.998,6.375,1995-11-14,7.460,6.770,,,,6.300,13.120,5.973,5.882,106.196,98.476,0.012,-0.003,R,5.03,,X
TD023,9,"LIDET_CPR",1,5,"PIRE",L,2304,1.0,1990-11-01,9.945,9.667,1995-11-14,6.790,6.200,,,,1.700,10.480,9.503,5.550,64.136,58.403,-0.088,-0.107,L,5.03,T,
TD023,9,"LIDET_CPR",1,5,"QUPR",L,4844,1.0,1990-11-01,10.081,9.325,1995-11-14,8.100,7.620,,,,4.390,28.910,8.916,5.417,81.716,60.756,-0.040,-0.099,L,5.03,T,
TD023,9,"LIDET_CPR",1,5,"THPL",L,1464,1.0,1990-11-01,9.944,9.427,1995-11-14,1.110,0.900,,,,7.790,14.080,8.693,0.773,9.547,8.892,-0.467,-0.481,L,5.03,X,X
TD023,9,"LIDET_CPR",1,5,"TRAE",L,3185,1.0,1990-11-01,10.009,9.599,1995-11-14,2.360,2.120,,,,2.820,47.410,9.328,1.115,22.086,11.953,-0.300,-0.422,L,5.03,T,
TD023,9,"LIDET_CPR",1,6,"ACSA",L,3980,1.0,1990-11-01,10.073,9.559,1996-10-30,8.080,7.650,,,,4.710,80.230,9.109,1.512,80.029,16.599,-0.037,-0.300,L,6.00,T,
TD023,9,"LIDET_CPR",1,6,"ANGE",R,46520,0.1,1990-11-01,7.046,6.729,1996-10-30,3.600,3.480,,,,44.300,85.640,3.748,0.500,51.716,13.340,-0.110,-0.336,R,6.00,T,
TD023,9,"LIDET_CPR",1,6,"DRGL",R,46923,0.1,1990-11-01,7.065,6.804,1996-10-30,2.540,2.440,,,,6.950,32.740,6.331,1.641,35.861,25.920,-0.171,-0.225,R,6.00,,
TD023,9,"LIDET_CPR",1,6,"GOBA",A,68928,,1990-11-01,44.832,41.380,1996-10-30,20.660,18.690,33.70,24.768,22.861,1.470,2.270,22.525,18.266,81.755,81.092,-0.034,-0.035,W,6.00,,
TD023,9,"LIDET_CPR",1,6,"GOBA",B,68928,,1990-11-01,44.832,41.380,1996-10-30,17.150,13.400,27.30,20.064,18.519,1.470,3.210,18.247,12.970,72.358,71.080,-0.054,-0.057,W,6.00,,
TD023,9,"LIDET_CPR",1,6,"PIEL",R,48425,0.1,1990-11-01,7.061,6.433,1996-10-30,6.880,5.840,,,,6.300,15.190,6.028,4.953,90.782,82.167,-0.016,-0.033,R,6.00,,
TD023,9,"LIDET_CPR",1,6,"PIRE",L,2300,1.0,1990-11-01,9.967,9.688,1996-10-30,4.700,4.210,,,,1.700,26.100,9.523,3.111,43.456,32.668,-0.139,-0.187,L,6.00,T,
TD023,9,"LIDET_CPR",1,6,"THPL",L,1460,1.0,1990-11-01,10.041,9.519,1996-10-30,1.830,1.560,,,,7.790,24.800,8.777,1.173,16.388,13.364,-0.302,-0.336,L,6.00,X,
TD023,9,"LIDET_CPR",1,7,"ANGE",R,46516,0.1,1990-11-01,7.021,6.705,1997-03-11,3.630,3.210,,,,39.700,82.990,4.043,0.546,47.875,13.505,-0.116,-0.315,R,6.36,,
TD023,9,"LIDET_CPR",1,7,"DRGL",R,46919,0.1,1990-11-01,6.955,6.698,1997-03-11,2.220,1.910,,,,6.950,30.740,6.232,1.323,28.516,21.229,-0.197,-0.244,R,6.36,T,
TD023,9,"LIDET_CPR",1,7,"GOBA",A,68932,,1990-11-01,49.108,45.327,1997-03-11,25.470,23.190,36.70,29.545,27.271,1.470,1.950,26.870,22.738,85.035,84.622,-0.025,-0.026,W,6.36,,
TD023,9,"LIDET_CPR",1,7,"GOBA",B,68932,,1990-11-01,49.108,45.327,1997-03-11,2.100,1.750,3.40,2.737,2.526,1.470,4.120,2.489,1.678,69.279,67.417,-0.058,-0.062,W,6.36,X,
TD023,9,"LIDET_CPR",1,7,"PIEL",R,48421,0.1,1990-11-01,7.035,6.409,1997-03-11,5.490,4.840,,,,6.300,31.250,6.005,3.328,75.519,55.420,-0.044,-0.093,R,6.36,T,
TD023,9,"LIDET_CPR",1,7,"PIRE",L,2296,1.0,1990-11-01,10.116,9.833,1997-03-11,3.240,2.830,,,,1.700,17.380,9.666,2.338,28.781,24.188,-0.196,-0.223,L,6.36,XF,
TD023,9,"LIDET_CPR",1,7,"QUPR",L,4835,1.0,1990-11-01,10.013,9.262,1997-03-11,3.400,3.080,,,,4.390,61.230,8.855,1.194,33.254,13.484,-0.173,-0.315,L,6.36,XF,
TD023,9,"LIDET_CPR",1,7,"TRAE",L,3177,1.0,1990-11-01,10.097,9.683,1997-03-11,1.860,1.620,,,,2.820,70.980,9.410,0.470,16.730,4.995,-0.281,-0.471,L,6.36,XF,
TD023,9,"LIDET_CPR",1,8,"ANGE",R,46512,0.1,1990-11-01,7.023,6.707,1998-11-13,4.210,3.800,,,,31.400,55.450,4.601,1.693,56.657,36.796,-0.071,-0.124,R,8.03,T,
TD023,9,"LIDET_CPR",1,8,"DRGL",R,46915,0.1,1990-11-01,7.024,6.764,1998-11-13,7.670,5.660,,,,6.950,15.920,6.294,4.759,83.678,75.612,-0.022,-0.035,R,8.03,T,X
TD023,9,"LIDET_CPR",1,8,"GOBA",A,68936,,1990-11-01,45.413,41.916,1998-11-13,30.130,21.050,37.50,27.918,25.768,1.470,2.030,25.389,20.623,81.690,81.228,-0.025,-0.026,W,8.03,,
TD023,9,"LIDET_CPR",1,8,"GOBA",B,68936,,1990-11-01,45.413,41.916,1998-11-13,12.820,9.680,23.50,17.495,16.148,1.470,3.810,15.911,9.311,59.946,58.519,-0.064,-0.067,W,8.03,,
TD023,9,"LIDET_CPR",1,8,"PIEL",R,48417,0.1,1990-11-01,7.070,6.441,1998-11-13,6.810,5.060,,,,6.300,27.440,6.035,3.672,78.559,60.845,-0.030,-0.062,R,8.03,T,
TD023,9,"LIDET_CPR",1,9,"ANGE",R,46508,0.1,1990-11-01,7.001,6.686,1999-11-04,5.820,5.440,,,,,37.840,,3.382,81.364,,-0.023,,R,9.01,T,X
TD023,9,"LIDET_CPR",1,9,"DRGL",L,5648,1.0,1990-11-01,9.999,9.649,1999-11-04,0.240,0.196,,,,7.800,41.660,8.896,0.114,2.031,1.281,-0.433,-0.484,L,9.01,X,
TD023,9,"LIDET_CPR",1,9,"DRGL",R,46911,0.1,1990-11-01,7.081,6.819,1999-11-04,4.450,4.050,,,,6.950,19.250,6.345,3.270,59.393,51.537,-0.058,-0.074,R,9.01,,
TD023,9,"LIDET_CPR",1,9,"GOBA",A,68940,,1990-11-01,41.348,38.164,1999-11-04,18.370,17.540,35.70,24.199,22.335,1.470,1.700,22.007,17.242,78.531,78.348,-0.027,-0.027,W,9.01,,
TD023,9,"LIDET_CPR",1,9,"GOBA",B,68940,,1990-11-01,41.348,38.164,1999-11-04,0.540,0.460,1.80,1.220,1.126,1.470,2.660,1.109,0.448,40.853,40.397,-0.099,-0.101,W,9.01,X,
TD023,9,"LIDET_CPR",1,9,"PIEL",R,48413,0.1,1990-11-01,7.046,6.419,1999-11-04,8.140,7.360,,,,6.300,18.020,6.015,6.034,114.660,100.316,0.015,0.000,R,9.01,T,X
TD023,9,"LIDET_CPR",1,9,"PIRE",L,2288,1.0,1990-11-01,10.007,9.727,1999-11-04,4.030,3.750,,,,1.700,22.090,9.562,2.922,38.552,30.558,-0.106,-0.132,L,9.01,X,
TD023,9,"LIDET_CPR",1,10,"ANGE",R,46504,0.1,1990-11-01,7.026,6.710,2000-11-10,5.290,4.980,,,,,80.880,,0.952,74.218,,-0.030,,R,10.03,T,X
TD023,9,"LIDET_CPR",1,10,"DRGL",R,46907,0.1,1990-11-01,7.064,6.803,2000-11-10,4.020,3.540,,,,6.950,16.520,6.330,2.955,52.036,46.682,-0.065,-0.076,R,10.03,T,
TD023,9,"LIDET_CPR",1,10,"GOBA",A,68944,,1990-11-01,54.651,50.443,2000-11-10,26.550,25.230,37.60,33.687,31.093,1.470,2.580,30.636,24.579,81.144,80.229,-0.021,-0.022,W,10.03,,
TD023,9,"LIDET_CPR",1,10,"PIEL",R,48409,0.1,1990-11-01,7.010,6.386,2000-11-10,6.620,5.830,,,,6.300,15.280,5.984,4.939,91.293,82.537,-0.009,-0.019,R,10.03,T,
TD023,9,"LIDET_CPR",1,15,"GOBA",A,80165,,1994-10-31,49.579,45.902,1995-11-14,27.220,23.580,31.50,25.602,23.703,1.470,1.860,23.355,23.141,99.481,99.084,-0.005,-0.009,W,1.04,,
TD023,9,"LIDET_CPR",1,15,"GOBA",B,80165,1.0,1994-10-31,49.579,45.902,1995-11-14,25.490,21.150,29.50,23.977,22.199,1.470,2.720,21.873,20.575,95.275,94.066,-0.047,-0.059,W,1.04,,
TD023,9,"LIDET_CPR",1,16,"GOBA",A,80166,,1994-10-31,43.424,40.204,1996-10-30,21.910,19.660,31.00,22.068,20.432,1.470,1.950,20.132,19.277,96.222,95.753,-0.019,-0.022,W,2.00,,
TD023,9,"LIDET_CPR",1,16,"GOBA",B,80166,1.0,1994-10-31,43.424,40.204,1996-10-30,22.620,18.760,30.00,21.356,19.772,1.470,2.540,19.481,18.283,94.882,93.850,-0.026,-0.032,W,2.00,,
TD023,9,"LIDET_CPR",1,17,"GOBA",A,80167,,1994-10-31,46.085,42.667,1997-03-11,22.530,20.680,31.10,23.496,21.753,1.470,1.310,21.433,20.409,95.067,95.222,-0.021,-0.021,W,2.36,,
TD023,9,"LIDET_CPR",1,17,"GOBA",B,80167,1.0,1994-10-31,46.085,42.667,1997-03-11,18.770,16.770,29.90,22.589,20.914,1.470,2.240,20.607,16.394,80.186,79.555,-0.094,-0.097,W,2.36,,
TD023,9,"LIDET_CPR",1,18,"GOBA",A,80168,,1994-10-31,44.762,41.442,1998-11-13,18.900,17.250,27.70,20.326,18.819,1.470,1.440,18.542,17.002,91.663,91.695,-0.022,-0.021,W,4.04,,
TD023,9,"LIDET_CPR",1,18,"GOBA",B,80168,1.0,1994-10-31,44.762,41.442,1998-11-13,26.030,19.500,33.30,24.436,22.623,1.470,2.130,22.290,19.085,86.195,85.621,-0.037,-0.038,W,4.04,,
TD023,9,"LIDET_CPR",1,19,"GOBA",A,80169,,1994-10-31,52.635,48.732,1999-11-04,24.830,23.700,33.00,28.475,26.363,1.470,0.750,25.975,23.522,89.899,90.556,-0.021,-0.020,W,5.01,,
TD023,9,"LIDET_CPR",1,19,"GOBA",B,80169,1.0,1994-10-31,52.635,48.732,1999-11-04,17.900,16.400,28.00,24.160,22.369,1.470,6.460,22.040,15.341,73.316,69.605,-0.062,-0.072,W,5.01,,
TD023,9,"LIDET_CPR",1,20,"GOBA",A,80170,,1994-10-31,57.262,53.015,2000-11-10,25.120,23.440,29.80,27.974,25.899,1.470,1.310,25.518,23.133,90.505,90.654,-0.017,-0.016,W,6.03,,
TD023,9,"LIDET_CPR",1,20,"GOBA",B,80170,1.0,1994-10-31,57.262,53.015,2000-11-10,31.780,25.780,31.20,29.288,27.116,1.470,4.910,26.717,24.514,95.073,91.754,-0.008,-0.014,W,6.03,,
TD023,9,"LIDET_CPR",2,1,"ACSA",L,3999,1.0,1990-11-01,10.086,9.572,1992-02-10,9.430,8.390,,,,4.710,8.110,9.121,7.710,87.651,84.530,-0.103,-0.132,L,1.28,,
TD023,9,"LIDET_CPR",2,1,"ACSA",L,6704,7.0,1990-11-01,9.905,9.073,1992-02-10,10.070,9.160,,,,4.710,18.600,8.646,7.456,100.959,86.236,0.007,-0.116,L,1.28,,
TD023,9,"LIDET_CPR",2,1,"ANGE",R,46539,0.1,1990-11-01,5.995,5.725,1992-02-10,8.810,4.430,,,,24.500,31.640,4.322,3.028,77.380,70.060,-0.201,-0.279,R,1.28,,
TD023,9,"LIDET_CPR",2,1,"BOER",L,435,1.0,1990-11-01,10.121,9.666,1992-02-10,9.030,8.320,,,,9.190,11.720,8.778,7.345,86.075,83.675,-0.118,-0.140,L,1.28,,
TD023,9,"LIDET_CPR",2,1,"DRGL",L,5679,1.0,1990-11-01,9.943,9.595,1992-02-10,10.110,8.910,,,,7.800,21.220,8.847,7.019,92.861,79.338,-0.058,-0.181,L,1.28,,
TD023,9,"LIDET_CPR",2,1,"DRGL",R,46942,0.1,1990-11-01,7.017,6.757,1992-02-10,12.510,5.420,,,,6.950,8.310,6.287,4.970,80.213,79.052,-0.173,-0.184,R,1.28,,
TD023,9,"LIDET_CPR",2,1,"GOBA",A,68909,,1990-11-01,48.060,44.359,1992-02-10,25.760,23.500,34.60,27.260,25.161,1.470,1.260,24.791,23.204,93.399,93.598,-0.054,-0.052,W,1.28,,
TD023,9,"LIDET_CPR",2,1,"GOBA",B,68909,,1990-11-01,48.060,44.359,1992-02-10,23.950,18.370,26.40,20.800,19.198,1.470,1.700,18.916,18.058,95.687,95.464,-0.035,-0.036,W,1.28,,
TD023,9,"LIDET_CPR",2,1,"PIEL",R,48444,0.1,1990-11-01,7.074,6.444,1992-02-10,10.240,6.250,,,,6.300,8.320,6.038,5.730,96.989,94.899,-0.024,-0.041,R,1.28,,
TD023,9,"LIDET_CPR",2,1,"PIRE",L,2319,1.0,1990-11-01,10.005,9.725,1992-02-10,10.100,9.240,,,,1.700,2.610,9.560,8.999,95.013,94.132,-0.040,-0.047,L,1.28,,
TD023,9,"LIDET_CPR",2,1,"QUPR",L,4859,1.0,1990-11-01,10.081,9.466,1992-02-10,10.620,9.470,,,,4.390,10.690,9.050,8.458,100.042,93.459,0.000,-0.053,L,1.28,,
TD023,9,"LIDET_CPR",2,1,"RHMA",L,6655,7.0,1990-11-01,10.063,9.318,1992-02-10,11.500,10.010,,,,4.640,11.550,8.886,8.854,107.426,99.640,0.056,-0.003,L,1.28,,X
TD023,9,"LIDET_CPR",2,1,"RHMA",L,6815,1.0,1990-11-01,8.060,7.480,1992-02-10,8.720,7.760,,,,4.640,9.860,7.133,6.995,103.743,98.065,0.029,-0.015,L,1.28,,X
TD023,9,"LIDET_CPR",2,1,"THPL",L,1479,1.0,1990-11-01,9.949,9.432,1992-02-10,11.060,10.020,,,,7.790,14.640,8.697,8.553,106.234,98.344,0.047,-0.013,L,1.28,,X
TD023,9,"LIDET_CPR",2,1,"TRAE",L,3200,1.0,1990-11-01,10.071,9.658,1992-02-10,10.030,9.100,,,,2.820,8.180,9.386,8.356,94.222,89.026,-0.047,-0.091,L,1.28,,
TD023,9,"LIDET_CPR",2,1,"TRAE",L,6791,7.0,1990-11-01,9.999,9.549,1992-02-10,11.560,10.580,,,,2.820,26.280,9.280,7.800,110.797,84.052,0.080,-0.136,L,1.28,,
TD023,9,"LIDET_CPR",2,2,"ACSA",L,3995,1.0,1990-11-01,10.002,9.492,1992-11-09,7.720,7.080,,,,4.710,8.890,9.045,6.451,74.589,71.321,-0.145,-0.167,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"ACSA",L,6700,7.0,1990-11-01,10.022,9.180,1992-11-09,7.800,7.180,,,,4.710,13.180,8.748,6.234,78.214,71.262,-0.121,-0.167,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"ANGE",R,46535,0.1,1990-11-01,6.072,5.799,1992-11-09,2.940,2.690,,,,28.200,60.780,4.164,1.055,46.387,25.336,-0.380,-0.679,R,2.02,,
TD023,9,"LIDET_CPR",2,2,"DRGL",L,5675,1.0,1990-11-01,9.966,9.617,1992-11-09,7.690,6.970,,,,7.800,12.510,8.867,6.098,72.476,68.772,-0.159,-0.185,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"DRGL",R,46938,0.1,1990-11-01,7.064,6.803,1992-11-09,6.560,4.790,,,,6.950,12.240,6.330,4.204,70.410,66.414,-0.173,-0.202,R,2.02,,
TD023,9,"LIDET_CPR",2,2,"GOBA",A,68913,,1990-11-01,41.287,38.108,1992-11-09,21.530,20.050,35.60,24.095,22.240,1.470,1.340,21.913,19.781,90.153,90.271,-0.051,-0.051,W,2.02,,
TD023,9,"LIDET_CPR",2,2,"GOBA",B,68913,,1990-11-01,41.287,38.108,1992-11-09,17.330,13.470,25.40,17.192,15.868,1.470,2.500,15.635,13.133,84.888,83.997,-0.081,-0.086,W,2.02,,
TD023,9,"LIDET_CPR",2,2,"LITU",L,687,1.0,1990-11-01,10.044,9.733,1992-11-09,8.570,7.290,,,,12.350,27.750,8.531,5.267,74.900,61.740,-0.143,-0.238,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"PIEL",R,48440,0.1,1990-11-01,6.988,6.366,1992-11-09,6.230,4.820,,,,6.300,17.080,5.965,3.997,75.715,67.008,-0.137,-0.198,R,2.02,,
TD023,9,"LIDET_CPR",2,2,"PIRE",L,2315,1.0,1990-11-01,10.027,9.746,1992-11-09,9.220,8.590,,,,1.700,2.870,9.580,8.343,88.139,87.088,-0.062,-0.068,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"QUPR",L,4855,1.0,1990-11-01,9.906,9.302,1992-11-09,8.440,5.580,,,,4.390,7.140,8.894,5.182,59.987,58.264,-0.253,-0.267,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"RHMA",L,6651,7.0,1990-11-01,10.057,9.313,1992-11-09,10.630,9.490,,,,4.640,9.280,8.881,8.609,101.901,96.937,0.009,-0.015,L,2.02,,X
TD023,9,"LIDET_CPR",2,2,"RHMA",L,6811,1.0,1990-11-01,8.030,7.452,1992-11-09,7.700,6.970,,,,4.640,10.040,7.106,6.270,93.532,88.235,-0.033,-0.062,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"THPL",L,1475,1.0,1990-11-01,10.082,9.558,1992-11-09,9.330,8.430,,,,7.790,10.990,8.813,7.504,88.198,85.147,-0.062,-0.079,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"TRAE",L,3196,1.0,1990-11-01,9.980,9.571,1992-11-09,10.710,10.150,,,,2.820,19.160,9.301,8.205,106.050,88.216,0.029,-0.062,L,2.02,,
TD023,9,"LIDET_CPR",2,2,"TRAE",L,6787,7.0,1990-11-01,10.024,9.573,1992-11-09,8.590,7.930,,,,2.820,14.490,9.303,6.781,82.837,72.890,-0.093,-0.156,L,2.02,,
TD023,9,"LIDET_CPR",2,3,"ACSA",L,3991,1.0,1990-11-01,10.034,9.522,1993-11-04,4.940,4.800,,,,4.710,20.640,9.074,3.809,50.410,41.977,-0.228,-0.288,L,3.01,,
TD023,9,"LIDET_CPR",2,3,"ANGE",R,46531,0.1,1990-11-01,5.996,5.726,1993-11-04,3.300,3.230,,,,31.900,56.640,3.899,1.401,56.409,35.932,-0.190,-0.340,R,3.01,,
TD023,9,"LIDET_CPR",2,3,"DRGL",L,5671,1.0,1990-11-01,9.980,9.631,1993-11-04,6.680,6.500,,,,7.800,16.730,8.880,5.413,67.490,60.957,-0.131,-0.165,L,3.01,,
TD023,9,"LIDET_CPR",2,3,"DRGL",R,46934,0.1,1990-11-01,7.008,6.749,1993-11-04,3.800,3.700,,,,6.950,16.280,6.280,3.098,54.823,49.331,-0.200,-0.235,R,3.01,,
TD023,9,"LIDET_CPR",2,3,"GOBA",A,68917,,1990-11-01,48.165,44.456,1993-11-04,27.690,24.450,34.30,27.083,24.997,1.470,1.710,24.630,24.032,97.812,97.572,-0.007,-0.008,W,3.01,,
TD023,9,"LIDET_CPR",2,3,"GOBA",B,68917,,1990-11-01,48.165,44.456,1993-11-04,3.750,2.560,26.70,21.082,19.459,1.470,3.100,19.173,2.481,13.156,12.940,-0.674,-0.680,W,3.01,,X
TD023,9,"LIDET_CPR",2,3,"PIEL",R,48436,0.1,1990-11-01,6.992,6.370,1993-11-04,4.590,4.420,,,,6.300,9.820,5.969,3.986,69.388,66.778,-0.121,-0.134,R,3.01,,
TD023,9,"LIDET_CPR",2,3,"PIRE",L,2311,1.0,1990-11-01,10.041,9.760,1993-11-04,7.900,7.680,,,,1.700,7.610,9.594,7.096,78.689,73.963,-0.080,-0.100,L,3.01,,
TD023,9,"LIDET_CPR",2,3,"PIST",L,293,1.0,1990-11-01,9.994,9.464,1993-11-04,7.120,6.940,,,,3.950,11.490,9.090,6.143,73.331,67.580,-0.103,-0.130,L,3.01,,
TD023,9,"LIDET_CPR",2,3,"QUPR",L,4851,1.0,1990-11-01,10.037,9.284,1993-11-04,7.170,6.980,,,,4.390,15.250,8.876,5.916,75.183,66.652,-0.095,-0.135,L,3.01,,
TD023,9,"LIDET_CPR",2,3,"THPL",L,1471,1.0,1990-11-01,10.045,9.523,1993-11-04,8.350,8.040,,,,7.790,14.160,8.781,6.902,84.427,78.602,-0.056,-0.080,L,3.01,,
TD023,9,"LIDET_CPR",2,3,"TRAE",L,3192,1.0,1990-11-01,10.043,9.631,1993-11-04,6.960,6.830,,,,2.820,14.240,9.359,5.857,70.917,62.581,-0.114,-0.156,L,3.01,,
TD023,9,"LIDET_CPR",2,4,"ACSA",L,3987,1.0,1990-11-01,9.983,9.474,1994-11-01,0.536,0.297,,,,4.710,21.510,9.028,0.233,3.135,2.581,-0.866,-0.914,L,4.00,,X
TD023,9,"LIDET_CPR",2,4,"ANGE",R,46527,0.1,1990-11-01,6.033,5.762,1994-11-01,1.475,1.136,,,,12.000,60.700,5.071,0.446,19.715,8.795,-0.406,-0.608,R,4.00,,
TD023,9,"LIDET_CPR",2,4,"DRGL",L,5667,1.0,1990-11-01,10.043,9.691,1994-11-01,0.140,0.100,,,,7.800,27.680,8.935,0.072,1.032,0.806,-1.143,-1.205,L,4.00,,X
TD023,9,"LIDET_CPR",2,4,"DRGL",R,46930,0.1,1990-11-01,7.034,6.774,1994-11-01,3.216,2.222,,,,6.950,17.370,6.303,1.836,32.802,29.129,-0.279,-0.308,R,4.00,,
TD023,9,"LIDET_CPR",2,4,"GOBA",A,68921,,1990-11-01,46.189,42.632,1994-11-01,21.628,20.685,33.50,25.366,23.413,1.470,1.370,23.069,20.402,88.348,88.439,-0.031,-0.031,W,4.00,,
TD023,9,"LIDET_CPR",2,4,"GOBA",B,68921,,1990-11-01,46.189,42.632,1994-11-01,6.075,4.597,19.50,14.765,13.628,1.470,1.950,13.428,4.507,33.732,33.564,-0.272,-0.273,W,4.00,,X
TD023,9,"LIDET_CPR",2,4,"PIEL",R,48432,0.1,1990-11-01,6.998,6.375,1994-11-01,4.786,3.725,,,,6.300,15.070,5.973,3.164,58.431,52.972,-0.134,-0.159,R,4.00,,
TD023,9,"LIDET_CPR",2,4,"PIRE",L,2307,1.0,1990-11-01,9.921,9.643,1994-11-01,7.621,6.868,,,,1.700,14.380,9.479,5.880,71.223,62.032,-0.085,-0.119,L,4.00,,
