STCODE,FORMAT,SITE,REP,DURATION,SPECIES,TYPE,NIR_NUM,MESH,DATEOUT,IADW,IODW,DATEIN,FWW,FOW,LENGTH,IADW1,IODW1,IASH,FASH,IAFW,FAFW,PRM,PAFRM,KDW,KAFW,TYPE1,TIMEOUT,COMMENT,FLAG
TD023,9,"LIDET_HFR",2,4,"LATR",L,483,1.0,1990-11-15,10.000,9.480,1994-11-09,8.740,3.010,,,,8.000,11.840,8.722,2.654,31.751,30.429,-0.288,-0.299,L,3.98,,
TD023,9,"LIDET_HFR",2,4,"PIEL",R,47927,0.1,1990-11-15,7.081,6.451,1994-11-09,10.700,4.280,,,,6.300,8.560,6.045,3.914,66.346,64.748,-0.103,-0.109,R,3.98,,
TD023,9,"LIDET_HFR",2,4,"PIRE",L,2047,1.0,1990-11-15,10.000,9.720,1994-11-09,8.800,3.210,,,,1.700,8.990,9.555,2.921,33.025,30.570,-0.278,-0.298,L,3.98,,
TD023,9,"LIDET_HFR",2,4,"QUPR",L,4718,1.0,1990-11-15,9.923,9.179,1994-11-09,4.620,1.250,,,,4.390,16.060,8.776,1.049,13.618,11.953,-0.501,-0.533,L,3.98,,
TD023,9,"LIDET_HFR",2,4,"THPL",L,1271,1.0,1990-11-15,10.012,9.491,1994-11-09,7.760,2.790,,,,7.790,12.970,8.752,2.428,29.396,27.742,-0.307,-0.322,L,3.98,,
TD023,9,"LIDET_HFR",2,4,"TRAE",L,2717,1.0,1990-11-15,10.155,9.556,1994-11-09,7.760,1.900,,,,2.820,15.470,9.287,1.606,19.883,17.293,-0.405,-0.441,L,3.98,,
TD023,9,"LIDET_HFR",2,5,"ACSA",L,3779,1.0,1990-11-15,10.030,9.518,1995-11-06,9.360,2.720,,,,4.710,13.360,9.070,2.357,28.577,25.987,-0.252,-0.271,L,4.97,F,
TD023,9,"LIDET_HFR",2,5,"ANGE",R,46093,0.1,1990-11-15,7.005,6.599,1995-11-06,5.530,3.090,,,,17.700,37.730,5.431,1.924,46.825,35.426,-0.153,-0.209,R,4.97,,
TD023,9,"LIDET_HFR",2,5,"ANSC",L,575,1.0,1990-11-15,10.036,9.584,1995-11-06,4.310,1.680,,,,3.760,17.360,9.224,1.388,17.529,15.048,-0.350,-0.381,L,4.97,,
TD023,9,"LIDET_HFR",2,5,"DRGL",L,5522,1.0,1990-11-15,9.925,9.578,1995-11-06,3.800,1.400,,,,7.800,16.210,8.831,1.173,14.617,13.283,-0.387,-0.406,L,4.97,,
TD023,9,"LIDET_HFR",2,5,"DRGL",R,47543,0.1,1990-11-15,7.015,6.636,1995-11-06,3.410,1.790,,,,6.950,15.260,6.175,1.517,26.974,24.567,-0.263,-0.282,R,4.97,,
TD023,9,"LIDET_HFR",2,5,"GOBA",A,60085,,1990-11-15,54.544,50.344,1995-11-06,19.840,15.720,22.60,20.208,18.652,1.470,1.550,18.378,15.476,84.281,84.209,-0.034,-0.035,W,4.97,,
TD023,9,"LIDET_HFR",2,5,"GOBA",B,60085,,1990-11-15,54.544,50.344,1995-11-06,3.510,1.410,7.00,6.259,5.777,1.470,3.960,5.692,1.354,24.407,23.788,-0.283,-0.289,W,4.97,,
TD023,9,"LIDET_HFR",2,5,"PIEL",R,47923,0.1,1990-11-15,6.967,6.347,1995-11-06,8.720,3.490,,,,6.300,4.270,5.947,3.341,54.987,56.180,-0.120,-0.116,R,4.97,,
TD023,9,"LIDET_HFR",2,5,"PIRE",L,2043,1.0,1990-11-15,10.004,9.724,1995-11-06,9.310,3.410,,,,1.700,10.520,9.559,3.051,35.068,31.918,-0.211,-0.230,L,4.97,,
TD023,9,"LIDET_HFR",2,5,"QUPR",L,4714,1.0,1990-11-15,10.003,9.253,1995-11-06,2.410,0.870,,,,4.390,21.230,8.847,0.685,9.402,7.743,-0.475,-0.514,L,4.97,,
TD023,9,"LIDET_HFR",2,5,"THPL",L,1268,1.0,1990-11-15,10.046,9.524,1995-11-06,7.350,3.040,,,,7.790,17.440,8.782,2.510,31.919,28.581,-0.230,-0.252,L,4.97,,
TD023,9,"LIDET_HFR",2,5,"TRAE",L,2713,1.0,1990-11-15,10.099,9.503,1995-11-06,14.970,3.440,,,,2.820,17.270,9.235,2.846,36.199,30.818,-0.204,-0.237,L,4.97,,
TD023,9,"LIDET_HFR",2,6,"ACSA",L,3775,1.0,1990-11-15,10.032,9.520,1996-11-20,5.760,1.640,,,,4.710,17.800,9.072,1.348,17.227,14.859,-0.292,-0.317,L,6.02,,
TD023,9,"LIDET_HFR",2,6,"ANGE",R,46089,0.1,1990-11-15,7.083,6.672,1996-11-20,5.520,2.690,,,,19.700,48.940,5.358,1.374,40.318,25.644,-0.151,-0.226,R,6.02,,
TD023,9,"LIDET_HFR",2,6,"DRGL",L,5518,1.0,1990-11-15,10.035,9.684,1996-11-20,3.010,0.830,,,,7.800,20.250,8.929,0.662,8.571,7.414,-0.408,-0.433,L,6.02,,
TD023,9,"LIDET_HFR",2,6,"DRGL",R,47539,0.1,1990-11-15,7.084,6.701,1996-11-20,4.800,1.590,,,,6.950,7.460,6.235,1.471,23.728,23.593,-0.239,-0.240,R,6.02,,
TD023,9,"LIDET_HFR",2,6,"GOBA",A,60089,,1990-11-15,48.985,45.213,1996-11-20,14.770,11.220,17.80,14.294,13.193,1.470,1.260,12.999,11.079,85.045,85.230,-0.027,-0.027,W,6.02,,
TD023,9,"LIDET_HFR",2,6,"GOBA",B,60089,,1990-11-15,48.985,45.213,1996-11-20,19.650,10.050,12.00,9.636,8.894,1.470,0.250,8.763,10.025,112.998,114.401,0.020,0.022,W,6.02,,X
TD023,9,"LIDET_HFR",2,6,"LATR",L,487,1.0,1990-11-15,10.031,9.509,1996-11-20,5.590,2.010,,,,8.000,8.120,8.748,1.847,21.138,21.113,-0.258,-0.259,L,6.02,,
TD023,9,"LIDET_HFR",2,6,"PIEL",R,47919,0.1,1990-11-15,7.067,6.636,1996-11-20,11.970,4.240,,,,6.300,12.450,6.218,3.712,63.894,59.698,-0.074,-0.086,R,6.02,,
TD023,9,"LIDET_HFR",2,6,"PIRE",L,2039,1.0,1990-11-15,10.033,9.752,1996-11-20,8.540,2.640,,,,1.700,6.260,9.586,2.475,27.071,25.819,-0.217,-0.225,L,6.02,,
TD023,9,"LIDET_HFR",2,6,"QUPR",L,4710,1.0,1990-11-15,10.014,9.263,1996-11-20,6.910,1.500,,,,4.390,8.410,8.856,1.374,16.193,15.515,-0.303,-0.310,L,6.02,,
TD023,9,"LIDET_HFR",2,6,"THPL",L,1264,1.0,1990-11-15,10.046,9.524,1996-11-20,4.880,2.560,,,,7.790,3.480,8.782,2.471,26.879,28.137,-0.218,-0.211,L,6.02,F,
TD023,9,"LIDET_HFR",2,6,"TRAE",L,2709,1.0,1990-11-15,10.190,9.589,1996-11-20,6.570,1.840,,,,2.820,9.690,9.319,1.662,19.189,17.835,-0.274,-0.287,L,6.02,F,
TD023,9,"LIDET_HFR",2,7,"ACSA",L,3771,1.0,1990-11-15,10.055,9.542,1997-11-13,7.430,2.500,,,,4.710,8.850,9.093,2.279,26.200,25.063,-0.191,-0.198,L,7.00,,
TD023,9,"LIDET_HFR",2,7,"ANGE",R,46085,0.1,1990-11-15,7.020,6.613,1997-11-13,5.900,3.410,,,,24.300,47.130,5.006,1.803,51.565,36.017,-0.095,-0.146,R,7.00,T,
TD023,9,"LIDET_HFR",2,7,"DRGL",L,5514,1.0,1990-11-15,10.016,9.665,1997-11-13,0.670,0.430,,,,7.800,6.990,8.911,0.400,4.449,4.489,-0.445,-0.444,L,7.00,,
TD023,9,"LIDET_HFR",2,7,"DRGL",R,47535,0.1,1990-11-15,7.007,6.629,1997-11-13,2.900,1.290,,,,6.950,4.640,6.168,1.230,19.460,19.942,-0.234,-0.230,R,7.00,T,
TD023,9,"LIDET_HFR",2,7,"GOBA",A,60093,,1990-11-15,49.972,46.124,1997-11-13,21.850,17.110,26.50,21.709,20.037,1.470,0.960,19.742,16.946,85.392,85.837,-0.023,-0.022,W,7.00,,
TD023,9,"LIDET_HFR",2,7,"GOBA",B,60093,,1990-11-15,49.972,46.124,1997-11-13,20.130,6.470,15.50,12.698,11.720,1.470,1.260,11.548,6.388,55.205,55.317,-0.085,-0.085,W,7.00,X,X
TD023,9,"LIDET_HFR",2,7,"PIEL",R,47915,0.1,1990-11-15,7.055,6.625,1997-11-13,7.440,4.500,,,,6.300,12.320,6.208,3.946,67.925,63.563,-0.055,-0.065,R,7.00,,
TD023,9,"LIDET_HFR",2,7,"PIRE",L,2035,1.0,1990-11-15,10.003,9.723,1997-11-13,4.770,2.300,,,,1.700,0.000,9.558,2.300,23.655,24.064,-0.206,-0.204,L,7.00,,
TD023,9,"LIDET_HFR",2,7,"POTR",L,137,1.0,1990-11-15,10.078,9.624,1997-11-13,4.370,2.200,,,,7.700,11.290,8.883,1.952,22.860,21.975,-0.211,-0.217,L,7.00,,
TD023,9,"LIDET_HFR",2,7,"QUPR",L,4706,1.0,1990-11-15,10.023,9.271,1997-11-13,3.380,1.810,,,,4.390,11.130,8.864,1.609,19.523,18.152,-0.234,-0.244,L,7.00,,
TD023,9,"LIDET_HFR",2,7,"THPL",L,1259,1.0,1990-11-15,10.002,9.482,1997-11-13,5.770,3.040,,,,7.790,10.030,8.743,2.735,32.061,31.282,-0.163,-0.166,L,7.00,,
TD023,9,"LIDET_HFR",2,7,"TRAE",L,2705,1.0,1990-11-15,10.008,9.418,1997-11-13,7.940,2.750,,,,2.820,17.750,9.152,2.262,29.199,24.716,-0.176,-0.200,L,7.00,,
TD023,9,"LIDET_HFR",2,8,"ACSA",L,3767,1.0,1990-11-15,10.022,9.511,1998-11-04,3.440,2.170,,,,4.710,12.000,9.063,1.910,22.816,21.075,-0.185,-0.195,L,7.97,,
TD023,9,"LIDET_HFR",2,8,"ANGE",R,46081,0.1,1990-11-15,7.044,6.635,1998-11-04,3.710,2.810,,,,21.200,50.000,5.228,1.405,42.351,26.875,-0.108,-0.165,R,7.97,T,
TD023,9,"LIDET_HFR",2,8,"DRGL",L,5510,1.0,1990-11-15,10.019,9.668,1998-11-04,1.710,1.090,,,,7.800,7.000,8.914,1.014,11.274,11.375,-0.274,-0.273,L,7.97,,
TD023,9,"LIDET_HFR",2,8,"DRGL",R,47531,0.1,1990-11-15,7.037,6.657,1998-11-04,1.910,1.080,,,,6.950,5.000,6.194,1.026,16.224,16.564,-0.228,-0.226,R,7.97,,
TD023,9,"LIDET_HFR",2,8,"GOBA",A,60097,,1990-11-15,37.686,34.784,1998-11-04,12.920,8.140,22.40,13.839,12.773,1.470,1.000,12.585,8.059,63.728,64.037,-0.057,-0.056,W,7.97,,
TD023,9,"LIDET_HFR",2,8,"GOBA",B,60097,,1990-11-15,37.686,34.784,1998-11-04,7.080,4.460,14.30,8.835,8.154,1.470,4.000,8.034,4.282,54.697,53.298,-0.076,-0.079,W,7.97,X,
TD023,9,"LIDET_HFR",2,8,"PIEL",R,47911,0.1,1990-11-15,7.007,6.580,1998-11-04,6.870,3.910,,,,6.300,12.000,6.165,3.441,59.422,55.815,-0.065,-0.073,R,7.97,,
TD023,9,"LIDET_HFR",2,8,"PIRE",L,2031,1.0,1990-11-15,10.038,9.757,1998-11-04,8.780,5.530,,,,1.700,5.000,9.591,5.254,56.677,54.781,-0.071,-0.076,L,7.97,,
TD023,9,"LIDET_HFR",2,8,"QUPR",L,4702,1.0,1990-11-15,9.918,9.174,1998-11-04,3.610,2.270,,,,4.390,10.000,8.771,2.043,24.744,23.293,-0.175,-0.183,L,7.97,,
TD023,9,"LIDET_HFR",2,8,"THPL",L,1255,1.0,1990-11-15,10.083,9.559,1998-11-04,6.780,4.270,,,,7.790,7.000,8.814,3.971,44.670,45.053,-0.101,-0.100,L,7.97,,
TD023,9,"LIDET_HFR",2,8,"TRAE",L,2701,1.0,1990-11-15,10.070,9.476,1998-11-04,2.650,1.670,,,,2.820,12.000,9.209,1.470,17.623,15.963,-0.218,-0.230,L,7.97,X,
TD023,9,"LIDET_HFR",2,8,"VOFE",L,8648,1.0,1990-11-15,10.050,9.357,1998-11-04,10.610,6.680,,,,5.500,12.000,8.842,5.878,71.390,66.478,-0.042,-0.051,L,7.97,,
TD023,9,"LIDET_HFR",2,9,"ACSA",L,3763,1.0,1990-11-15,10.044,9.532,1999-11-09,5.820,1.810,,,,4.710,13.600,9.083,1.564,18.989,17.219,-0.185,-0.196,L,8.98,,
TD023,9,"LIDET_HFR",2,9,"ANGE",R,46077,0.1,1990-11-15,7.093,6.682,1999-11-09,5.860,3.320,,,,23.200,46.610,5.132,1.773,49.686,34.548,-0.078,-0.118,R,8.98,,
TD023,9,"LIDET_HFR",2,9,"CEGR",L,8584,1.0,1990-11-15,9.998,9.418,1999-11-09,4.560,1.880,,,,4.640,17.130,8.981,1.558,19.962,17.348,-0.179,-0.195,L,8.98,T,
TD023,9,"LIDET_HFR",2,9,"DRGL",L,5506,1.0,1990-11-15,10.043,9.691,1999-11-09,2.750,0.860,,,,7.800,15.850,8.935,0.724,8.874,8.103,-0.270,-0.280,L,8.98,,
TD023,9,"LIDET_HFR",2,9,"DRGL",R,47527,0.1,1990-11-15,7.029,6.649,1999-11-09,3.400,1.490,,,,6.950,0.390,6.187,1.484,22.409,23.986,-0.167,-0.159,R,8.98,,
TD023,9,"LIDET_HFR",2,9,"GOBA",A,60101,,1990-11-15,44.838,41.385,1999-11-09,8.780,7.740,19.30,14.186,13.094,1.470,1.120,12.902,7.653,59.111,59.316,-0.059,-0.058,W,8.98,,
TD023,9,"LIDET_HFR",2,9,"PIEL",R,47907,0.1,1990-11-15,6.979,6.553,1999-11-09,9.570,3.990,,,,6.300,11.590,6.140,3.528,60.888,57.459,-0.055,-0.062,R,8.98,,
TD023,9,"LIDET_HFR",2,9,"PIRE",L,2027,1.0,1990-11-15,10.098,9.815,1999-11-09,9.190,3.190,,,,1.700,3.480,9.648,3.079,32.501,31.913,-0.125,-0.127,L,8.98,,
TD023,9,"LIDET_HFR",2,9,"QUPR",L,4698,1.0,1990-11-15,10.052,9.368,1999-11-09,3.520,1.380,,,,4.390,18.600,8.957,1.123,14.731,12.538,-0.213,-0.231,L,8.98,,
TD023,9,"LIDET_HFR",2,9,"THPL",L,1251,1.0,1990-11-15,10.093,9.568,1999-11-09,8.030,2.610,,,,7.790,9.320,8.823,2.367,27.278,26.828,-0.145,-0.146,L,8.98,,
TD023,9,"LIDET_HFR",2,9,"TRAE",L,2697,1.0,1990-11-15,10.119,9.522,1999-11-09,4.320,1.390,,,,2.820,15.080,9.253,1.180,14.598,12.753,-0.214,-0.229,L,8.98,,
TD023,9,"LIDET_HFR",2,10,"ACSA",L,3759,1.0,1990-11-15,10.067,9.554,2000-11-27,4.480,1.940,,,,4.710,10.580,9.104,1.735,20.306,19.058,-0.159,-0.165,L,10.03,,
TD023,9,"LIDET_HFR",2,10,"ANGE",R,46073,0.1,1990-11-15,7.056,6.647,2000-11-27,,2.730,,,,22.900,55.800,5.125,1.207,41.071,23.551,-0.089,-0.144,R,10.03,,
TD023,9,"LIDET_HFR",2,10,"DRGL",L,5502,1.0,1990-11-15,10.037,9.686,2000-11-27,0.980,0.720,,,,7.800,20.550,8.930,0.572,7.433,6.405,-0.259,-0.274,L,10.03,,
TD023,9,"LIDET_HFR",2,10,"DRGL",R,47523,0.1,1990-11-15,7.047,6.666,2000-11-27,,1.440,,,,6.950,14.250,6.203,1.235,21.602,19.910,-0.153,-0.161,R,10.03,,
TD023,9,"LIDET_HFR",2,10,"GOBA",A,60105,,1990-11-15,46.836,43.230,2000-11-27,12.910,6.470,16.20,12.438,11.481,1.470,1.350,11.312,6.383,56.354,56.427,-0.057,-0.057,W,10.03,,
TD023,9,"LIDET_HFR",2,10,"PIEL",R,47903,0.1,1990-11-15,7.007,6.580,2000-11-27,,2.520,,,,6.300,4.450,6.165,2.408,38.298,39.059,-0.096,-0.094,R,10.03,,
TD023,9,"LIDET_HFR",2,10,"PIRE",L,2023,1.0,1990-11-15,10.043,9.762,2000-11-27,13.850,4.240,,,,1.700,3.340,9.596,4.098,43.434,42.705,-0.083,-0.085,L,10.03,,
TD023,9,"LIDET_HFR",2,10,"PIST",L,311,1.0,1990-11-15,10.024,9.493,2000-11-27,3.490,1.580,,,,3.950,12.750,9.118,1.379,16.644,15.124,-0.179,-0.188,L,10.03,,
TD023,9,"LIDET_HFR",2,10,"QUPR",L,4694,1.0,1990-11-15,10.065,9.381,2000-11-27,4.040,1.920,,,,4.390,15.370,8.969,1.625,20.467,18.118,-0.158,-0.170,L,10.03,,
TD023,9,"LIDET_HFR",2,10,"THPL",L,1247,1.0,1990-11-15,10.009,9.489,2000-11-27,3.900,2.110,,,,7.790,12.580,8.750,1.845,22.236,21.086,-0.150,-0.155,L,10.03,,
TD023,9,"LIDET_HFR",2,10,"TRAE",L,2693,1.0,1990-11-15,10.104,9.508,2000-11-27,5.990,2.450,,,,2.820,11.830,9.240,2.160,25.768,23.377,-0.135,-0.145,L,10.03,,
TD023,9,"LIDET_HFR",2,15,"GOBA",A,80263,,1994-11-09,42.129,39.005,1995-11-06,25.280,18.960,30.30,20.926,19.375,1.470,1.530,19.090,18.670,97.858,97.800,-0.022,-0.022,W,0.99,,
TD023,9,"LIDET_HFR",2,15,"GOBA",B,80263,1.0,1994-11-09,42.129,39.005,1995-11-06,26.770,16.530,30.50,21.065,19.503,1.470,1.210,19.216,16.330,84.756,84.981,-0.167,-0.164,W,0.99,,
TD023,9,"LIDET_HFR",2,16,"GOBA",A,80264,,1994-11-09,51.610,47.783,1996-11-20,28.200,22.970,30.50,25.805,23.892,1.470,1.040,23.541,22.731,96.141,96.559,-0.019,-0.017,W,2.03,,
TD023,9,"LIDET_HFR",2,16,"GOBA",B,80264,1.0,1994-11-09,51.610,47.783,1996-11-20,37.170,13.210,30.50,25.805,23.892,1.470,1.270,23.541,13.042,55.290,55.401,-0.292,-0.291,W,2.03,,
TD023,9,"LIDET_HFR",2,17,"GOBA",A,80265,,1994-11-09,48.105,44.538,1997-11-13,25.180,20.240,30.50,24.053,22.269,1.470,1.490,21.942,19.938,90.889,90.867,-0.032,-0.032,W,3.01,,
TD023,9,"LIDET_HFR",2,17,"GOBA",B,80265,1.0,1994-11-09,48.105,44.538,1997-11-13,21.950,10.870,28.50,22.475,20.809,1.470,0.020,20.503,10.868,52.237,53.007,-0.216,-0.211,W,3.01,T,
TD023,9,"LIDET_HFR",2,18,"GOBA",A,80266,,1994-11-09,49.818,46.124,1998-11-04,23.220,14.630,29.40,24.011,22.230,1.470,1.000,21.903,14.484,65.812,66.128,-0.105,-0.104,W,3.99,,
TD023,9,"LIDET_HFR",2,18,"GOBA",B,80266,1.0,1994-11-09,49.818,46.124,1998-11-04,13.670,8.610,29.80,24.337,22.533,1.470,1.500,22.202,8.481,38.211,38.199,-0.241,-0.241,W,3.99,,
TD023,9,"LIDET_HFR",2,19,"GOBA",A,80267,,1994-11-09,43.093,39.897,1999-11-09,29.510,3.760,28.70,20.275,18.771,1.470,1.770,18.495,3.693,20.031,19.968,-0.322,-0.322,W,5.00,,X
TD023,9,"LIDET_HFR",2,19,"GOBA",B,80267,1.0,1994-11-09,43.093,39.897,1999-11-09,17.900,13.780,30.20,21.335,19.752,1.470,0.120,19.462,13.763,69.765,70.717,-0.072,-0.069,W,5.00,,X
TD023,9,"LIDET_HFR",2,20,"GOBA",A,80268,,1994-11-09,52.032,48.173,2000-11-27,30.490,18.480,27.00,23.031,21.322,1.470,0.900,21.009,18.314,86.671,87.172,-0.024,-0.023,W,6.05,,
TD023,9,"LIDET_HFR",2,20,"GOBA",B,80268,1.0,1994-11-09,52.032,48.173,2000-11-27,23.570,5.410,34.00,29.001,26.851,1.470,0.140,26.456,5.402,20.148,20.419,-0.265,-0.263,W,6.05,E,
TD023,9,"LIDET_HFR",3,1,"ACSA",L,3794,1.0,1990-11-15,10.004,9.494,1991-11-19,15.090,3.860,,,,4.710,10.150,9.047,3.468,40.657,38.333,-0.891,-0.949,L,1.01,,
TD023,9,"LIDET_HFR",3,1,"ANGE",R,46108,0.1,1990-11-15,7.050,6.740,1991-11-19,11.310,5.030,,,,24.000,32.230,5.122,3.409,74.629,66.556,-0.290,-0.403,R,1.01,,
TD023,9,"LIDET_HFR",3,1,"BOGR",L,8615,1.0,1990-11-15,7.090,6.700,1991-11-19,12.570,3.460,,,,10.160,17.760,6.019,2.846,51.642,47.284,-0.654,-0.741,L,1.01,,
TD023,9,"LIDET_HFR",3,1,"DRGL",L,5537,1.0,1990-11-15,9.980,9.631,1991-11-19,14.280,4.900,,,,7.800,6.660,8.880,4.574,50.877,51.509,-0.669,-0.657,L,1.01,,
TD023,9,"LIDET_HFR",3,1,"DRGL",R,47558,0.1,1990-11-15,7.021,6.712,1991-11-19,16.620,4.320,,,,6.950,7.240,6.246,4.007,64.362,64.153,-0.436,-0.439,R,1.01,,
TD023,9,"LIDET_HFR",3,1,"GOBA",A,60070,,1990-11-15,58.733,54.211,1991-11-19,27.630,23.740,28.40,27.345,25.239,1.470,0.620,24.868,23.593,94.061,94.873,-0.061,-0.052,W,1.01,,
TD023,9,"LIDET_HFR",3,1,"GOBA",B,60070,,1990-11-15,58.733,54.211,1991-11-19,41.240,23.560,32.50,31.292,28.883,1.470,0.990,28.458,23.327,81.570,81.970,-0.202,-0.197,W,1.01,,
TD023,9,"LIDET_HFR",3,1,"PIEL",R,47938,0.1,1990-11-15,7.036,6.410,1991-11-19,15.560,5.160,,,,6.300,8.630,6.006,4.715,80.499,78.505,-0.215,-0.240,R,1.01,,
TD023,9,"LIDET_HFR",3,1,"PIRE",L,2058,1.0,1990-11-15,9.981,9.702,1991-11-19,23.490,6.990,,,,1.700,1.570,9.537,6.880,72.047,72.140,-0.325,-0.323,L,1.01,,
TD023,9,"LIDET_HFR",3,1,"QUPR",L,4729,1.0,1990-11-15,9.985,9.236,1991-11-19,21.710,5.700,,,,4.390,6.060,8.831,5.355,61.715,60.639,-0.478,-0.495,L,1.01,,
TD023,9,"LIDET_HFR",3,1,"THPL",L,1282,1.0,1990-11-15,9.934,9.417,1991-11-19,19.870,7.050,,,,7.790,6.870,8.683,6.566,74.865,75.619,-0.287,-0.277,L,1.01,,
TD023,9,"LIDET_HFR",3,1,"TRAE",L,2728,1.0,1990-11-15,10.018,9.427,1991-11-19,12.460,6.840,,,,2.820,3.470,9.161,6.603,72.558,72.077,-0.318,-0.324,L,1.01,,
TD023,9,"LIDET_HFR",3,2,"ACSA",L,3790,1.0,1990-11-15,10.033,9.521,1992-11-09,8.500,2.390,,,,4.710,9.560,9.073,2.162,25.102,23.829,-0.696,-0.723,L,1.98,,
TD023,9,"LIDET_HFR",3,2,"ANGE",R,46104,0.1,1990-11-15,7.053,6.743,1992-11-09,,2.888,,,,12.200,28.460,5.920,2.066,42.830,34.899,-0.427,-0.530,R,1.98,,
TD023,9,"LIDET_HFR",3,2,"DRGL",L,5533,1.0,1990-11-15,10.067,9.715,1992-11-09,11.470,2.810,,,,7.800,7.270,8.957,2.606,28.924,29.095,-0.625,-0.622,L,1.98,,
TD023,9,"LIDET_HFR",3,2,"DRGL",R,47554,0.1,1990-11-15,7.081,6.699,1992-11-09,,4.050,,,,6.950,0.000,6.233,4.050,60.457,64.977,-0.254,-0.217,R,1.98,,
TD023,9,"LIDET_HFR",3,2,"GOBA",A,60074,,1990-11-15,45.989,42.448,1992-11-09,19.780,16.400,26.50,19.979,18.441,1.470,1.270,18.170,16.192,88.932,89.114,-0.059,-0.058,W,1.98,,
TD023,9,"LIDET_HFR",3,2,"GOBA",B,60074,,1990-11-15,45.989,42.448,1992-11-09,11.130,4.250,34.50,26.010,24.007,1.470,5.580,23.654,4.013,17.703,16.965,-0.872,-0.894,W,1.98,,
TD023,9,"LIDET_HFR",3,2,"PIEL",R,47934,0.1,1990-11-15,7.068,6.439,1992-11-09,,4.510,,,,6.300,7.970,6.033,4.151,70.042,68.805,-0.179,-0.188,R,1.98,,
TD023,9,"LIDET_HFR",3,2,"PIRE",L,2054,1.0,1990-11-15,10.051,9.770,1992-11-09,19.840,7.150,,,,1.700,1.920,9.604,7.013,73.183,73.022,-0.157,-0.158,L,1.98,,
TD023,9,"LIDET_HFR",3,2,"QUPR",L,4725,1.0,1990-11-15,10.085,9.329,1992-11-09,16.330,4.580,,,,4.390,6.420,8.919,4.286,49.094,48.055,-0.358,-0.369,L,1.98,,
TD023,9,"LIDET_HFR",3,2,"SPAL",L,78,1.0,1990-11-15,10.013,9.382,1992-11-09,6.620,1.740,,,,12.220,24.550,8.236,1.313,18.546,15.942,-0.849,-0.925,L,1.98,,
TD023,9,"LIDET_HFR",3,2,"THPL",L,1278,1.0,1990-11-15,10.050,9.527,1992-11-09,17.530,4.670,,,,7.790,6.600,8.785,4.362,49.019,49.653,-0.359,-0.353,L,1.98,,
TD023,9,"LIDET_HFR",3,2,"TRAE",L,2724,1.0,1990-11-15,10.095,9.499,1992-11-09,15.600,3.930,,,,2.820,4.930,9.231,3.736,41.373,40.472,-0.445,-0.456,L,1.98,,
TD023,9,"LIDET_HFR",3,3,"ACSA",L,3786,1.0,1990-11-15,9.996,9.486,1993-11-03,8.560,2.130,,,,4.710,11.850,9.039,1.878,22.454,20.777,-0.503,-0.529,L,2.97,,
TD023,9,"LIDET_HFR",3,3,"ANGE",R,46100,0.1,1990-11-15,7.061,6.651,1993-11-03,4.690,3.560,,,,20.200,37.670,5.307,2.219,53.526,41.813,-0.211,-0.294,R,2.97,,
TD023,9,"LIDET_HFR",3,3,"CONU",L,270,1.0,1990-11-15,10.013,9.562,1993-11-03,3.070,0.800,,,,11.740,20.570,8.439,0.635,8.366,7.525,-0.836,-0.872,L,2.97,,
TD023,9,"LIDET_HFR",3,3,"DRGL",L,5529,1.0,1990-11-15,9.973,9.624,1993-11-03,6.320,1.530,,,,7.800,14.660,8.873,1.306,15.898,14.719,-0.620,-0.646,L,2.97,,
TD023,9,"LIDET_HFR",3,3,"DRGL",R,47550,0.1,1990-11-15,7.038,6.658,1993-11-03,12.790,3.820,,,,6.950,9.520,6.195,3.456,57.375,55.787,-0.187,-0.197,R,2.97,,
TD023,9,"LIDET_HFR",3,3,"GOBA",A,60078,,1990-11-15,49.859,46.020,1993-11-03,23.090,18.900,28.00,22.886,21.124,1.470,1.190,20.813,18.675,89.472,89.728,-0.037,-0.037,W,2.97,,
TD023,9,"LIDET_HFR",3,3,"GOBA",B,60078,,1990-11-15,49.859,46.020,1993-11-03,17.530,8.100,33.00,26.973,24.896,1.470,1.300,24.530,7.995,32.535,32.593,-0.378,-0.378,W,2.97,,
TD023,9,"LIDET_HFR",3,3,"PIEL",R,47930,0.1,1990-11-15,6.985,6.363,1993-11-03,12.210,4.220,,,,6.300,7.790,5.962,3.891,66.321,65.263,-0.138,-0.144,R,2.97,,
TD023,9,"LIDET_HFR",3,3,"PIRE",L,2050,1.0,1990-11-15,10.046,9.765,1993-11-03,13.680,4.010,,,,1.700,6.360,9.599,3.755,41.065,39.119,-0.300,-0.316,L,2.97,,
TD023,9,"LIDET_HFR",3,3,"QUPR",L,4721,1.0,1990-11-15,10.056,9.302,1993-11-03,7.850,2.010,,,,4.390,10.460,8.894,1.800,21.608,20.238,-0.516,-0.538,L,2.97,,
TD023,9,"LIDET_HFR",3,3,"THPL",L,1274,1.0,1990-11-15,9.922,9.406,1993-11-03,6.490,3.060,,,,7.790,9.060,8.673,2.783,32.532,32.088,-0.378,-0.383,L,2.97,,
TD023,9,"LIDET_HFR",3,3,"TRAE",L,2720,1.0,1990-11-15,10.074,9.480,1993-11-03,6.260,1.640,,,,2.820,16.780,9.213,1.365,17.300,14.816,-0.591,-0.643,L,2.97,,
