SITE,SPECIES,time,MESH,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE,pafrm.mean,pafrm.sd
ARC,TRAE,7,1,326.66,284.43,422.74,-8.872666667,0.3775,47.3225,16.208,73.152,6.722,58.706,5.63837429288502
ARC,TRAE,8,1,326.66,284.43,422.74,-8.872666667,0.3775,47.3225,16.208,73.152,6.722,56.63925,2.87123032571985
ARC,TRAE,9,1,326.66,284.43,422.74,-8.872666667,0.3775,47.3225,16.208,73.152,6.722,50.22525,5.17613526194979
ARC,TRAE,10,1,326.66,284.43,422.74,-8.872666667,0.3775,47.3225,16.208,73.152,6.722,46.00475,5.27597772139597
BCI,TRAE,0,1,2692.38,1367.63,1517.06,27.16933333,0.3775,47.3225,16.208,73.152,6.722,89.13275,1.88900033086286
BCI,TRAE,1,1,2692.38,1367.63,1517.06,27.16933333,0.3775,47.3225,16.208,73.152,6.722,21.5830714285714,10.6854581735703
BCI,TRAE,2,1,2692.38,1367.63,1517.06,27.16933333,0.3775,47.3225,16.208,73.152,6.722,8.3795,6.79782467656627
BNZ,TRAE,1,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,85.894,1.55552906326647
BNZ,TRAE,2,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,78.005,5.81167721058216
BNZ,TRAE,3,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,70.846,5.71559078311245
BNZ,TRAE,4,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,67.7075,9.61233917073952
BNZ,TRAE,5,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,49.8235,18.3892229761528
BNZ,TRAE,6,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,55.0995,14.2952575236218
BNZ,TRAE,7,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,40.4055,17.5209539789742
BNZ,TRAE,8,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,45.42575,13.3985547323831
BNZ,TRAE,9,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,32.03575,4.0073465348033
BNZ,TRAE,10,1,402.87,359.8,575.89,-1.760208333,0.3775,47.3225,16.208,73.152,6.722,27.08825,11.9808198766473
BSF,TRAE,1,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,76.548,0.621328147331716
BSF,TRAE,2,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,79.02475,7.08329360184936
BSF,TRAE,3,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,68.9945,5.16545051278202
BSF,TRAE,6,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,44.38,8.32701158879943
BSF,TRAE,8,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,43.18525,9.89406560772669
BSF,TRAE,10,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,37.5633333333333,4.00188009981975
BSF,TRAE,4,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,59.058,3.89335857583141
BSF,TRAE,5,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,51,0.68447936418858
BSF,TRAE,7,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,34.4913333333333,15.0656098560043
BSF,TRAE,9,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,36.3,4.89530581271487
CDR,TRAE,1,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,68.098,3.17586492156074
CDR,TRAE,2,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,60.2085,7.83325430456588
CDR,TRAE,3,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,53.15625,7.76741670376966
CDR,TRAE,4,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,41.5763333333333,11.1699171587498
CDR,TRAE,5,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,37.2665,13.8204020382911
CDR,TRAE,6,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,37.2355,2.96207030639045
CDR,TRAE,10,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,3.771,1.12288556852424
CDR,TRAE,7,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,31.024,NA
CPR,TRAE,1,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,88.601,4.61365661198721
CPR,TRAE,2,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,82.62525,5.06921541430887
CPR,TRAE,3,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,70.27075,6.20812501887647
CPR,TRAE,4,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,34.968,13.5495282820719
CWT,TRAE,1,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,61.56725,2.94682058892857
CWT,TRAE,2,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,39.472,13.9595862402866
CWT,TRAE,3,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,36.953,3.7472605994246
CWT,TRAE,4,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,22.19425,4.26875175939446
CWT,TRAE,5,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,35.7,27.2089161489391
CWT,TRAE,6,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,17.12175,5.67580011246579
CWT,TRAE,7,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,7.7935,3.15052805097812
CWT,TRAE,8,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,9.25633333333333,9.05917442890539
CWT,TRAE,9,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,11.98525,3.52067080492719
CWT,TRAE,10,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,15.23075,15.3357686336008
GSF,TRAE,0,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,91.4425,18.57179263471
GSF,TRAE,1,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,47.96275,26.0377036696089
GSF,TRAE,2,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,49.496,14.2592536079048
GSF,TRAE,3,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,24.73925,17.2601027124075
HBR,TRAE,1,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,61.6285,6.12457076046966
HBR,TRAE,2,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,38.8695,16.516246557052
HBR,TRAE,3,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,35.623,5.99921411519876
HBR,TRAE,4,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,16.229,10.0340787984415
HBR,TRAE,5,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,18.86825,10.1907632810305
HBR,TRAE,6,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,8.78425,3.28172844448369
HFR,TRAE,1,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,65.20725,4.63346381410999
HFR,TRAE,2,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,53.9115,9.18647620146049
HFR,TRAE,3,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,27.93175,9.02860027449807
HFR,TRAE,4,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,27.3735,8.6373047686571
HFR,TRAE,5,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,23.2635,6.8580446921845
HFR,TRAE,6,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,14.8603333333333,4.597908256298
HFR,TRAE,9,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,17.8843333333333,4.65977900048203
HFR,TRAE,7,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,17.2536666666667,7.03415384629405
HFR,TRAE,10,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,20.2333333333333,6.11319739034602
HFR,TRAE,8,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,33.1395,9.6032171952945
JRN,TRAE,1,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,87.14225,3.16135038393406
JRN,TRAE,2,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,82.706,10.4456295166926
JRN,TRAE,3,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,63.5635,14.3379238501721
JRN,TRAE,6,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,6.328,NA
JRN,TRAE,5,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,2.127,NA
JUN,TRAE,1,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,76.0255,3.29329434862216
JUN,TRAE,2,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,67.53775,6.3498192297104
JUN,TRAE,3,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,47.911,22.834999861324
JUN,TRAE,5,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,30.79,17.137462453156
KBS,TRAE,1,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,60.98375,4.54817453307735
KBS,TRAE,2,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,45.11075,13.8115498376057
KBS,TRAE,3,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,28.67425,11.3788996648768
KBS,TRAE,4,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,4.8115,1.55012203820645
KBS,TRAE,5,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,54.9906666666667,31.9294197462674
KBS,TRAE,6,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,10.00025,8.1111126805554
KBS,TRAE,7,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,2.64,NA
KNZ,TRAE,1,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,81.29275,1.59599339493203
KNZ,TRAE,2,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,66.6365,5.61669312555588
KNZ,TRAE,3,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,48.6695,5.63008919408328
KNZ,TRAE,4,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,43.2166666666667,5.20124074941099
KNZ,TRAE,5,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,35.0725,11.1220825612832
KNZ,TRAE,7,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,16.598,9.92777920785913
KNZ,TRAE,8,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,18.65,3.60200194336427
KNZ,TRAE,9,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,19.0395,1.79392990387027
KNZ,TRAE,6,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,24.725,NA
LBS,TRAE,0,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,66.8255,5.75487494796078
LBS,TRAE,1,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,22.9271538461538,8.68870191538178
LBS,TRAE,2,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,19.38375,12.0791425847754
LBS,TRAE,3,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,17.666125,14.2373769698685
LBS,TRAE,4,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,29.4723333333333,21.5003645240416
LUQ,TRAE,0,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,48.295,3.6656336423598
LUQ,TRAE,1,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,21.43075,14.1149383870796
LUQ,TRAE,2,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,3.31283333333333,2.91141424032855
LUQ,TRAE,3,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,9.58075,3.42664796120057
LVW,TRAE,1,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,75.376,2.88710547088256
LVW,TRAE,2,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,76.82425,4.94554724811454
LVW,TRAE,3,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,63.32225,19.058290346111
LVW,TRAE,5,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,51.87625,7.85966425809652
LVW,TRAE,6,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,54.7933333333333,16.4345373324999
LVW,TRAE,7,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,53.70575,26.4547558594543
LVW,TRAE,9,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,40.4365,6.58168754955748
LVW,TRAE,10,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,54.245,42.9202395613072
LVW,TRAE,4,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,69.05,20.9995676384063
LVW,TRAE,8,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,50.4955,8.16779042948581
MTV,TRAE,0,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,42.70475,9.07874754119018
MTV,TRAE,1,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,34.534,7.70783791561118
MTV,TRAE,2,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,21.123,8.52500734813257
MTV,TRAE,3,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,26.60725,14.0559091340024
MTV,TRAE,4,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,19.031125,7.85593127038418
MTV,TRAE,5,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,10.823625,7.34465163887496
NIN,TRAE,1,1,1491.22,1206.53,1456.16,18.203875,0.3775,47.3225,16.208,73.152,6.722,1.053,0.282992343830477
NIN,TRAE,2,1,1491.22,1206.53,1456.16,18.203875,0.3775,47.3225,16.208,73.152,6.722,0.26725,5e-04
NIN,TRAE,3,1,1491.22,1206.53,1456.16,18.203875,0.3775,47.3225,16.208,73.152,6.722,NA,NA
NLK,TRAE,1,1,676.63,649.13,884.36,4.137,0.3775,47.3225,16.208,73.152,6.722,72.77075,5.94834343185843
NLK,TRAE,2,1,676.63,649.13,884.36,4.137,0.3775,47.3225,16.208,73.152,6.722,65.458,5.81710013666603
NWT,TRAE,1,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,87.9195,0.464029812260661
NWT,TRAE,2,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,74.65875,3.51675384173151
NWT,TRAE,3,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,70.46275,4.31847653499858
NWT,TRAE,4,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,64.897,4.21974086882122
NWT,TRAE,5,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,60.771,7.62647566048696
NWT,TRAE,6,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,44.1785,3.46997353496152
NWT,TRAE,8,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,44.5396666666667,1.39749573642761
NWT,TRAE,7,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,59.387,NA
OLY,TRAE,1,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,78.83425,10.5464957647868
OLY,TRAE,2,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,60.69325,6.30371495627776
OLY,TRAE,3,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,47.82875,7.91468661729572
OLY,TRAE,4,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,36.28525,10.9724898230377
OLY,TRAE,5,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,28.79425,13.5314050606974
OLY,TRAE,6,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,22.4106666666667,2.31717162362509
OLY,TRAE,7,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,9.21875,6.87339694644019
OLY,TRAE,8,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,23.42525,10.8107068031343
OLY,TRAE,9,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,6.363,4.41072767994882
SEV,TRAE,1,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,82.43175,3.4914726954873
SEV,TRAE,2,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,65.2245,9.33982974505781
SEV,TRAE,3,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,57.224,37.6629648328434
SEV,TRAE,4,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,50.88975,28.2756941957222
SMR,TRAE,1,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,85.8115,1.70012283869921
SMR,TRAE,2,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,86.0205,10.9462410747556
SMR,TRAE,3,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,70.05275,11.2244741042361
SMR,TRAE,7,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,32.5095,2.70751186516329
SMR,TRAE,10,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,102.876,13.2783792685704
SMR,TRAE,6,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,38.3915,8.98944850922458
SMR,TRAE,9,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,87.826,NA
UFL,TRAE,1,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,54.17375,10.9643616131234
UFL,TRAE,2,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,45.42475,20.1473150961445
UFL,TRAE,3,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,21.89775,6.25926754900284
UFL,TRAE,4,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,14.69475,4.91298187628111
UFL,TRAE,6,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,23.597125,13.1144953330003
UFL,TRAE,7,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,11.691,6.82341461439945
UFL,TRAE,8,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,2.17966666666667,1.95023596862875
UFL,TRAE,9,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,4.702,5.22746165297588
UFL,TRAE,10,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,34.239,39.538582776827
UFL,TRAE,5,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,20.2056666666667,6.54391720098393
VCR,TRAE,1,1,1138.09,993.17,1215.28,15.028375,0.3775,47.3225,16.208,73.152,6.722,39.587,19.366046696904
VCR,TRAE,2,1,1138.09,993.17,1215.28,15.028375,0.3775,47.3225,16.208,73.152,6.722,18.127,15.5456096374507
VCR,TRAE,3,1,1138.09,993.17,1215.28,15.028375,0.3775,47.3225,16.208,73.152,6.722,20.737,24.0854711807762
VCR,TRAE,5,1,1138.09,993.17,1215.28,15.028375,0.3775,47.3225,16.208,73.152,6.722,0.074,NA
