SITE,SPECIES,time,MESH,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE,pafrm.mean,pafrm.sd
GSF,ABLA,1,1,508.41,502.5,1421.8,26.38333333,0.71,53.965,17.95666667,30.64666667,31.96,70.61725,4.52385855769165
GSF,ABLA,3,1,508.41,502.5,1421.8,26.38333333,0.71,53.965,17.95666667,30.64666667,31.96,53.779,5.19723484172113
MTV,ABLA,5,1,2685,1084.06,1165.5,17.67916667,0.71,53.965,17.95666667,30.64666667,31.96,19.633,13.1345094820223
AND,ACSA,1,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,70.79625,1.78843103958004
AND,ACSA,2,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,53.4535,8.54228456952042
AND,ACSA,3,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,41.848,2.87635544859579
AND,ACSA,4,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,35.2005,5.55147863186016
AND,ACSA,5,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,36.57775,13.574315191444
AND,ACSA,6,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,26.18625,7.23498548144132
AND,ACSA,7,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,30.09575,12.7107343972198
AND,ACSA,8,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,20.2563333333333,3.17465026945226
AND,ACSA,9,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,21.172,3.03814274406805
AND,ACSA,10,1,2309.5,763.6333333,982.3666667,9.1659375,0.8075,49.7675,15.87,27.328,47.678,19.9795,2.69416659964945
ARC,ACSA,1,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,72.41375,9.09947186654258
ARC,ACSA,2,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,65.327,8.287599934038
ARC,ACSA,3,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,60.92625,8.41033928665584
ARC,ACSA,4,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,53.4145,5.91549876736245
ARC,ACSA,5,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,46.2765,6.48584553727063
ARC,ACSA,6,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,41.84175,11.5988660760438
ARC,ACSA,7,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,40.589,7.63909767795473
ARC,ACSA,8,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,34.31775,6.10566367536459
ARC,ACSA,9,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,28.32025,7.53599665494441
ARC,ACSA,10,1,326.66,284.43,422.74,-8.872666667,0.8075,49.7675,15.87,27.328,47.678,32.3276666666667,2.27508468706845
BCI,ACSA,0,1,2692.38,1367.63,1517.06,27.16933333,0.8075,49.7675,15.87,27.328,47.678,87.036,1.47657328523398
BCI,ACSA,1,1,2692.38,1367.63,1517.06,27.16933333,0.8075,49.7675,15.87,27.328,47.678,29.2052142857143,10.9659864278215
BCI,ACSA,2,1,2692.38,1367.63,1517.06,27.16933333,0.8075,49.7675,15.87,27.328,47.678,6.9235,2.87691657856115
BNZ,ACSA,1,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,83.923,1.44453775766968
BNZ,ACSA,2,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,72.244,7.18256504785488
BNZ,ACSA,3,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,71.2785,3.1223619798693
BNZ,ACSA,4,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,58.012,34.6653702417845
BNZ,ACSA,5,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,58.694,6.8838250268292
BNZ,ACSA,6,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,52.94575,9.06399420325646
BNZ,ACSA,7,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,44.8415,14.2852669208524
BNZ,ACSA,8,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,50.7315,9.06147855852822
BNZ,ACSA,9,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,45.8645,15.2114168636587
BNZ,ACSA,10,1,402.87,359.8,575.89,-1.760208333,0.8075,49.7675,15.87,27.328,47.678,30.8715,3.43426134707305
BSF,ACSA,1,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,71.66875,3.41473731298129
BSF,ACSA,2,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,77.6195,9.17760631464799
BSF,ACSA,4,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,57.057,4.42983746880176
BSF,ACSA,5,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,51.93375,4.88780641835715
BSF,ACSA,6,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,53.68225,6.12836271636506
BSF,ACSA,8,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,50.42875,4.97717666788445
BSF,ACSA,10,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,50.3245,6.49194735807369
BSF,ACSA,3,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,58.0836666666667,4.9197219772395
BSF,ACSA,7,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,45.309,3.71332182822874
BSF,ACSA,9,1,1244.55,752.61,1096.91,11.29540417,0.8075,49.7675,15.87,27.328,47.678,39.606,10.7763728127789
CDR,ACSA,1,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,59.8505,2.81037524184939
CDR,ACSA,2,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,51.35175,10.2375073260047
CDR,ACSA,3,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,49.91025,6.16892877653811
CDR,ACSA,4,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,54.96375,34.0793701269551
CDR,ACSA,5,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,26.692,10.9573266812667
CDR,ACSA,8,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,9.798,NA
CDR,ACSA,6,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,35.384,NA
CDR,ACSA,10,1,822.7777778,733.2,1026.133333,7.056204167,0.8075,49.7675,15.87,27.328,47.678,34.577,NA
CPR,ACSA,1,1,440.4,430.42,1201.73,8.598458333,0.8075,49.7675,15.87,27.328,47.678,82.67375,2.10530288794748
CPR,ACSA,2,1,440.4,430.42,1201.73,8.598458333,0.8075,49.7675,15.87,27.328,47.678,65.51925,5.84269597446247
CPR,ACSA,3,1,440.4,430.42,1201.73,8.598458333,0.8075,49.7675,15.87,27.328,47.678,50.294,14.5783275218158
CPR,ACSA,4,1,440.4,430.42,1201.73,8.598458333,0.8075,49.7675,15.87,27.328,47.678,22.3666666666667,19.0190619204348
CPR,ACSA,5,1,440.4,430.42,1201.73,8.598458333,0.8075,49.7675,15.87,27.328,47.678,41.29,NA
CWT,ACSA,1,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,51.54625,7.41328565819502
CWT,ACSA,2,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,35.03275,6.62079639595318
CWT,ACSA,3,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,31.885,5.26931070761
CWT,ACSA,4,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,22.32175,5.88560437989733
CWT,ACSA,5,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,30.603,11.4073621841335
CWT,ACSA,6,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,10.9875,4.0308747189661
CWT,ACSA,7,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,23.0496666666667,17.2821207417763
CWT,ACSA,8,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,15.76525,8.3562688394203
CWT,ACSA,9,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,6.996,2.98376216657204
CWT,ACSA,10,1,1905.66,1173.16,1352.79,13.34375,0.8075,49.7675,15.87,27.328,47.678,11.12,15.1933747403268
GSF,ACSA,0,1,508.41,502.5,1421.8,26.38333333,0.8075,49.7675,15.87,27.328,47.678,88.0275,10.1410336258194
GSF,ACSA,1,1,508.41,502.5,1421.8,26.38333333,0.8075,49.7675,15.87,27.328,47.678,70.8904166666667,7.45790102640796
GSF,ACSA,2,1,508.41,502.5,1421.8,26.38333333,0.8075,49.7675,15.87,27.328,47.678,81.032,15.4787784789369
GSF,ACSA,3,1,508.41,502.5,1421.8,26.38333333,0.8075,49.7675,15.87,27.328,47.678,52.6034545454545,11.2352234189057
HBR,ACSA,1,1,1396.13,712.53,817.54,5.548666667,0.8075,49.7675,15.87,27.328,47.678,59.39375,3.0759598366472
HBR,ACSA,2,1,1396.13,712.53,817.54,5.548666667,0.8075,49.7675,15.87,27.328,47.678,41.1515,5.21904438890237
HBR,ACSA,3,1,1396.13,712.53,817.54,5.548666667,0.8075,49.7675,15.87,27.328,47.678,26.72275,2.72480217936398
HBR,ACSA,4,1,1396.13,712.53,817.54,5.548666667,0.8075,49.7675,15.87,27.328,47.678,32.51425,9.64213788102341
HBR,ACSA,5,1,1396.13,712.53,817.54,5.548666667,0.8075,49.7675,15.87,27.328,47.678,25.095,8.77567019283048
HBR,ACSA,6,1,1396.13,712.53,817.54,5.548666667,0.8075,49.7675,15.87,27.328,47.678,23.1385,3.68580615334014
HFR,ACSA,1,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,47.4025,6.97833946341582
HFR,ACSA,2,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,25.68375,11.1483673655234
HFR,ACSA,3,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,26.74925,9.90549468308709
HFR,ACSA,4,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,24.89225,9.65552295752712
HFR,ACSA,5,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,18.736,NA
HFR,ACSA,9,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,23.6435,5.34598893252377
HFR,ACSA,10,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,23.245,9.77114561690013
HFR,ACSA,6,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,17.8055,4.16698026153232
HFR,ACSA,7,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,24.491,1.23747484822925
HFR,ACSA,8,1,1152.13,851.25,1041.04,7.489633333,0.8075,49.7675,15.87,27.328,47.678,25.637,5.20260588551545
JRN,ACSA,1,1,298.1111111,292.2666667,1665.977778,17.14754167,0.8075,49.7675,15.87,27.328,47.678,65.774,7.88697876249201
JRN,ACSA,2,1,298.1111111,292.2666667,1665.977778,17.14754167,0.8075,49.7675,15.87,27.328,47.678,58.1545,2.34590671880476
JRN,ACSA,3,1,298.1111111,292.2666667,1665.977778,17.14754167,0.8075,49.7675,15.87,27.328,47.678,37.664,20.2216317013901
JRN,ACSA,7,1,298.1111111,292.2666667,1665.977778,17.14754167,0.8075,49.7675,15.87,27.328,47.678,32.105,NA
JRN,ACSA,5,1,298.1111111,292.2666667,1665.977778,17.14754167,0.8075,49.7675,15.87,27.328,47.678,0.553,NA
JUN,ACSA,1,1,2877.81,494.81,543.94,4.277983333,0.8075,49.7675,15.87,27.328,47.678,56.81325,7.29358902850076
JUN,ACSA,2,1,2877.81,494.81,543.94,4.277983333,0.8075,49.7675,15.87,27.328,47.678,47.941,13.2940564915303
JUN,ACSA,3,1,2877.81,494.81,543.94,4.277983333,0.8075,49.7675,15.87,27.328,47.678,44.658,12.2493543775444
JUN,ACSA,5,1,2877.81,494.81,543.94,4.277983333,0.8075,49.7675,15.87,27.328,47.678,30.59075,6.47874207826386
KBS,ACSA,1,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,57.57625,3.04786268008693
KBS,ACSA,2,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,39.687,15.114714574436
KBS,ACSA,3,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,33.0493333333333,10.8600118017124
KBS,ACSA,4,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,16.242,10.8391839176204
KBS,ACSA,6,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,26.3936666666667,9.75631371642658
KBS,ACSA,7,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,8.336,8.98732857972824
KBS,ACSA,5,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,30.4755,1.84908423280282
KBS,ACSA,8,1,811.15,707.59,1007.43,8.838666667,0.8075,49.7675,15.87,27.328,47.678,7.291,NA
KNZ,ACSA,1,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,80.5205,2.42440350051994
KNZ,ACSA,2,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,64.33925,3.96426398170791
KNZ,ACSA,3,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,55.84675,5.92906442169982
KNZ,ACSA,4,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,46.8843333333333,2.75738396552481
KNZ,ACSA,5,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,43.6095,7.48896791954673
KNZ,ACSA,6,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,34.4905,2.8644895705867
KNZ,ACSA,7,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,33.2505,12.6989306833292
KNZ,ACSA,8,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,45.524,NA
KNZ,ACSA,9,1,791.21,746.72,1250.01,12.57004167,0.8075,49.7675,15.87,27.328,47.678,31.573,0.260215295476651
LBS,ACSA,0,1,4099.52,1699.15,1772.69,26.18779167,0.8075,49.7675,15.87,27.328,47.678,62.58425,8.97581659701965
LBS,ACSA,1,1,4099.52,1699.15,1772.69,26.18779167,0.8075,49.7675,15.87,27.328,47.678,32.1763846153846,14.0906166504431
LBS,ACSA,2,1,4099.52,1699.15,1772.69,26.18779167,0.8075,49.7675,15.87,27.328,47.678,25.004,14.5574325346196
LBS,ACSA,3,1,4099.52,1699.15,1772.69,26.18779167,0.8075,49.7675,15.87,27.328,47.678,22.738625,18.4673168128956
LBS,ACSA,4,1,4099.52,1699.15,1772.69,26.18779167,0.8075,49.7675,15.87,27.328,47.678,10.017,5.07996601038498
LUQ,ACSA,0,1,3362.82,1233.94,1259.58,23.47708333,0.8075,49.7675,15.87,27.328,47.678,47.9545,3.56816343982914
LUQ,ACSA,1,1,3362.82,1233.94,1259.58,23.47708333,0.8075,49.7675,15.87,27.328,47.678,36.3434,16.5666686941296
LUQ,ACSA,2,1,3362.82,1233.94,1259.58,23.47708333,0.8075,49.7675,15.87,27.328,47.678,7.055,9.54783769237831
LUQ,ACSA,3,1,3362.82,1233.94,1259.58,23.47708333,0.8075,49.7675,15.87,27.328,47.678,15.96775,6.28525026682841
LVW,ACSA,1,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,71.653,7.68739396674842
LVW,ACSA,2,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,82.49125,14.6336466718541
LVW,ACSA,3,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,58.6925,12.5933389932932
LVW,ACSA,4,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,57.354,29.3069412142129
LVW,ACSA,5,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,55.533,13.8064862534487
LVW,ACSA,6,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,62.934,19.2276597639962
LVW,ACSA,7,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,61.7595,16.5836946928803
LVW,ACSA,8,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,45.8856666666667,14.7524640766664
LVW,ACSA,9,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,82.811,19.8343414309626
LVW,ACSA,10,1,1096.46,850.81,1083.15,1.707875,0.8075,49.7675,15.87,27.328,47.678,71.562,24.8825083341692
MTV,ACSA,0,1,2685,1084.06,1165.5,17.67916667,0.8075,49.7675,15.87,27.328,47.678,51.84425,5.33443020231152
MTV,ACSA,1,1,2685,1084.06,1165.5,17.67916667,0.8075,49.7675,15.87,27.328,47.678,36.288,6.10459318873911
MTV,ACSA,2,1,2685,1084.06,1165.5,17.67916667,0.8075,49.7675,15.87,27.328,47.678,29.531375,3.81769571254329
MTV,ACSA,3,1,2685,1084.06,1165.5,17.67916667,0.8075,49.7675,15.87,27.328,47.678,28.9613333333333,11.4268977563175
MTV,ACSA,4,1,2685,1084.06,1165.5,17.67916667,0.8075,49.7675,15.87,27.328,47.678,23.7205,8.03038588291817
MTV,ACSA,5,1,2685,1084.06,1165.5,17.67916667,0.8075,49.7675,15.87,27.328,47.678,13.8425,4.2341084742161
NIN,ACSA,1,1,1491.22,1206.53,1456.16,18.203875,0.8075,49.7675,15.87,27.328,47.678,18.18525,2.49258451879436
NIN,ACSA,2,1,1491.22,1206.53,1456.16,18.203875,0.8075,49.7675,15.87,27.328,47.678,7.398,2.11441828091479
NIN,ACSA,3,1,1491.22,1206.53,1456.16,18.203875,0.8075,49.7675,15.87,27.328,47.678,10.63325,17.4237664197498
NIN,ACSA,4,1,1491.22,1206.53,1456.16,18.203875,0.8075,49.7675,15.87,27.328,47.678,9.4415,12.5787225305275
NLK,ACSA,1,1,676.63,649.13,884.36,4.137,0.8075,49.7675,15.87,27.328,47.678,66.3845,5.05331267585927
NLK,ACSA,2,1,676.63,649.13,884.36,4.137,0.8075,49.7675,15.87,27.328,47.678,50.9905,4.96230547897514
NWT,ACSA,1,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,77.442,6.48752202308401
NWT,ACSA,2,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,62.61,6.97794788363074
NWT,ACSA,3,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,58.85275,9.62289341016169
NWT,ACSA,4,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,60.8645,5.33394041336546
NWT,ACSA,5,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,54.4576666666667,4.52950022997387
NWT,ACSA,6,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,53.5476666666667,9.96706026536076
NWT,ACSA,7,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,44.022,0.313955410846829
NWT,ACSA,8,1,1249.7,646.57,755.51,-3.2115,0.8075,49.7675,15.87,27.328,47.678,44.3886666666667,7.64737839611283
OLY,ACSA,1,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,53.02925,4.49714890236025
OLY,ACSA,2,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,39.558,8.65544194904762
OLY,ACSA,3,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,41.34475,4.66336068910251
OLY,ACSA,4,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,35.42375,11.5632132608833
OLY,ACSA,5,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,30.795,7.12989167753153
OLY,ACSA,6,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,26.5826666666667,2.05132575017556
OLY,ACSA,7,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,16.152,4.15478623597733
OLY,ACSA,8,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,19.9675,6.33692278107705
OLY,ACSA,9,1,1530.9,794.19,1043.78,10.7329625,0.8075,49.7675,15.87,27.328,47.678,19.48025,3.04304960798648
SEV,ACSA,1,1,254.5,252.22,1601.93,13.17375,0.8075,49.7675,15.87,27.328,47.678,77.12925,6.01814818555786
SEV,ACSA,2,1,254.5,252.22,1601.93,13.17375,0.8075,49.7675,15.87,27.328,47.678,53.73325,2.44977922474659
SEV,ACSA,3,1,254.5,252.22,1601.93,13.17375,0.8075,49.7675,15.87,27.328,47.678,59.8935,10.3342948316112
SEV,ACSA,4,1,254.5,252.22,1601.93,13.17375,0.8075,49.7675,15.87,27.328,47.678,35.73675,15.6638938193328
SMR,ACSA,1,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,79.9395,7.96859052781607
SMR,ACSA,2,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,84.3165,2.97505075586956
SMR,ACSA,3,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,62.8875,19.8300236426149
SMR,ACSA,6,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,45.2123333333333,5.25147163501178
SMR,ACSA,7,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,43.866,18.1804252700535
SMR,ACSA,4,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,64.794,38.4878220999838
SMR,ACSA,9,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,72.0615,21.7442406282675
SMR,ACSA,10,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,63.5956666666667,33.2302089420656
SMR,ACSA,5,1,240.31,236.14,1860.46,14.64165417,0.8075,49.7675,15.87,27.328,47.678,70.337,NA
UFL,ACSA,1,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,58.246,4.91916266587448
UFL,ACSA,2,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,35.6085,13.6930393631217
UFL,ACSA,3,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,40.79425,5.62388930515766
UFL,ACSA,4,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,41.04875,12.090345662966
UFL,ACSA,6,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,31.6784285714286,12.8003903177096
UFL,ACSA,7,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,19.1016666666667,10.1267895373279
UFL,ACSA,8,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,18.499,9.8009291906431
UFL,ACSA,9,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,18.5413333333333,6.00757166693277
UFL,ACSA,10,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,16.5525,0.836507322143684
UFL,ACSA,5,1,1238.47,1165.79,1620.79,20.721375,0.8075,49.7675,15.87,27.328,47.678,60.556,30.4229373335318
VCR,ACSA,1,1,1138.09,993.17,1215.28,15.028375,0.8075,49.7675,15.87,27.328,47.678,37.69625,16.8415543299899
VCR,ACSA,2,1,1138.09,993.17,1215.28,15.028375,0.8075,49.7675,15.87,27.328,47.678,17.975,3.84973804303617
VCR,ACSA,3,1,1138.09,993.17,1215.28,15.028375,0.8075,49.7675,15.87,27.328,47.678,20.6335,11.0711708730378
BNZ,AMBR,2,1,402.87,359.8,575.89,-1.760208333,0.6675,48.6275,14.4,56.898,21.57,70.70375,11.8436774518446
BNZ,AMBR,8,1,402.87,359.8,575.89,-1.760208333,0.6675,48.6275,14.4,56.898,21.57,48.5375,10.1377187604839
CWT,AMBR,3,1,1905.66,1173.16,1352.79,13.34375,0.6675,48.6275,14.4,56.898,21.57,33.563,NA
CWT,AMBR,5,1,1905.66,1173.16,1352.79,13.34375,0.6675,48.6275,14.4,56.898,21.57,17.624,NA
CWT,AMBR,8,1,1905.66,1173.16,1352.79,13.34375,0.6675,48.6275,14.4,56.898,21.57,7.589,NA
CWT,AMBR,10,1,1905.66,1173.16,1352.79,13.34375,0.6675,48.6275,14.4,56.898,21.57,16.659,NA
KBS,AMBR,5,1,811.15,707.59,1007.43,8.838666667,0.6675,48.6275,14.4,56.898,21.57,54.754,NA
LUQ,AMBR,1,1,3362.82,1233.94,1259.58,23.47708333,0.6675,48.6275,14.4,56.898,21.57,27.8025,9.9978541197599
LUQ,AMBR,2,1,3362.82,1233.94,1259.58,23.47708333,0.6675,48.6275,14.4,56.898,21.57,3.30125,3.90172426626998
ARC,ANGE,9,1,326.66,284.43,422.74,-8.872666667,0.6175,44.55,18.68166667,59.37333333,14.74166667,49.6635,0.937961086612873
BSF,ANGE,3,1,1244.55,752.61,1096.91,11.29540417,0.6175,44.55,18.68166667,59.37333333,14.74166667,71.51425,8.46067004340279
BSF,ANGE,10,1,1244.55,752.61,1096.91,11.29540417,0.6175,44.55,18.68166667,59.37333333,14.74166667,48.6643333333333,5.36181222473646
CWT,ANGE,1,1,1905.66,1173.16,1352.79,13.34375,0.6175,44.55,18.68166667,59.37333333,14.74166667,59.24,4.54386817590476
CWT,ANGE,4,1,1905.66,1173.16,1352.79,13.34375,0.6175,44.55,18.68166667,59.37333333,14.74166667,32.8715,13.8557573773504
CWT,ANGE,5,1,1905.66,1173.16,1352.79,13.34375,0.6175,44.55,18.68166667,59.37333333,14.74166667,25.723,NA
CWT,ANGE,6,1,1905.66,1173.16,1352.79,13.34375,0.6175,44.55,18.68166667,59.37333333,14.74166667,16.792,2.57669711064378
