location,country,site,lat,long,t,litter.spp,type,MAT,MAP,CDI_LT,CDI_atan,Nt,Mt,Cell,Lig,C,N,CN,LIG_N,Ls
Nennesmo,Sweden,NEN,58.27,13.58,0.518,SPI,L,6.2,930,0.3042,0.1767,1.444,80.2,48.3,24.1,NA,0.3,NA,80.33333333,0.332872928
Nennesmo,Sweden,NEN,58.27,13.58,0.708,SPI,L,6.2,930,0.3042,0.1767,1.638,75.6,48.3,24.1,NA,0.3,NA,80.33333333,0.332872928
Nennesmo,Sweden,NEN,58.27,13.58,0.866,SPI,L,6.2,930,0.3042,0.1767,1.826,66,48.3,24.1,NA,0.3,NA,80.33333333,0.332872928
Nennesmo,Sweden,NEN,58.27,13.58,1.027,SPI,L,6.2,930,0.3042,0.1767,1.582,58.6,48.3,24.1,NA,0.3,NA,80.33333333,0.332872928
Norrliden,Sweden,NOR,64.35,19.77,0.077,SPI,L,1.2,595,0.2401,0.1384,0.765,93.8,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,0.189,SPI,L,1.2,595,0.2401,0.1384,0.846,89.3,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,0.748,SPI,L,1.2,595,0.2401,0.1384,0.93,80.3,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,1,SPI,L,1.2,595,0.2401,0.1384,1.125,73.7,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,1.071,SPI,L,1.2,595,0.2401,0.1384,1.066,68.7,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,1.745,SPI,L,1.2,595,0.2401,0.1384,1.088,63.6,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,2.071,SPI,L,1.2,595,0.2401,0.1384,1.189,55.8,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,2.742,SPI,L,1.2,595,0.2401,0.1384,NA,50.2,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,0.268,SPI,L,1.2,595,0.2401,0.1384,NA,73.9,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,0.458,SPI,L,1.2,595,0.2401,0.1384,NA,68.6,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,1.014,SPI,L,1.2,595,0.2401,0.1384,NA,61.1,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,1.274,SPI,L,1.2,595,0.2401,0.1384,NA,51.4,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,1.364,SPI,L,1.2,595,0.2401,0.1384,NA,49.3,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,2.014,SPI,L,1.2,595,0.2401,0.1384,NA,47.1,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,2.364,SPI,L,1.2,595,0.2401,0.1384,NA,44.5,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,3.011,SPI,L,1.2,595,0.2401,0.1384,NA,42.9,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,3.268,SPI,L,1.2,595,0.2401,0.1384,NA,38.6,52.6,21.2,NA,1.4,NA,15.14285714,0.287262873
Norrliden,Sweden,NOR,64.35,19.77,0.268,SPI,L,1.2,595,0.2401,0.1384,0.739,87.8,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,0.458,SPI,L,1.2,595,0.2401,0.1384,0.802,82.4,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,1.014,SPI,L,1.2,595,0.2401,0.1384,0.892,75.5,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,1.274,SPI,L,1.2,595,0.2401,0.1384,0.955,67.3,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,1.364,SPI,L,1.2,595,0.2401,0.1384,0.927,64.4,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,2.014,SPI,L,1.2,595,0.2401,0.1384,1.037,58.4,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,2.364,SPI,L,1.2,595,0.2401,0.1384,0.987,52.3,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,3.011,SPI,L,1.2,595,0.2401,0.1384,NA,47.4,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,3.268,SPI,L,1.2,595,0.2401,0.1384,NA,39.9,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Norrliden,Sweden,NOR,64.35,19.77,0.973,SPI,L,1.2,595,0.2401,0.1384,0.797,71.6,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,1.636,SPI,L,1.2,595,0.2401,0.1384,0.904,64.4,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,0.266,SPI,L,1.2,595,0.2401,0.1384,NA,87.4,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,0.381,SPI,L,1.2,595,0.2401,0.1384,NA,80.8,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,1.008,SPI,L,1.2,595,0.2401,0.1384,NA,72.1,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,1.277,SPI,L,1.2,595,0.2401,0.1384,NA,59.9,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,1.363,SPI,L,1.2,595,0.2401,0.1384,NA,56.6,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,2.016,SPI,L,1.2,595,0.2401,0.1384,NA,51.6,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,2.285,SPI,L,1.2,595,0.2401,0.1384,NA,48.1,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,2.364,SPI,L,1.2,595,0.2401,0.1384,NA,44.9,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,3.014,SPI,L,1.2,595,0.2401,0.1384,NA,40.7,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,3.348,SPI,L,1.2,595,0.2401,0.1384,NA,39.1,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,0.115,SPI,L,1.2,595,0.2401,0.1384,0.706,89.7,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,0.742,SPI,L,1.2,595,0.2401,0.1384,0.8,82.6,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,1.011,SPI,L,1.2,595,0.2401,0.1384,0.88,70.7,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Norrliden,Sweden,NOR,64.35,19.77,1.088,SPI,L,1.2,595,0.2401,0.1384,0.78,67.2,49.2,23.14,NA,0.48,NA,48.20833333,0.319878352
Anundberget,Sweden,ANU,60.63,13.62,0.282,LPI,L,2,450,0.2743,0.1589,0.918,89.54,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,0.414,LPI,L,2,450,0.2743,0.1589,0.903,85.66,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,0.992,LPI,L,2,450,0.2743,0.1589,0.974,75.43,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,1.26,LPI,L,2,450,0.2743,0.1589,1.147,63.24,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,1.43,LPI,L,2,450,0.2743,0.1589,1.047,54.61,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,1.986,LPI,L,2,450,0.2743,0.1589,0.929,48.98,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,2.277,LPI,L,2,450,0.2743,0.1589,0.968,45.46,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,2.847,LPI,L,2,450,0.2743,0.1589,0.989,37.62,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,3.274,LPI,L,2,450,0.2743,0.1589,1.013,33.47,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,3.852,LPI,L,2,450,0.2743,0.1589,1.024,31.09,49.8,38.86,NA,0.38,NA,102.2631579,0.438303632
Anundberget,Sweden,ANU,60.63,13.62,0.521,LPI,L,2,450,0.2743,0.1589,1.084,91.24,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Anundberget,Sweden,ANU,60.63,13.62,0.789,LPI,L,2,450,0.2743,0.1589,1.041,76.95,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Anundberget,Sweden,ANU,60.63,13.62,0.958,LPI,L,2,450,0.2743,0.1589,0.959,69.7,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Anundberget,Sweden,ANU,60.63,13.62,1.515,LPI,L,2,450,0.2743,0.1589,1.035,60.77,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Anundberget,Sweden,ANU,60.63,13.62,1.805,LPI,L,2,450,0.2743,0.1589,1.043,46.53,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Anundberget,Sweden,ANU,60.63,13.62,1.97,LPI,L,2,450,0.2743,0.1589,1.122,42.74,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Anundberget,Sweden,ANU,60.63,13.62,2.529,LPI,L,2,450,0.2743,0.1589,1.162,38.04,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Anundberget,Sweden,ANU,60.63,13.62,2.956,LPI,L,2,450,0.2743,0.1589,0.924,33.18,48.2,35.7,NA,0.37,NA,96.48648649,0.425506555
Kappsjon,Sweden,KAP,60.55,13.73,0.282,LPI,L,2.8,450,0.2792,0.1618,0.924,89.64,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,0.414,LPI,L,2.8,450,0.2792,0.1618,0.835,86.04,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,0.992,LPI,L,2.8,450,0.2792,0.1618,1.097,77.79,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,1.26,LPI,L,2.8,450,0.2792,0.1618,1.235,62.74,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,1.43,LPI,L,2.8,450,0.2792,0.1618,1.235,53.87,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,1.986,LPI,L,2.8,450,0.2792,0.1618,1.226,48.45,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,2.277,LPI,L,2.8,450,0.2792,0.1618,1.224,38.12,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,2.436,LPI,L,2.8,450,0.2792,0.1618,1.156,34.49,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,2.847,LPI,L,2.8,450,0.2792,0.1618,0.829,29.34,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,3.852,LPI,L,2.8,450,0.2792,0.1618,0.838,28.21,49.7,38.86,NA,0.34,NA,114.2941176,0.438798555
Kappsjon,Sweden,KAP,60.55,13.73,0.521,LPI,L,2.8,450,0.2792,0.1618,0.7875,92.65,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,0.789,LPI,L,2.8,450,0.2792,0.1618,0.8525,79.33,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,0.958,LPI,L,2.8,450,0.2792,0.1618,0.915,71.75,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,1.515,LPI,L,2.8,450,0.2792,0.1618,0.82,64.39,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,1.805,LPI,L,2.8,450,0.2792,0.1618,0.8625,51.45,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,1.97,LPI,L,2.8,450,0.2792,0.1618,0.7925,46.68,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,2.529,LPI,L,2.8,450,0.2792,0.1618,0.77,39.53,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,2.8,LPI,L,2.8,450,0.2792,0.1618,0.7275,36.33,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,2.956,LPI,L,2.8,450,0.2792,0.1618,0.8525,36.7,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,3.534,LPI,L,2.8,450,0.2792,0.1618,0.79,31.64,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Kappsjon,Sweden,KAP,60.55,13.73,3.94,LPI,L,2.8,450,0.2792,0.1618,0.6625,24.72,47.8,36.63,NA,0.4,NA,91.575,0.433850527
Nyhusen,Sweden,NYH,60.58,13.57,0.521,LPI,L,1.8,450,0.2792,0.1618,0.885,90.81,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,0.789,LPI,L,1.8,450,0.2792,0.1618,0.881,78.76,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,0.958,LPI,L,1.8,450,0.2792,0.1618,0.821,70.47,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,1.515,LPI,L,1.8,450,0.2792,0.1618,0.938,65.63,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,1.805,LPI,L,1.8,450,0.2792,0.1618,0.974,48.71,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,1.97,LPI,L,1.8,450,0.2792,0.1618,0.976,42.7,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,2.529,LPI,L,1.8,450,0.2792,0.1618,0.86,40.98,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,2.956,LPI,L,1.8,450,0.2792,0.1618,0.817,32.44,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,2.959,LPI,L,1.8,450,0.2792,0.1618,0.993,34.14,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,3.537,LPI,L,1.8,450,0.2792,0.1618,0.976,32.25,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Nyhusen,Sweden,NYH,60.58,13.57,3.942,LPI,L,1.8,450,0.2792,0.1618,0.938,29.42,45,36.47,NA,0.42,NA,86.83333333,0.447649442
Shahat,Libya,SHA,32.82,21.85,0.17,ALP,L,17,600,0.3467,0.1994,0.96,89.9,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,0.561,ALP,L,17,600,0.3467,0.1994,0.984,83.8,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,1,ALP,L,17,600,0.3467,0.1994,1.144,77.4,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,1.17,ALP,L,17,600,0.3467,0.1994,1.168,74.1,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,1.58,ALP,L,17,600,0.3467,0.1994,1.333,68.5,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,2,ALP,L,17,600,0.3467,0.1994,1.402,65.9,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,3,ALP,L,17,600,0.3467,0.1994,1.367,59.9,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,0.17,ALP,L,17,600,0.3467,0.1994,0.952,92.2,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,0.561,ALP,L,17,600,0.3467,0.1994,0.971,83.2,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,1,ALP,L,17,600,0.3467,0.1994,1.145,73.5,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,1.17,ALP,L,17,600,0.3467,0.1994,1.114,68.9,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,1.58,ALP,L,17,600,0.3467,0.1994,1.345,66.6,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,2,ALP,L,17,600,0.3467,0.1994,1.3,60,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Shahat,Libya,SHA,32.82,21.85,3,ALP,L,17,600,0.3467,0.1994,1.22,52.9,53.2,34.1,NA,0.425,NA,80.23529412,0.390607102
Jadraas,Sweden,JAD,60.82,16.02,0.337,SPI,L,3.8,609,0.2833,0.1642,0.872,89.6,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,0.507,SPI,L,3.8,609,0.2833,0.1642,1.038,82.2,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,0.942,SPI,L,3.8,609,0.2833,0.1642,1.174,75.6,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,1.03,SPI,L,3.8,609,0.2833,0.1642,1.186,72.7,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,1.342,SPI,L,3.8,609,0.2833,0.1642,1.286,64.3,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,1.493,SPI,L,3.8,609,0.2833,0.1642,NA,56.8,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,1.989,SPI,L,3.8,609,0.2833,0.1642,1.156,55.6,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,2.008,SPI,L,3.8,609,0.2833,0.1642,1.141,54.2,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,2.315,SPI,L,3.8,609,0.2833,0.1642,1.181,48.8,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,2.526,SPI,L,3.8,609,0.2833,0.1642,1.152,44.2,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,3.082,SPI,L,3.8,609,0.2833,0.1642,1.041,41.2,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,3.364,SPI,L,3.8,609,0.2833,0.1642,0.993,37,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,3.488,SPI,L,3.8,609,0.2833,0.1642,1.124,36.2,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,4.055,SPI,L,3.8,609,0.2833,0.1642,0.987,33.5,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,4.332,SPI,L,3.8,609,0.2833,0.1642,0.891,29.2,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,4.458,SPI,L,3.8,609,0.2833,0.1642,0.911,28.6,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,5,SPI,L,3.8,609,0.2833,0.1642,0.826,25.1,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,5.386,SPI,L,3.8,609,0.2833,0.1642,0.82,22.9,56.5,22.3,NA,0.38,NA,58.68421053,0.282994924
Jadraas,Sweden,JAD,60.82,16.02,0.58,SPI,L,3.8,609,0.2833,0.1642,0.823,82.3,50.1,27,NA,0.42,NA,64.28571429,0.350194553
Jadraas,Sweden,JAD,60.82,16.02,0.88,SPI,L,3.8,609,0.2833,0.1642,0.888,76.1,50.1,27,NA,0.42,NA,64.28571429,0.350194553
Jadraas,Sweden,JAD,60.82,16.02,1.014,SPI,L,3.8,609,0.2833,0.1642,0.906,71.8,50.1,27,NA,0.42,NA,64.28571429,0.350194553
Jadraas,Sweden,JAD,60.82,16.02,1.518,SPI,L,3.8,609,0.2833,0.1642,0.904,67.8,50.1,27,NA,0.42,NA,64.28571429,0.350194553
Jadraas,Sweden,JAD,60.82,16.02,2.047,SPI,L,3.8,609,0.2833,0.1642,0.967,57.2,50.1,27,NA,0.42,NA,64.28571429,0.350194553
Jadraas,Sweden,JAD,60.82,16.02,3.011,SPI,L,3.8,609,0.2833,0.1642,0.988,41.9,50.1,27,NA,0.42,NA,64.28571429,0.350194553
Jadraas,Sweden,JAD,60.82,16.02,0.553,SPI,L,3.8,609,0.2833,0.1642,0.978,88.9,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,0.814,SPI,L,3.8,609,0.2833,0.1642,0.902,78.4,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,0.964,SPI,L,3.8,609,0.2833,0.1642,0.974,73.5,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,1.526,SPI,L,3.8,609,0.2833,0.1642,0.975,65,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,1.803,SPI,L,3.8,609,0.2833,0.1642,0.954,53,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,1.929,SPI,L,3.8,609,0.2833,0.1642,1.077,51.9,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,2.548,SPI,L,3.8,609,0.2833,0.1642,1.019,47.4,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,2.989,SPI,L,3.8,609,0.2833,0.1642,0.972,40.1,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,3.967,SPI,L,3.8,609,0.2833,0.1642,0.886,32.5,49.3,26.7,NA,0.4,NA,66.75,0.351315789
Jadraas,Sweden,JAD,60.82,16.02,0.57,SPI,L,3.8,609,0.2833,0.1642,1.124,82.3,47.2,22.4,NA,0.41,NA,54.63414634,0.32183908
Jadraas,Sweden,JAD,60.82,16.02,0.847,SPI,L,3.8,609,0.2833,0.1642,1.048,74.1,47.2,22.4,NA,0.41,NA,54.63414634,0.32183908
Jadraas,Sweden,JAD,60.82,16.02,0.973,SPI,L,3.8,609,0.2833,0.1642,1.008,68.9,47.2,22.4,NA,0.41,NA,54.63414634,0.32183908
Jadraas,Sweden,JAD,60.82,16.02,2.033,SPI,L,3.8,609,0.2833,0.1642,0.894,47,47.2,22.4,NA,0.41,NA,54.63414634,0.32183908
Jadraas,Sweden,JAD,60.82,16.02,3,SPI,L,3.8,609,0.2833,0.1642,0.894,34.9,47.2,22.4,NA,0.41,NA,54.63414634,0.32183908
Jadraas,Sweden,JAD,60.82,16.02,0.983,SPI,L,3.8,609,0.2833,0.1642,0.896,73.8,50.4,25.7,NA,0.42,NA,61.19047619,0.337713535
Jadraas,Sweden,JAD,60.82,16.02,1.964,SPI,L,3.8,609,0.2833,0.1642,0.907,50.8,50.4,25.7,NA,0.42,NA,61.19047619,0.337713535
Jadraas,Sweden,JAD,60.82,16.02,2.959,SPI,L,3.8,609,0.2833,0.1642,0.835,31.9,50.4,25.7,NA,0.42,NA,61.19047619,0.337713535
Jadraas,Sweden,JAD,60.82,16.02,0.433,SPI,L,3.8,609,0.2833,0.1642,0.789,79.6,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,0.997,SPI,L,3.8,609,0.2833,0.1642,0.862,71.2,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,1.414,SPI,L,3.8,609,0.2833,0.1642,0.789,61.7,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,1.978,SPI,L,3.8,609,0.2833,0.1642,0.811,59.2,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,2.422,SPI,L,3.8,609,0.2833,0.1642,0.759,50.6,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,0.633,SPI,L,3.8,609,0.2833,0.1642,0.76,77.4,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,1,SPI,L,3.8,609,0.2833,0.1642,0.682,69.4,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,1.633,SPI,L,3.8,609,0.2833,0.1642,0.755,60.2,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,2,SPI,L,3.8,609,0.2833,0.1642,0.835,52.9,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,2.633,SPI,L,3.8,609,0.2833,0.1642,0.75,47.5,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
Jadraas,Sweden,JAD,60.82,16.02,3.03,SPI,L,3.8,609,0.2833,0.1642,0.663,40,48.8,28.8,NA,1.14,NA,25.26315789,0.371134021
