location,country,site,lat,long,t,litter.spp,type,MAT,MAP,CDI_LT,CDI_atan,Nt,Mt,Cell,Lig,C,N,CN,LIG_N,Ls
Malilla ,Sweden,MLA,57.25,15.75,1.493,SPF,L,6.2,670,0.3181,0.1842,NA,56.9,50.9,26.5,NA,0.7,NA,37.85714286,0.342377261
Malilla ,Sweden,MLA,57.25,15.75,2.005,SPF,L,6.2,670,0.3181,0.1842,NA,31,50.9,26.5,NA,0.7,NA,37.85714286,0.342377261
Vomb,Sweden,VOM,55.75,13.25,1.019,SPI,L,7,770,0.3878,0.2218,NA,66.4,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Vomb,Sweden,VOM,55.75,13.25,2.047,SPI,L,7,770,0.3878,0.2218,NA,38.7,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Vomb,Sweden,VOM,55.75,13.25,1.027,SPI,L,7,770,0.3878,0.2218,NA,60.7,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Vomb,Sweden,VOM,55.75,13.25,1.488,SPI,L,7,770,0.3878,0.2218,NA,54.4,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Vomb,Sweden,VOM,55.75,13.25,2.477,SPI,L,7,770,0.3878,0.2218,NA,36.8,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Vomb,Sweden,VOM,55.75,13.25,0.501,SPI,L,7,770,0.3878,0.2218,NA,63.2,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,0.989,SPI,L,7,770,0.3878,0.2218,NA,53.7,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,1.499,SPI,L,7,770,0.3878,0.2218,NA,39.6,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,1.997,SPI,L,7,770,0.3878,0.2218,NA,44,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,0.488,SPI,L,7,770,0.3878,0.2218,NA,86.1,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,0.997,SPI,L,7,770,0.3878,0.2218,NA,58.9,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,1.496,SPI,L,7,770,0.3878,0.2218,NA,54,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,1.986,SPI,L,7,770,0.3878,0.2218,NA,35.3,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Vomb,Sweden,VOM,55.75,13.25,0.51,SPI,L,7,770,0.3878,0.2218,NA,65.7,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Vomb,Sweden,VOM,55.75,13.25,1.008,SPI,L,7,770,0.3878,0.2218,NA,58.8,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Vomb,Sweden,VOM,55.75,13.25,1.499,SPI,L,7,770,0.3878,0.2218,NA,37.2,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Vomb,Sweden,VOM,55.75,13.25,1.005,SPI,L,7,770,0.3878,0.2218,NA,46.5,45.4,28.4,NA,1.34,NA,21.19402985,0.384823848
Vomb,Sweden,VOM,55.75,13.25,2,SPI,L,7,770,0.3878,0.2218,NA,32.4,45.4,28.4,NA,1.34,NA,21.19402985,0.384823848
Vomb,Sweden,VOM,55.75,13.25,1.005,SPI,L,7,770,0.3878,0.2218,NA,56.5,49.2,23.1,NA,0.48,NA,48.125,0.319502075
Vomb,Sweden,VOM,55.75,13.25,2,SPI,L,7,770,0.3878,0.2218,NA,36.3,49.2,23.1,NA,0.48,NA,48.125,0.319502075
Vomb,Sweden,VOM,55.75,13.25,1.005,LPI,L,7,770,0.3878,0.2218,NA,63.7,47.4,38.1,NA,0.39,NA,97.69230769,0.445614035
Vomb,Sweden,VOM,55.75,13.25,2,LPI,L,7,770,0.3878,0.2218,NA,38.7,47.4,38.1,NA,0.39,NA,97.69230769,0.445614035
Vomb,Sweden,VOM,55.75,13.25,1.005,SPF,L,7,770,0.3878,0.2218,NA,54.7,50.9,26.5,NA,0.7,NA,37.85714286,0.342377261
Vomb,Sweden,VOM,55.75,13.25,2,SPF,L,7,770,0.3878,0.2218,NA,36.4,50.9,26.5,NA,0.7,NA,37.85714286,0.342377261
Czerlonka,Poland,CZE,52.75,23.75,0.293,SPI,L,5.7,594,0.3611,0.206,NA,85.7,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,0.934,SPI,L,5.7,594,0.3611,0.206,NA,74.5,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,1.29,SPI,L,5.7,594,0.3611,0.206,NA,61.1,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,1.956,SPI,L,5.7,594,0.3611,0.206,NA,54.6,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,0.356,SPI,L,5.7,594,0.3611,0.206,NA,87.7,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,1.022,SPI,L,5.7,594,0.3611,0.206,NA,72.6,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,1.405,SPI,L,5.7,594,0.3611,0.206,NA,58.8,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,0.641,SPI,L,5.7,594,0.3611,0.206,NA,82.5,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,0.997,SPI,L,5.7,594,0.3611,0.206,NA,69.9,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,1.663,SPI,L,5.7,594,0.3611,0.206,NA,60.4,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Czerlonka,Poland,CZE,52.75,23.75,2.047,SPI,L,5.7,594,0.3611,0.206,NA,46.6,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Mierzwice,Poland,MIE,52.25,22.75,0.641,SPI,L,7.2,569,0.3662,0.2089,NA,85.5,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Mierzwice,Poland,MIE,52.25,22.75,0.997,SPI,L,7.2,569,0.3662,0.2089,NA,76.2,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Mierzwice,Poland,MIE,52.25,22.75,1.663,SPI,L,7.2,569,0.3662,0.2089,NA,64.3,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Mierzwice,Poland,MIE,52.25,22.75,0.361,SPI,L,7.2,569,0.3662,0.2089,NA,87.7,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Mierzwice,Poland,MIE,52.25,22.75,1.022,SPI,L,7.2,569,0.3662,0.2089,NA,75,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Mierzwice,Poland,MIE,52.25,22.75,1.222,SPI,L,7.2,569,0.3662,0.2089,NA,66.8,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Mierzwice,Poland,MIE,52.25,22.75,1.403,SPI,L,7.2,569,0.3662,0.2089,NA,62,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,0.641,SPI,L,7.6,689,0.4202,0.248,NA,89,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,0.995,SPI,L,7.6,689,0.4202,0.248,NA,75.6,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,1.663,SPI,L,7.6,689,0.4202,0.248,NA,62.3,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,1.863,SPI,L,7.6,689,0.4202,0.248,NA,57.3,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,0.353,SPI,L,7.6,689,0.4202,0.248,NA,87.5,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,1.022,SPI,L,7.6,689,0.4202,0.248,NA,70.7,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,1.222,SPI,L,7.6,689,0.4202,0.248,NA,66.7,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Pinchow,Poland,PIN,50.75,20.75,1.411,SPI,L,7.6,689,0.4202,0.248,NA,62.5,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Ede,Netherlands,EDE,52.25,5.75,0.984,SPI,L,9.3,765,0.4493,0.2597,NA,56.9,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Ede,Netherlands,EDE,52.25,5.75,2.025,SPI,L,9.3,765,0.4493,0.2597,NA,38.6,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Ede,Netherlands,EDE,52.25,5.75,3.033,SPI,L,9.3,765,0.4493,0.2597,NA,36.2,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Ede,Netherlands,EDE,52.25,5.75,1.038,SPI,L,9.3,765,0.4493,0.2597,NA,49.1,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Ede,Netherlands,EDE,52.25,5.75,2.047,SPI,L,9.3,765,0.4493,0.2597,NA,36.7,47.2,24.6,NA,0.38,NA,64.73684211,0.342618384
Ede,Netherlands,EDE,52.25,5.75,0.419,SPI,L,9.3,765,0.4493,0.2597,NA,64.8,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,1.027,SPI,L,9.3,765,0.4493,0.2597,NA,51.6,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,1.422,SPI,L,9.3,765,0.4493,0.2597,NA,38.2,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,1.992,SPI,L,9.3,765,0.4493,0.2597,NA,34.2,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,0.608,SPI,L,9.3,765,0.4493,0.2597,NA,80,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,1.003,SPI,L,9.3,765,0.4493,0.2597,NA,48.8,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,1.573,SPI,L,9.3,765,0.4493,0.2597,NA,42.5,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,2,SPI,L,9.3,765,0.4493,0.2597,NA,36.3,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,0.458,SPI,L,9.3,765,0.4493,0.2597,NA,57.5,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,1.027,SPI,L,9.3,765,0.4493,0.2597,NA,49.7,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,1.455,SPI,L,9.3,765,0.4493,0.2597,NA,36.9,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,2.047,SPI,L,9.3,765,0.4493,0.2597,NA,36,48.1,22.9,NA,0.38,NA,60.26315789,0.322535211
Ede,Netherlands,EDE,52.25,5.75,0.57,SPI,L,9.3,765,0.4493,0.2597,NA,82.7,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Ede,Netherlands,EDE,52.25,5.75,0.997,SPI,L,9.3,765,0.4493,0.2597,NA,66.3,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Ede,Netherlands,EDE,52.25,5.75,1.589,SPI,L,9.3,765,0.4493,0.2597,NA,51.1,51.4,28.8,NA,0.37,NA,77.83783784,0.359102244
Ede,Netherlands,EDE,52.25,5.75,1.008,SPI,L,9.3,765,0.4493,0.2597,NA,43.8,45.4,28.4,NA,1.34,NA,21.19402985,0.384823848
Ede,Netherlands,EDE,52.25,5.75,2.011,SPI,L,9.3,765,0.4493,0.2597,NA,33.4,45.4,28.4,NA,1.34,NA,21.19402985,0.384823848
Ede,Netherlands,EDE,52.25,5.75,1.008,SPI,L,9.3,765,0.4493,0.2597,NA,49.7,49.2,23.1,NA,0.48,NA,48.125,0.319502075
Ede,Netherlands,EDE,52.25,5.75,2.011,SPI,L,9.3,765,0.4493,0.2597,NA,38.9,49.2,23.1,NA,0.48,NA,48.125,0.319502075
Ede,Netherlands,EDE,52.25,5.75,1.008,LPI,L,9.3,765,0.4493,0.2597,NA,57,47.4,38.1,NA,0.39,NA,97.69230769,0.445614035
Ede,Netherlands,EDE,52.25,5.75,2.011,LPI,L,9.3,765,0.4493,0.2597,NA,39.4,47.4,38.1,NA,0.39,NA,97.69230769,0.445614035
Ede,Netherlands,EDE,52.25,5.75,1.008,SPF,L,9.3,765,0.4493,0.2597,NA,51.1,50.9,26.5,NA,0.7,NA,37.85714286,0.342377261
Ede,Netherlands,EDE,52.25,5.75,2.011,SPF,L,9.3,765,0.4493,0.2597,NA,40.4,50.9,26.5,NA,0.7,NA,37.85714286,0.342377261
Grunewald,Germany,GRU,52.28,13.14,0.167,SPI,L,8.9,580,0.3877,0.227,NA,85.6,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.493,SPI,L,8.9,580,0.3877,0.227,NA,77.4,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.784,SPI,L,8.9,580,0.3877,0.227,NA,71.6,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.096,SPI,L,8.9,580,0.3877,0.227,NA,52.9,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.575,SPI,L,8.9,580,0.3877,0.227,NA,41.9,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.337,SPI,L,8.9,580,0.3877,0.227,NA,88.6,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.66,SPI,L,8.9,580,0.3877,0.227,NA,79,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.827,SPI,L,8.9,580,0.3877,0.227,NA,62.5,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.153,SPI,L,8.9,580,0.3877,0.227,NA,54.4,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.444,SPI,L,8.9,580,0.3877,0.227,NA,48,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.756,SPI,L,8.9,580,0.3877,0.227,NA,37.5,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.27,SPI,L,8.9,580,0.3877,0.227,NA,87.9,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.608,SPI,L,8.9,580,0.3877,0.227,NA,77.2,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.932,SPI,L,8.9,580,0.3877,0.227,NA,71.9,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.099,SPI,L,8.9,580,0.3877,0.227,NA,54,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.425,SPI,L,8.9,580,0.3877,0.227,NA,51.3,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.715,SPI,L,8.9,580,0.3877,0.227,NA,44.8,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.323,SPI,L,8.9,580,0.3877,0.227,NA,87.3,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.49,SPI,L,8.9,580,0.3877,0.227,NA,73.5,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.816,SPI,L,8.9,580,0.3877,0.227,NA,68.7,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.107,SPI,L,8.9,580,0.3877,0.227,NA,59.9,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.419,SPI,L,8.9,580,0.3877,0.227,NA,45.2,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.899,SPI,L,8.9,580,0.3877,0.227,NA,29.8,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.255,SPI,L,8.9,580,0.3877,0.227,NA,87.5,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.526,SPI,L,8.9,580,0.3877,0.227,NA,79.9,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,0.863,SPI,L,8.9,580,0.3877,0.227,NA,69.7,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.186,SPI,L,8.9,580,0.3877,0.227,NA,64.3,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Grunewald,Germany,GRU,52.28,13.14,1.353,SPI,L,8.9,580,0.3877,0.227,NA,46.9,49.4,27.7,NA,0.38,NA,72.89473684,0.359273671
Donana,Spain,DON,37.25,-6.25,0.249,SPI,L,16.6,557,0.3856,0.2178,NA,91,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.597,SPI,L,16.6,557,0.3856,0.2178,NA,87.9,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.792,SPI,L,16.6,557,0.3856,0.2178,NA,86.6,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.997,SPI,L,16.6,557,0.3856,0.2178,NA,85,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.323,SPI,L,16.6,557,0.3856,0.2178,NA,68.6,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.584,SPI,L,16.6,557,0.3856,0.2178,NA,66.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.893,SPI,L,16.6,557,0.3856,0.2178,NA,66.8,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.29,SPI,L,16.6,557,0.3856,0.2178,NA,54.1,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.608,SPI,L,16.6,557,0.3856,0.2178,NA,44.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.803,SPI,L,16.6,557,0.3856,0.2178,NA,41.2,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.995,SPI,L,16.6,557,0.3856,0.2178,NA,42.6,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.348,SPI,L,16.6,557,0.3856,0.2178,NA,93.3,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.542,SPI,L,16.6,557,0.3856,0.2178,NA,93.3,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.748,SPI,L,16.6,557,0.3856,0.2178,NA,92.4,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.074,SPI,L,16.6,557,0.3856,0.2178,NA,72,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.334,SPI,L,16.6,557,0.3856,0.2178,NA,69.8,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.644,SPI,L,16.6,557,0.3856,0.2178,NA,69.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.997,SPI,L,16.6,557,0.3856,0.2178,NA,51.4,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.359,SPI,L,16.6,557,0.3856,0.2178,NA,41.6,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.553,SPI,L,16.6,557,0.3856,0.2178,NA,41.6,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.745,SPI,L,16.6,557,0.3856,0.2178,NA,39.2,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.195,SPI,L,16.6,557,0.3856,0.2178,NA,99.6,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.4,SPI,L,16.6,557,0.3856,0.2178,NA,97.8,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.726,SPI,L,16.6,557,0.3856,0.2178,NA,83.3,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.986,SPI,L,16.6,557,0.3856,0.2178,NA,76.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.296,SPI,L,16.6,557,0.3856,0.2178,NA,75,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.693,SPI,L,16.6,557,0.3856,0.2178,NA,57,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.011,SPI,L,16.6,557,0.3856,0.2178,NA,47.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.298,SPI,L,16.6,557,0.3856,0.2178,NA,41.8,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.397,SPI,L,16.6,557,0.3856,0.2178,NA,43.4,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.205,SPI,L,16.6,557,0.3856,0.2178,NA,98.8,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.532,SPI,L,16.6,557,0.3856,0.2178,NA,78.2,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,0.792,SPI,L,16.6,557,0.3856,0.2178,NA,76.3,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.101,SPI,L,16.6,557,0.3856,0.2178,NA,76.7,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.499,SPI,L,16.6,557,0.3856,0.2178,NA,61.7,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,1.816,SPI,L,16.6,557,0.3856,0.2178,NA,50.7,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.011,SPI,L,16.6,557,0.3856,0.2178,NA,49.4,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Donana,Spain,DON,37.25,-6.25,2.203,SPI,L,16.6,557,0.3856,0.2178,NA,47,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.167,SPI,L,10.3,826,0.4496,0.26,NA,92.3,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.342,SPI,L,10.3,826,0.4496,0.26,NA,80.9,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.507,SPI,L,10.3,826,0.4496,0.26,NA,68.8,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.647,SPI,L,10.3,826,0.4496,0.26,NA,60.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.836,SPI,L,10.3,826,0.4496,0.26,NA,52.7,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.997,SPI,L,10.3,826,0.4496,0.26,NA,47.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.175,SPI,L,10.3,826,0.4496,0.26,NA,86.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.34,SPI,L,10.3,826,0.4496,0.26,NA,72.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.479,SPI,L,10.3,826,0.4496,0.26,NA,63.9,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.668,SPI,L,10.3,826,0.4496,0.26,NA,57.5,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.83,SPI,L,10.3,826,0.4496,0.26,NA,51.4,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
Roggebotzand,Netherlands,ROG,52.75,5.75,0.997,SPI,L,10.3,826,0.4496,0.26,NA,50.9,49.3,24.1,NA,0.295,NA,81.69491525,0.328337875
La Gileppe,Belgium,LAG,50.75,5.75,0.189,SPI,L,6.9,1200,0.4891,0.2837,NA,88.4,48.5,25.7,NA,0.401,NA,64.08977556,0.346361186
La Gileppe,Belgium,LAG,50.75,5.75,0.441,SPI,L,6.9,1200,0.4891,0.2837,NA,73.3,48.5,25.7,NA,0.401,NA,64.08977556,0.346361186
La Gileppe,Belgium,LAG,50.75,5.75,0.748,SPI,L,6.9,1200,0.4891,0.2837,NA,67.9,48.5,25.7,NA,0.401,NA,64.08977556,0.346361186
La Gileppe,Belgium,LAG,50.75,5.75,0.997,SPI,L,6.9,1200,0.4891,0.2837,NA,62.6,48.5,25.7,NA,0.401,NA,64.08977556,0.346361186
La Gileppe,Belgium,LAG,50.75,5.75,1.241,SPI,L,6.9,1200,0.4891,0.2837,NA,52.9,48.5,25.7,NA,0.401,NA,64.08977556,0.346361186
La Gileppe,Belgium,LAG,50.75,5.75,1.49,SPI,L,6.9,1200,0.4891,0.2837,NA,50.4,48.5,25.7,NA,0.401,NA,64.08977556,0.346361186
La Gileppe,Belgium,LAG,50.75,5.75,0.268,SPI,L,6.9,1200,0.4891,0.2837,NA,86.2,48.5,25.7,NA,0.401,NA,64.08977556,0.346361186
