LitterSpecies,SiteNo,PlotType,PlotAvgMoisture_gWgS,DeployDate,HarvestDate,Time_days,HarvestNo,LitterInitMass_g,LitterHarvestMass_g,LitterPropInitMass,LitterInitC_g,LitterHarvestC_g,LitterPropInitC,LitterInitN_g,LitterHarvestN_g,LitterPropInitN
BEB,6,wet,0.674114211,11/27/10,5/26/11,180,2,2.786,1.9934,0.715394564,1.304153453,0.928665258,0.712082812,0.030084203,0.035402784,1.176789823
BEB,6,wet,0.674114211,11/27/10,8/1/11,247,3,2.774,1.375,0.495592712,1.298546973,0.40577625,0.312484845,0.029954873,0.01868625,0.623813365
BEB,6,wet,0.674114211,11/27/10,9/27/11,304,4,2.798,1.257,0.449183148,1.309759933,0.61494954,0.469513171,0.030213533,0.03628959,1.201103812
BEB,6,wet,0.674114211,11/27/10,10/2/12,675,5,2.789,1.104,0.395812606,1.305447256,0.54089376,0.414335974,0.030114048,0.0297528,0.988003988
BEB,6,wet,0.674114211,11/27/10,9/20/13,1028,6,2.785,1.122,0.402931635,NA,NA,NA,NA,NA,NA
DEL,6,wet,0.674114211,11/27/10,9/20/13,1028,6,2.879,0.709,0.246295891,NA,NA,NA,NA,NA,NA
DEL,6,wet,0.674114211,11/27/10,4/29/11,153,1,2.920,1.9661,0.673436426,1.279579456,0.890171436,0.695674999,0.039208932,0.037257595,0.950232336
DEL,6,wet,0.674114211,11/27/10,5/26/11,180,2,2.882,1.7011,0.59035194,1.262923687,0.747344263,0.591757262,0.038698565,0.035587012,0.919595129
DEL,6,wet,0.674114211,11/27/10,10/2/12,675,5,2.870,1.094,0.381171268,1.257926956,0.49460834,0.393193212,0.038545455,0.03262308,0.846353479
DEL,6,wet,0.674114211,11/27/10,9/27/11,304,4,2.855,1.315,0.460611564,1.251264648,0.65196385,0.52104393,0.038341308,0.037083,0.967181393
DEL,6,wet,0.674114211,11/27/10,8/1/11,247,3,2.857,1.475,0.516311921,1.252097437,0.70125925,0.560067635,0.038366827,0.044309,1.154877894
HUM,6,wet,0.674114211,11/27/10,9/20/13,1028,6,2.889,1.158,0.400766767,NA,NA,NA,NA,NA,NA
HUM,6,wet,0.674114211,11/27/10,4/29/11,153,1,2.929,2.356,0.804268988,1.452146405,1.14873848,0.791062441,0.025446445,0.0325128,1.277695169
HUM,6,wet,0.674114211,11/27/10,5/26/11,180,2,2.860,2.1973,0.76828512,1.417762141,1.092563479,0.770625373,0.024843918,0.028982387,1.166578748
HUM,6,wet,0.674114211,11/27/10,8/1/11,247,3,2.908,2.147,0.738190202,1.441784024,1.07412263,0.744995514,0.025264862,0.05333148,2.110895389
HUM,6,wet,0.674114211,11/27/10,9/27/11,304,4,2.890,1.929,0.667379066,1.432834695,0.96984333,0.676870356,0.02510804,0.04519647,1.800079606
HUM,6,wet,0.674114211,11/27/10,10/2/12,675,5,2.913,1.591,0.546131958,1.444139111,0.758907,0.525508238,0.025306131,0.04306837,1.701894716
INT,6,wet,0.674114211,11/27/10,NA,NA,6,2.846,NA,NA,NA,NA,NA,NA,NA,NA
INT,6,wet,0.674114211,11/27/10,4/29/11,153,1,2.830,2.3286,0.822915693,1.312317981,1.068897258,0.814510868,0.040832491,0.03504543,0.858273124
INT,6,wet,0.674114211,11/27/10,5/26/11,180,2,2.826,2.1512,0.761228002,1.310586119,0.947474528,0.722939541,0.040778605,0.033171504,0.813453624
INT,6,wet,0.674114211,11/27/10,8/1/11,247,3,2.857,1.921,0.672438121,1.324873976,0.88921169,0.671166999,0.041223169,0.03813185,0.925010166
INT,6,wet,0.674114211,11/27/10,9/27/11,304,4,2.831,1.784,0.630248819,1.312750946,0.85407216,0.650597254,0.040845963,0.0409428,1.002370783
INT,6,wet,0.674114211,11/27/10,10/2/12,675,5,2.801,1.352,0.48272726,1.298896055,0.64157808,0.493941049,0.040414871,0.03605784,0.892192378
LUC,6,wet,0.674114211,11/27/10,4/29/11,153,1,2.839,2.5012,0.880878596,1.352575671,1.223161836,0.904320448,0.034527564,0.042345316,1.226420611
LUC,6,wet,0.674114211,11/27/10,5/26/11,180,2,2.790,1.7993,0.644865636,1.329118043,0.824025421,0.61997911,0.033928755,0.030102289,0.887220567
LUC,6,wet,0.674114211,11/27/10,8/1/11,247,3,2.799,1.678,0.599594963,1.333101414,0.83113018,0.623456079,0.034030439,0.03721804,1.093669103
LUC,6,wet,0.674114211,11/27/10,9/27/11,304,4,2.836,1.443,0.508865244,1.350805284,0.73533837,0.544370368,0.034482371,0.03500718,1.015219639
LUC,6,wet,0.674114211,11/27/10,10/2/12,675,5,2.852,1.427,0.500272448,1.358772025,0.71134523,0.523520662,0.03468574,0.04065523,1.172102141
LUC,6,wet,0.674114211,11/27/10,9/20/13,1028,6,2.839,1.511,0.532147592,NA,NA,NA,NA,NA,NA
PET,6,wet,0.674114211,11/27/10,NA,NA,6,2.862,NA,NA,NA,NA,NA,NA,NA,NA
PET,6,wet,0.674114211,11/27/10,4/29/11,153,1,2.856,2.0426,0.715274606,1.400047876,1.014804532,0.724835593,0.026481732,0.027513822,1.038973647
PET,6,wet,0.674114211,11/27/10,5/26/11,180,2,2.926,1.9462,0.6651857,1.434421977,0.963057608,0.671390723,0.027131914,0.032462616,1.196473487
PET,6,wet,0.674114211,11/27/10,8/1/11,247,3,2.889,1.745,0.604047004,1.416305897,0.9076792,0.640877936,0.026789251,0.03990815,1.489707582
PET,6,wet,0.674114211,11/27/10,9/27/11,304,4,2.931,1.543,0.526524681,1.436744552,0.84534798,0.588377369,0.027175845,0.03431632,1.26275078
PET,6,wet,0.674114211,11/27/10,10/2/12,675,5,2.866,1.349,0.470673013,1.405157539,0.67060139,0.477242851,0.026578381,0.03910751,1.471403018
TRE,6,wet,0.674114211,11/27/10,9/20/13,1028,6,2.913,1.345,0.461786023,NA,NA,NA,NA,NA,NA
TRE,6,wet,0.674114211,11/27/10,4/29/11,153,1,2.840,2.5218,0.888001477,1.376120496,1.232454096,0.895600422,0.028957107,0.032884272,1.135620064
TRE,6,wet,0.674114211,11/27/10,5/26/11,180,2,2.835,2.4418,0.86126365,1.373831539,1.18500554,0.862555201,0.028908942,0.03394102,1.174066498
TRE,6,wet,0.674114211,11/27/10,8/1/11,247,3,2.901,2.136,0.736229908,1.405876927,1.0883988,0.774177867,0.029583259,0.04703472,1.589910026
TRE,6,wet,0.674114211,11/27/10,9/27/11,304,4,2.908,1.518,0.522029661,1.409081465,0.73436286,0.521164232,0.029650691,0.03936174,1.327515114
TRE,6,wet,0.674114211,11/27/10,10/2/12,675,5,2.910,1.671,0.574272153,1.409997048,0.79310673,0.56248822,0.029669957,0.04755666,1.602855717
BEB,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.795,1.443,0.516329442,1.308034862,0.70001373,0.535164429,0.030173739,0.03278496,1.08653951
BEB,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.779,1.531,0.550905137,1.300703312,0.68051419,0.523189404,0.030004615,0.03219693,1.073065919
BEB,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.781,2.1093,0.758493889,1.301565847,0.921996123,0.708374551,0.030024512,0.038832213,1.293350339
BEB,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.773,2.1852,0.788137465,1.297684438,0.99776232,0.768879005,0.029934976,0.034548012,1.154101883
BEB,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.779,0.771,0.277431653,NA,NA,NA,NA,NA,NA
DEL,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.899,0.761,0.26254032,NA,NA,NA,NA,NA,NA
DEL,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.861,1.458,0.509683212,1.253763014,0.69133986,0.551411911,0.038417863,0.04212162,1.096407148
DEL,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.920,0.849,0.290802871,1.279579456,0.41390448,0.323469151,0.039208932,0.02406066,0.613652522
DEL,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.899,1.386,0.478161476,1.270418783,0.62715114,0.493657012,0.03892823,0.03896046,1.000827929
DEL,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.928,2.1565,0.736495993,1.283327004,0.905794695,0.705817529,0.039323764,0.038148485,0.970112742
DEL,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.939,2.0748,0.70584524,1.288323735,0.90450906,0.702082121,0.039476875,0.038259312,0.969157575
DIS,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.802,1.559,0.556410546,1.281966471,0.73969873,0.57700318,0.024096236,0.0308682,1.281038233
DIS,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.800,1.257,0.44892328,1.281117767,0.59477469,0.464262307,0.024080284,0.03176439,1.319103638
DIS,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.791,1.639,0.587295575,1.27687425,0.71237496,0.557905338,0.024000521,0.03417315,1.423850318
DIS,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.810,2.2531,0.801747846,1.285785636,0.985460878,0.766427039,0.024168023,0.036297441,1.501878813
DIS,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.833,2.2125,0.780857934,1.296394428,0.9882795,0.762329333,0.024367429,0.02216925,0.909790291
DIS,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.803,1.313,0.468457535,NA,NA,NA,NA,NA,NA
HUM,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.927,1.176,0.401842777,NA,NA,NA,NA,NA,NA
HUM,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.873,1.768,0.615318589,1.424356383,0.90841608,0.637773026,0.024959471,0.03530696,1.41457163
HUM,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.917,1.131,0.387724988,1.44602318,0.54677064,0.378120246,0.025339146,0.02843334,1.122111227
HUM,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.874,1.774,0.617202673,1.424827401,0.86140118,0.604565283,0.024967725,0.03493006,1.399008514
HUM,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.930,2.232,0.761691979,1.452617423,1.05698592,0.727642326,0.025454699,0.03053376,1.19953334
HUM,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.912,2.3566,0.80919829,1.443668094,1.130555284,0.783113022,0.025297877,0.030305876,1.197961244
INT,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.852,1.252,0.438974711,NA,NA,NA,NA,NA,NA
INT,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.841,2.3673,0.833292999,1.317513565,1.035812115,0.786187059,0.040994151,0.035249097,0.85985674
INT,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.864,2.2917,0.800108339,1.328337699,0.977914224,0.736193985,0.041330942,0.036140109,0.874408074
INT,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.847,1.882,0.660946287,1.320544322,0.86150432,0.652385767,0.041088452,0.0372636,0.906911745
INT,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.829,1.403,0.495976877,1.311885015,0.64484686,0.49154221,0.04081902,0.03455589,0.846563443
INT,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.818,1.807,0.641335536,1.306689431,0.81985397,0.627428332,0.04065736,0.03941067,0.969336663
LUC,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.808,1.22,0.434496575,NA,NA,NA,NA,NA,NA
LUC,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.806,1.203,0.428725851,1.336642188,0.59248953,0.443267118,0.034120826,0.02918478,0.855336279
LUC,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.811,0.937,0.333376666,1.338855171,0.4431073,0.330959845,0.034177317,0.02507412,0.733647992
LUC,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.800,1.627,0.580985498,1.333986607,0.77181626,0.578578717,0.034053036,0.03789283,1.112759231
LUC,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.816,1.726,0.612880554,1.341510752,0.79054252,0.58929272,0.034245107,0.03312194,0.967202125
LUC,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.826,2.1738,0.769350342,1.345936719,1.015012434,0.754130874,0.03435809,0.03412866,0.993322399
NIG,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.865,1.193,0.416373767,NA,NA,NA,NA,NA,NA
NIG,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.867,2.04,0.711520257,1.454766732,1.0017828,0.688620916,0.049725078,0.0425748,0.856203792
NIG,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.852,1.001,0.35098049,1.447110065,0.32666634,0.225737038,0.049463367,0.01898897,0.383899667
NIG,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.866,2.099,0.732339441,1.454288191,0.9867399,0.678503687,0.049708721,0.04153921,0.835652366
NIG,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.894,2.4088,0.83248434,1.4681659,1.114479496,0.759096432,0.050183072,0.043671544,0.870244537
NIG,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.896,2.4151,0.833846263,1.469601525,1.161638949,0.790444845,0.050232143,0.039680093,0.789934313
PET,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.873,2.1137,0.735778135,1.408409144,1.03064012,0.731776078,0.026639885,0.029253608,1.098113162
PET,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.886,2.1008,0.727926512,1.414912352,1.019854368,0.720789784,0.026762892,0.041511808,1.551095745
PET,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.880,1.661,0.576671882,1.412125263,0.8309983,0.588473503,0.026710175,0.03499727,1.310259873
PET,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.887,1.204,0.417048689,1.415376867,0.5880336,0.415460796,0.026771678,0.03161704,1.180988343
PET,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.851,1.395,0.489310739,1.397725301,0.72627885,0.51961487,0.026437801,0.0288486,1.091187572
PET,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.919,0.47,0.161004823,NA,NA,NA,NA,NA,NA
TRE,7,wet,0.601172334,11/27/10,9/20/13,1028,6,2.897,0.343,0.118378373,NA,NA,NA,NA,NA,NA
TRE,7,wet,0.601172334,11/27/10,9/27/11,304,4,2.864,1.773,0.618972796,1.388023068,0.93935313,0.676756137,0.029207568,0.03538908,1.211640767
TRE,7,wet,0.601172334,11/27/10,9/30/12,673,5,2.867,1.034,0.36062337,1.389396442,0.51561444,0.37110678,0.029236467,0.02441274,0.835009914
TRE,7,wet,0.601172334,11/27/10,8/1/11,247,3,2.876,1.491,0.518471656,1.393516563,0.69552168,0.499112604,0.029323165,0.0296709,1.011858707
TRE,7,wet,0.601172334,11/27/10,5/26/11,180,2,2.911,2.2533,0.774139704,1.410454839,1.022637672,0.72504106,0.02967959,0.032064459,1.08035384
TRE,7,wet,0.601172334,11/27/10,4/29/11,153,1,2.849,2.2591,0.792859332,1.380698408,1.109828057,0.803816424,0.029053438,0.032711768,1.125917273
HUM,8,wet,0.731917876,11/27/10,4/29/11,153,1,2.910,2.3076,0.792890282,1.442726059,1.108409508,0.768274407,0.025281369,0.03703698,1.464991063
HUM,8,wet,0.731917876,11/27/10,5/26/11,180,2,2.940,2.2536,0.766577532,1.457327596,1.080736416,0.741587835,0.025537237,0.032834952,1.285767611
HUM,8,wet,0.731917876,11/27/10,9/27/11,304,4,2.886,1.626,0.563475855,1.430479609,0.83303232,0.582344771,0.025066771,0.03695898,1.474421279
HUM,8,wet,0.731917876,11/27/10,9/30/12,673,5,2.894,0.245,0.084651712,1.434718764,0.1177862,0.082097065,0.025141055,0.0076489,0.304239423
HUM,8,wet,0.731917876,11/27/10,8/3/11,249,3,2.917,1.532,0.525194236,1.44602318,0.76290536,0.52758861,0.025339146,0.033704,1.330115871
HUM,8,wet,0.731917876,11/27/10,9/20/13,1028,6,2.906,1.446,0.497657294,NA,NA,NA,NA,NA,NA
LUC,8,wet,0.731917876,11/27/10,8/3/11,249,3,2.819,1.222,0.433487538,1.342838542,0.58015672,0.432037584,0.034279002,0.03150316,0.919022099
LUC,8,wet,0.731917876,11/27/10,9/30/12,673,5,2.815,1.387,0.492668528,1.341068155,0.69331969,0.516990645,0.034233808,0.03927984,1.147399071
LUC,8,wet,0.731917876,11/27/10,9/27/11,304,4,2.801,1.415,0.50511482,1.334429204,0.6754644,0.506182267,0.034064334,0.0375258,1.101615544
LUC,8,wet,0.731917876,11/27/10,5/26/11,180,2,2.825,1.7086,0.604905879,1.345494123,0.783119724,0.582031323,0.034346791,0.029182888,0.849653982
LUC,8,wet,0.731917876,11/27/10,4/29/11,153,1,2.796,1.7371,0.621331855,1.331773623,0.8025402,0.602610073,0.033996544,0.028887973,0.849732627
LUC,8,wet,0.731917876,11/27/10,9/20/13,1028,6,2.832,1.548,0.546609255,NA,NA,NA,NA,NA,NA
PET,8,wet,0.731917876,11/27/10,8/3/11,249,3,2.864,1.428,0.498566149,1.40422851,0.77580384,0.552476919,0.026560808,0.0295596,1.11290287
PET,8,wet,0.731917876,11/27/10,9/30/12,673,5,2.846,1.399,0.491530548,1.395402727,0.72507372,0.519616098,0.02639387,0.03906008,1.479892117
PET,8,wet,0.731917876,11/27/10,9/27/11,304,4,2.852,1.555,0.545251194,1.398189816,0.8006695,0.572647212,0.026446587,0.03714895,1.4046784
PET,8,wet,0.731917876,11/27/10,5/26/11,180,2,2.873,1.867,0.649901963,1.408409144,0.90017405,0.639142435,0.026639885,0.03308324,1.24186874
PET,8,wet,0.731917876,11/27/10,4/29/11,153,1,2.867,2.0353,0.709891926,1.405622054,1.003911725,0.714211706,0.026587167,0.034050569,1.280714441
PET,8,wet,0.731917876,11/27/10,9/20/13,1028,6,2.856,1.339,0.468889013,NA,NA,NA,NA,NA,NA
TRE,8,wet,0.731917876,11/27/10,4/29/11,153,1,2.863,2.3621,0.825178065,1.387107485,1.141697414,0.823077826,0.029188302,0.02881762,0.987300333
TRE,8,wet,0.731917876,11/27/10,5/26/11,180,2,2.903,2.1667,0.746325442,1.406792509,1.01899901,0.724342078,0.029602525,0.028470438,0.961757075
TRE,8,wet,0.731917876,11/27/10,9/27/11,304,4,2.881,1.76,0.610808191,1.39626331,0.8887296,0.636505732,0.029380964,0.0423808,1.442457787
TRE,8,wet,0.731917876,11/27/10,9/30/12,673,5,2.910,1.453,0.499352147,1.409997048,0.72269314,0.512549399,0.029669957,0.0403934,1.361424291
TRE,8,wet,0.731917876,11/27/10,8/3/11,249,3,2.901,1.781,0.6138696,1.405876927,0.9161464,0.651654766,0.029583259,0.03221829,1.089071696
TRE,8,wet,0.731917876,11/27/10,9/20/13,1028,6,2.900,1.507,0.519597318,NA,NA,NA,NA,NA,NA
DEL,9,wet,0.429416354,11/30/10,9/20/13,1025,6,2.913,0.897,0.307945494,NA,NA,NA,NA,NA,NA
DEL,9,wet,0.429416354,11/30/10,4/29/11,150,1,2.922,2.1461,0.734373816,1.280828638,0.981175459,0.766047408,0.039247209,0.044510114,1.134096273
DEL,9,wet,0.429416354,11/30/10,5/26/11,177,2,2.882,1.5428,0.535415304,1.262923687,0.68338326,0.541112078,0.038698565,0.032568508,0.841594718
DEL,9,wet,0.429416354,11/30/10,9/27/11,301,4,2.863,1.202,0.41977327,1.255012196,0.5850134,0.466141605,0.038456141,0.03555516,0.924563911
DEL,9,wet,0.429416354,11/30/10,10/1/12,671,5,2.915,0.925,0.317351049,1.277497485,0.4349905,0.34050204,0.039145136,0.03338325,0.8528071
DEL,9,wet,0.429416354,11/30/10,8/1/11,244,3,2.892,1.335,0.461625911,1.267504023,0.6468876,0.51036335,0.038838916,0.0362853,0.9342511
HUM,9,wet,0.429416354,11/30/10,8/1/11,244,3,2.942,1.946,0.661517664,1.458269631,0.99286866,0.680853965,0.025553744,0.03703238,1.449195835
HUM,9,wet,0.429416354,11/30/10,10/1/12,671,5,2.896,1.638,0.565585799,1.435660799,0.8176896,0.569556263,0.025157562,0.0447993,1.780748841
HUM,9,wet,0.429416354,11/30/10,9/27/11,301,4,2.879,1.834,0.637024689,1.427182487,0.95103904,0.666375217,0.025008994,0.04018294,1.606739555
HUM,9,wet,0.429416354,11/30/10,5/26/11,177,2,2.865,2.1525,0.751372689,1.420117227,1.025773875,0.722316338,0.024885187,0.032136825,1.291403789
HUM,9,wet,0.429416354,11/30/10,4/29/11,150,1,2.938,2.3633,0.804412724,1.456385561,1.158702357,0.795601376,0.025520729,0.033700658,1.320520964
HUM,9,wet,0.429416354,11/30/10,9/20/13,1025,6,2.887,1.576,0.545969026,NA,NA,NA,NA,NA,NA
INT,9,wet,0.429416354,11/30/10,4/29/11,150,1,2.814,2.2575,0.802289112,1.30495757,0.995489775,0.762852217,0.040603474,0.037023,0.911818534
INT,9,wet,0.429416354,11/30/10,5/26/11,177,2,2.890,2.1265,0.735717053,1.340460728,0.999391205,0.745557989,0.041708147,0.038723565,0.92844127
INT,9,wet,0.429416354,11/30/10,9/27/11,301,4,2.810,1.862,0.662612415,1.303225708,0.8715091,0.668732281,0.040549587,0.04295634,1.05935332
INT,9,wet,0.429416354,11/30/10,10/1/12,671,5,2.854,1.368,0.479332687,1.32357508,0.65172888,0.492400386,0.041182754,0.03580056,0.869309524
INT,9,wet,0.429416354,11/30/10,8/1/11,244,3,2.864,1.851,0.646245379,1.328337699,0.8592342,0.646849217,0.041330942,0.03429903,0.829863263
INT,9,wet,0.429416354,11/30/10,9/20/13,1025,6,2.830,1.448,0.511716019,NA,NA,NA,NA,NA,NA
LUC,9,wet,0.429416354,11/30/10,4/29/11,150,1,2.822,1.9286,0.683468271,1.344166332,0.905342698,0.673534723,0.034312896,0.034830516,1.015085277
LUC,9,wet,0.429416354,11/30/10,5/26/11,177,2,2.813,1.8391,0.653687922,1.340182962,0.856799908,0.639315625,0.034211212,0.035329111,1.032676397
LUC,9,wet,0.429416354,11/30/10,9/27/11,301,4,2.792,1.579,0.565533897,1.330003236,0.78296294,0.588692507,0.033951351,0.04148033,1.221757852
LUC,9,wet,0.429416354,11/30/10,10/1/12,671,5,2.811,1.371,0.487790191,1.338855171,0.69044931,0.515701268,0.034177317,0.04015659,1.174948577
LUC,9,wet,0.429416354,11/30/10,8/1/11,244,3,2.838,1.448,0.510294064,1.351690477,0.70610272,0.522384919,0.034504967,0.03311576,0.959738918
LUC,9,wet,0.429416354,11/30/10,9/20/13,1025,6,2.876,1.409,0.489972073,NA,NA,NA,NA,NA,NA
PET,9,wet,0.429416354,11/30/10,8/1/11,244,3,2.910,1.572,0.540263282,1.426525224,0.84878568,0.595002223,0.026982548,0.03263472,1.209475098
PET,9,wet,0.429416354,11/30/10,10/1/12,671,5,2.877,1.446,0.502688851,1.410267203,0.7327605,0.519589833,0.02667503,0.04322094,1.620277113
PET,9,wet,0.429416354,11/30/10,9/27/11,301,4,2.865,1.503,0.524577817,1.404693025,0.8140248,0.579503696,0.026569595,0.03611709,1.359339138
PET,9,wet,0.429416354,11/30/10,5/26/11,177,2,2.846,1.9261,0.67672408,1.395402727,0.9457151,0.677736314,0.02639387,0.035228369,1.334717839
PET,9,wet,0.429416354,11/30/10,4/29/11,150,1,2.903,2.0288,0.698848766,1.42327362,0.980133568,0.688647323,0.026921044,0.026333824,0.97818731
PET,9,wet,0.429416354,11/30/10,9/20/13,1025,6,2.880,1.348,0.46800343,NA,NA,NA,NA,NA,NA
TRE,9,wet,0.429416354,11/30/10,9/20/13,1025,6,2.883,1.188,0.412025348,NA,NA,NA,NA,NA,NA
TRE,9,wet,0.429416354,11/30/10,4/29/11,150,1,2.846,2.3321,0.819566551,1.378867243,1.136315725,0.82409364,0.029014906,0.030853683,1.063373534
TRE,9,wet,0.429416354,11/30/10,5/26/11,177,2,2.889,2.459,0.851163656,1.39992564,1.18009869,0.842972409,0.029458029,0.03432764,1.165306764
TRE,9,wet,0.429416354,11/30/10,9/27/11,301,4,2.895,1.772,0.612162864,1.402672388,0.71445268,0.509351069,0.029515827,0.02378024,0.805677572
TRE,9,wet,0.429416354,11/30/10,10/1/12,671,5,2.867,1.458,0.508499877,1.389396442,0.7233867,0.520648159,0.029236467,0.03706236,1.267675732
TRE,9,wet,0.429416354,11/30/10,8/1/11,244,3,2.854,1.859,0.651359405,1.382987364,0.90103871,0.651516227,0.029101604,0.04074928,1.400241728
AMY,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.918,2.2089,0.757047323,1.478469951,1.254478488,0.848497791,0.03656955,0.039959001,1.092685059
AMY,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.908,1.058,0.363796818,1.473622509,0.51160648,0.347176076,0.03644965,0.02525446,0.692858781
AMY,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.911,1.059,0.363781677,1.475076742,0.52297656,0.354541934,0.03648562,0.02787288,0.763941521
AMY,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.899,1.652,0.569920432,1.468775066,0.79274524,0.539732229,0.03632975,0.03612924,0.994480839
AMY,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.931,2.005,0.684025714,1.485256371,0.98952765,0.666233567,0.03673741,0.03366395,0.916339767
AMY,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.874,0.954,0.331967264,NA,NA,NA,NA,NA,NA
BEB,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.780,2.3346,0.839788919,1.30113458,1.017932292,0.782342048,0.030014564,0.029626074,0.987056627
BEB,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.797,1.384,0.49489192,1.308897398,0.60822648,0.46468614,0.030193636,0.02707104,0.896580978
BEB,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.765,1.247,0.450955229,1.294234297,0.56719795,0.438249822,0.029855388,0.02622441,0.878381148
BEB,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.768,1.525,0.550938198,1.2955281,0.65994375,0.50940134,0.029885233,0.02966125,0.992505213
BEB,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.787,2.1392,0.767465709,1.304584721,0.669847696,0.513456647,0.030094152,0.021648704,0.71936582
BEB,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.814,1.086,0.385916868,NA,NA,NA,NA,NA,NA
DEL,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.853,2.3409,0.820504732,1.25043186,1.403720685,1.122588707,0.03831579,0.054870696,1.432064848
DEL,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.865,1.146,0.39995105,1.255844985,0.587898,0.468129432,0.038481659,0.02929176,0.761187553
DEL,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.894,0.972,0.335884472,1.268336812,0.4334634,0.341757328,0.038864434,0.0271674,0.699029857
DEL,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.855,1.688,0.591264122,1.251264648,0.70276504,0.561643806,0.038341308,0.03565056,0.929821165
DEL,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.892,2.0897,0.722591511,1.267504023,0.866953839,0.683985079,0.038838916,0.035838355,0.922743441
DEL,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.936,0.991,0.337573802,NA,NA,NA,NA,NA,NA
DIS,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.796,2.3853,0.853013009,1.27942036,1.039108239,0.812171098,0.024048379,0.02194476,0.912525544
DIS,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.808,1.523,0.542305483,1.284936932,0.68585259,0.533763621,0.02415207,0.02646974,1.095961545
DIS,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.829,1.202,0.424917474,1.29427267,0.55146558,0.426081453,0.024327547,0.02147974,0.882938984
DIS,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.785,1.925,0.691154857,1.27432814,0.839377,0.658681994,0.023952664,0.02889425,1.206306326
DIS,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.794,2.3087,0.826442225,1.278147305,1.019637355,0.797746356,0.02402445,0.027681313,1.152214218
