LitterSpecies,SiteNo,PlotType,PlotAvgMoisture_gWgS,DeployDate,HarvestDate,Time_days,HarvestNo,LitterInitMass_g,LitterHarvestMass_g,LitterPropInitMass,LitterInitC_g,LitterHarvestC_g,LitterPropInitC,LitterInitN_g,LitterHarvestN_g,LitterPropInitN
PYR,10,dry,0.26885812,11/30/10,4/29/11,150,1,2.893,1.9031,0.657876213,1.500704101,0.933908263,0.622313394,0.029525778,0.031534367,1.0680283
PYR,10,dry,0.26885812,11/30/10,9/27/11,301,4,2.892,1.421,0.491383888,1.500205694,0.68718139,0.458058114,0.029515973,0.02974153,1.007641879
PYR,10,dry,0.26885812,11/30/10,9/30/12,670,5,2.936,1.336,0.455036714,1.523132425,0.5969248,0.391906042,0.029967047,0.03321296,1.108316071
PYR,10,dry,0.26885812,11/30/10,8/1/11,244,3,2.954,1.691,0.57238971,1.532602162,0.56562259,0.369060285,0.030153361,0.02884846,0.956724538
PYR,10,dry,0.26885812,11/30/10,5/26/11,177,2,2.935,1.8583,0.633137362,1.522634018,0.883194241,0.580043681,0.029957241,0.028896565,0.964593662
PYR,10,dry,0.26885812,11/30/10,9/20/13,1025,6,2.937,1.326,0.451483014,NA,NA,NA,NA,NA,NA
TRE,10,dry,0.26885812,11/30/10,4/29/11,150,1,2.847,2.4706,0.867663269,1.379782826,1.168322034,0.846743424,0.029034172,0.02606483,0.897729404
TRE,10,dry,0.26885812,11/30/10,9/27/11,301,4,2.848,1.757,0.616845597,1.380240617,0.83770246,0.606924945,0.029043805,0.02960545,1.019337852
TRE,10,dry,0.26885812,11/30/10,9/30/12,670,5,2.886,1.17,0.405384063,1.398552267,0.5487885,0.392397562,0.029429129,0.0239382,0.813418561
TRE,10,dry,0.26885812,11/30/10,8/1/11,244,3,2.843,2.131,0.749640921,1.377493869,0.99573106,0.722856981,0.028986007,0.029834,1.02925527
TRE,10,dry,0.26885812,11/30/10,5/26/11,177,2,2.845,2.3845,0.838259714,1.378409452,1.12686701,0.817512538,0.029005273,0.030688515,1.058032284
TRE,10,dry,0.26885812,11/30/10,9/20/13,1025,6,2.837,1.038,0.365876103,NA,NA,NA,NA,NA,NA
AMY,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.902,1.765,0.608101319,1.470714043,0.59326945,0.403388716,0.03637771,0.03775335,1.03781547
AMY,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.881,1.9436,0.674526063,1.46004967,0.96878742,0.663530454,0.036113929,0.032633044,0.903613771
AMY,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.924,1.764,0.603381573,1.481378417,0.89014968,0.600892837,0.03664149,0.0372204,1.015799298
AMY,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.891,1.383,0.478381672,1.464897112,0.71189925,0.485972185,0.03623383,0.03345477,0.923302073
AMY,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.875,1.094,0.38055695,1.45665646,0.553017,0.379648198,0.036029999,0.02803922,0.778218721
AMY,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.962,1.101,0.371734766,NA,NA,NA,NA,NA,NA
BEB,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.814,2.5948,0.922078351,1.317091484,1.17064402,0.888809953,0.030382657,0.038117612,1.254584529
BEB,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.767,1.8899,0.682993329,1.295096832,0.877631762,0.677657253,0.029875285,0.027044469,0.905245557
BEB,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.766,1.303,0.471049662,1.294665564,0.58731422,0.453641648,0.029865336,0.02699816,0.903996511
BEB,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.784,1.22,0.438270333,1.30285965,0.5747908,0.4411763,0.030054358,0.0245464,0.816733477
BEB,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.824,0.965,0.34168806,NA,NA,NA,NA,NA,NA
DEL,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.871,2.0915,0.728478887,1.25834335,0.929692665,0.738822727,0.038558214,0.04446529,1.153198893
DEL,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.850,1.5906,0.55807592,1.249182677,0.723945684,0.579535481,0.038277512,0.030603144,0.799507126
DEL,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.908,1.019,0.350400256,1.274582725,0.49050584,0.38483641,0.039055822,0.02144995,0.549212613
DEL,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.894,0.917,0.316878663,1.268336812,0.4095322,0.322889154,0.038864434,0.02167788,0.557781951
DEL,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.940,1.527,0.519316288,1.288740129,0.59075049,0.458393804,0.039489634,0.03721299,0.94234832
DEL,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.901,1.217,0.419445081,NA,NA,NA,NA,NA,NA
DIS,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.797,1.165,0.416480384,1.279844712,0.5574758,0.435580813,0.024056355,0.02566495,1.066867773
DIS,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.799,1.336,0.47729533,1.280693415,0.62185456,0.485560832,0.024072308,0.02617224,1.087234363
DIS,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.845,1.86,0.653881621,1.301486649,0.747255,0.574154949,0.024463144,0.0294996,1.205879362
DIS,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.799,1.9111,0.682753822,1.280693415,0.920462204,0.718721743,0.024072308,0.029660272,1.232132478
DIS,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.834,2.2289,0.786388578,1.29681878,1.016623579,0.783936503,0.024375405,0.028663654,1.175925246
DIS,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.804,0.924,0.329559463,NA,NA,NA,NA,NA,NA
ERI,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.883,1.073,0.372232144,NA,NA,NA,NA,NA,NA
ERI,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.852,1.376,0.482521828,1.362981599,0.56669184,0.415773654,0.037528167,0.03138656,0.836346725
ERI,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.819,1.671,0.592787588,1.347304847,0.78495225,0.582609238,0.037096526,0.03724659,1.004045238
ERI,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.840,1.977,0.696019194,1.357606713,0.89910006,0.662268425,0.037380176,0.04426503,1.184184632
ERI,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.835,2.3828,0.840548342,1.354919269,1.09358606,0.807122671,0.03730618,0.040436116,1.083898584
ERI,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.817,2.5717,0.912918088,1.346409033,1.185425115,0.880434612,0.03707186,0.036492423,0.984369884
HUM,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.875,1.16,0.403448985,NA,NA,NA,NA,NA,NA
HUM,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.869,2.3672,0.825223146,1.422001297,1.179883496,0.829734473,0.024918202,0.027719912,1.112436267
HUM,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.905,2.2807,0.785185526,1.439899955,1.112137741,0.772371537,0.025231846,0.026250857,1.040385887
HUM,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.903,2.061,0.710013063,1.43895792,1.03855851,0.721743489,0.025215339,0.03377979,1.339652429
HUM,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.904,1.866,0.642625347,1.439428938,0.89454174,0.621455993,0.025223593,0.0355473,1.409287742
HUM,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.882,1.299,0.450750588,1.428595539,0.54717777,0.383017975,0.025033755,0.03008484,1.201770947
INT,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.814,1.559,0.554050377,1.30495757,0.6753588,0.517533149,0.040603474,0.03551402,0.874654718
INT,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.847,1.767,0.620559027,1.320544322,0.80142285,0.606888263,0.041088452,0.03399708,0.827412036
INT,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.818,1.687,0.598745462,1.306689431,0.73424988,0.561916139,0.04065736,0.03515708,0.864716245
INT,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.863,2.1275,0.743022868,1.327904733,0.925441225,0.696918387,0.04131747,0.034231475,0.828498818
INT,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.876,2.4043,0.835878867,1.333966248,1.046375403,0.784409204,0.041506073,0.040055638,0.965054881
INT,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.838,1.242,0.437617217,NA,NA,NA,NA,NA,NA
LUC,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.823,2.0098,0.712009945,1.344608929,0.92913054,0.691004291,0.034324195,0.033543562,0.97725707
LUC,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.799,1.89,0.675124175,1.33354401,0.8954442,0.671477051,0.034041738,0.0391608,1.150376062
LUC,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.820,1.489,0.528028045,1.343281139,0.70721544,0.526483563,0.0342903,0.03534886,1.030870541
LUC,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.873,1.499,0.521774841,1.368509154,0.73746303,0.538880597,0.034934302,0.03814955,1.092036983
LUC,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.871,1.263,0.43991205,1.36762396,0.61527045,0.449882766,0.034911706,0.03554082,1.018020155
LUC,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.813,1.37,0.486951473,NA,NA,NA,NA,NA,NA
NIG,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.892,2.029,0.701682398,1.467208816,0.7653388,0.52162909,0.050150358,0.03763795,0.750502122
NIG,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.919,2.4349,0.83416346,1.481086525,1.157381017,0.781440515,0.050624709,0.045118697,0.891238645
NIG,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.873,2.2406,0.779947047,1.457637983,1.054247112,0.723257163,0.049823219,0.035446292,0.711441223
NIG,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.865,2.174,0.758756554,1.453809649,1.01621456,0.699001111,0.049692364,0.05158902,1.038167963
NIG,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.923,1.946,0.665812501,1.483000692,0.95424056,0.643452539,0.050690137,0.04401852,0.868384323
NIG,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.829,1.843,0.651380519,NA,NA,NA,NA,NA,NA
PET,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.865,1.027,0.358444057,NA,NA,NA,NA,NA,NA
PET,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.883,2.061,0.71483987,1.413518807,0.94871952,0.671175732,0.026736533,0.02765862,1.034487892
PET,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.881,1.8948,0.657627072,1.412589778,0.923260248,0.653594032,0.026718961,0.031017876,1.1608938
PET,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.897,1.672,0.577074016,1.420486531,0.74758464,0.526287736,0.026868327,0.02989536,1.112661762
PET,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.892,1.472,0.509044803,1.417699441,0.74406656,0.524840836,0.02681561,0.03323776,1.23949299
PET,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.842,1.078,0.379254056,1.393544667,0.51621108,0.370430236,0.026358725,0.02990372,1.134490385
PYR,1,wet,0.669098282,11/27/10,NA,NA,5,2.896,NA,NA,NA,NA,NA,NA,NA,NA
PYR,1,wet,0.669098282,11/27/10,NA,NA,6,2.891,NA,NA,NA,NA,NA,NA,NA,NA
PYR,1,wet,0.669098282,11/27/10,NA,NA,1,2.888,NA,NA,NA,NA,NA,NA,NA,NA
PYR,1,wet,0.669098282,11/27/10,NA,NA,2,2.891,NA,NA,NA,NA,NA,NA,NA,NA
PYR,1,wet,0.669098282,11/27/10,NA,NA,3,2.882,NA,NA,NA,NA,NA,NA,NA,NA
PYR,1,wet,0.669098282,11/27/10,NA,NA,4,2.889,NA,NA,NA,NA,NA,NA,NA,NA
TRE,1,wet,0.669098282,11/27/10,4/29/11,153,1,2.863,2.4765,0.864857229,1.387565277,1.19778399,0.863227129,0.029197935,0.02436876,0.834605603
TRE,1,wet,0.669098282,11/27/10,5/26/11,180,2,2.851,2.3775,0.833860331,1.381613991,1.1474766,0.830533425,0.029072704,0.02334705,0.803057384
TRE,1,wet,0.669098282,11/27/10,8/3/11,249,3,2.860,1.761,0.615798971,1.385734112,0.84892527,0.612617719,0.029159402,0.03062379,1.050220082
TRE,1,wet,0.669098282,11/27/10,9/27/11,304,4,2.914,1.751,0.600790424,1.412286004,0.83850137,0.593719238,0.029718122,0.03276121,1.102398381
TRE,1,wet,0.669098282,11/27/10,10/2/12,675,5,2.869,1.222,0.425910589,1.390312024,0.49176946,0.353711578,0.029255733,0.02666404,0.91141246
TRE,1,wet,0.669098282,11/27/10,9/20/13,1028,6,2.841,1.206,0.424527574,NA,NA,NA,NA,NA,NA
AMY,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.908,1.9629,0.674949692,1.473622509,0.923622966,0.626770398,0.03644965,0.031543803,0.865407571
AMY,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.909,1.731,0.595014378,1.474107253,0.80377254,0.545260556,0.03646164,0.03849744,1.055834024
AMY,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.940,1.084,0.368734297,1.489619069,0.48236916,0.323820479,0.03684532,0.02638456,0.71608985
AMY,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.876,1.477,0.513615748,1.457141204,0.70404159,0.483166345,0.036041989,0.03572863,0.991305714
AMY,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.896,2.1622,0.746672668,1.467320834,1.06153209,0.723449205,0.03629378,0.03048702,0.840006752
AMY,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.924,1.157,0.395625916,NA,NA,NA,NA,NA,NA
BEB,2,wet,0.668808592,11/27/10,NA,NA,6,2.825,NA,NA,NA,NA,NA,NA,NA,NA
BEB,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.814,2.1437,0.761777154,1.317091484,0.857801555,0.651284718,0.030382657,0.027396486,0.901714606
BEB,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.809,1.704,0.606719001,1.314503878,0.69407328,0.528011588,0.030322967,0.03327912,1.097488925
BEB,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.798,1.331,0.475626707,1.309759933,0.5727293,0.437278073,0.030213533,0.02712578,0.897802311
BEB,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.785,2.2761,0.817390993,1.303290918,1.059638355,0.813048215,0.030064306,0.031205331,1.03795281
DEL,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.916,0.927,0.317933584,NA,NA,NA,NA,NA,NA
DEL,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.920,2.3642,0.809531794,1.27999585,1.006818212,0.786579278,0.039221691,0.03593584,0.916223624
DEL,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.902,1.453,0.500619728,1.27208436,0.6242088,0.490697645,0.038979267,0.03766176,0.966199803
DEL,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.879,1.046,0.363364601,1.261674504,0.45067956,0.357207472,0.038660288,0.02644288,0.683980426
DEL,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.902,1.568,0.540242074,1.27208436,0.61686688,0.484926078,0.038979267,0.0382592,0.981526926
DEL,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.918,1.8269,0.626164612,1.278746667,0.805626362,0.630012482,0.039183414,0.041580244,1.061169514
DIS,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.812,2.3657,0.841260379,1.286634339,1.059644344,0.823578473,0.024183975,0.024035512,0.993861099
DIS,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.849,1.788,0.627547012,1.303608407,0.7024158,0.538824233,0.024503025,0.03320316,1.355063721
DIS,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.837,1.433,0.505087564,1.298091835,0.60461136,0.465769327,0.024399334,0.02520647,1.033080263
DIS,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.822,1.958,0.693762303,1.291302208,0.80411144,0.622713595,0.024271714,0.03224826,1.32863548
DIS,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.793,2.2942,0.82152443,1.277722954,1.011076882,0.791311512,0.024016474,0.029067514,1.210315642
DIS,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.854,1.235,0.432752339,NA,NA,NA,NA,NA,NA
ERI,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.815,2.6942,0.957040655,1.345513218,1.180517614,0.877373479,0.037047195,0.043834634,1.183210597
ERI,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.823,2.362,0.836807202,1.349096476,0.9972364,0.739188351,0.037145856,0.0392092,1.055547078
ERI,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.827,1.74,0.61542399,1.351336012,0.7579788,0.560910679,0.037207519,0.0395676,1.063430207
ERI,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.818,1.141,0.40490459,1.34685694,0.46512865,0.345343768,0.037084193,0.0240751,0.649201128
ERI,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.832,2.6608,0.939546448,1.353575548,1.209785936,0.893770531,0.037269182,0.041561696,1.115175952
ERI,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.816,1.486,0.527685082,NA,NA,NA,NA,NA,NA
HUM,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.900,1.372,0.473117643,NA,NA,NA,NA,NA,NA
HUM,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.851,2.3404,0.820774123,1.413522985,1.111596384,0.78640135,0.024769634,0.031033704,1.252893116
HUM,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.918,2.108,0.722420983,1.446494197,0.93222084,0.644469118,0.0253474,0.0357306,1.409635725
HUM,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.851,1.116,0.391379218,1.413522985,0.50167548,0.354911441,0.024769634,0.02401632,0.969587195
HUM,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.905,1.815,0.624857162,1.439899955,0.794244,0.551596656,0.025231846,0.03512025,1.391901699
HUM,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.888,2.4711,0.855774186,1.431421643,1.201300554,0.839235986,0.025083278,0.02668788,1.063970976
INT,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.862,1.734,0.605791716,NA,NA,NA,NA,NA,NA
INT,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.825,2.5587,0.905725996,1.310153154,1.131226857,0.863431007,0.040765133,0.038841066,0.952801152
INT,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.837,2.089,0.736298859,1.315781703,0.89123007,0.677338853,0.040940264,0.04221869,1.031226607
INT,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.834,1.588,0.560267097,1.314482807,0.68420568,0.520513221,0.04089985,0.03555532,0.869326424
INT,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.810,2.1,0.747307235,1.303225708,0.827484,0.634950642,0.040549587,0.036708,0.905261986
INT,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.852,2.3269,0.815854837,1.322709149,1.01289957,0.76577649,0.04115581,0.039580569,0.961724932
LUC,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.852,2.2463,0.787756247,1.358329428,1.038037693,0.764201725,0.034674442,0.034548094,0.996356174
LUC,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.797,1.39,0.497014766,1.33221622,0.6447376,0.483958677,0.034007843,0.0306495,0.901247993
LUC,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.801,1.431,0.510826365,1.334429204,0.65289375,0.489268182,0.034064334,0.03415797,1.002748794
LUC,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.792,1.717,0.614959912,1.330003236,0.74237929,0.558178559,0.033951351,0.03705286,1.091351554
LUC,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.862,2.2672,0.792246088,1.363197993,1.021532304,0.749364589,0.034798723,0.038678432,1.111489989
LUC,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.826,1.507,0.533356779,NA,NA,NA,NA,NA,NA
NIG,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.896,2.528,0.87282653,1.469601525,1.2080048,0.821994792,0.050232143,0.04798144,0.955193977
NIG,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.891,2.084,0.720938006,1.466730275,0.97295708,0.663351058,0.050134001,0.05118304,1.020924703
NIG,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.887,1.619,0.560808006,1.464816108,0.7238549,0.494160937,0.050068573,0.04303302,0.859481652
NIG,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.885,2.35,0.814552481,1.463859024,1.0315795,0.704698665,0.050035859,0.05358,1.070832014
NIG,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.831,2.2246,0.785727458,1.436582148,1.00474059,0.699396544,0.049103514,0.047962376,0.976760561
NIG,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.851,1.752,0.614506725,NA,NA,NA,NA,NA,NA
PET,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.848,2.0023,0.703028447,1.396331757,0.958641171,0.686542554,0.026411442,0.026950958,1.020427344
PET,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.881,1.577,0.547328422,1.412589778,0.70155999,0.496648072,0.026718961,0.03209195,1.201092744
PET,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.855,1.135,0.397584511,1.399583361,0.49918435,0.356666394,0.026472946,0.02670655,1.008824251
PET,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.861,1.03,0.359967266,1.402834965,0.4728421,0.337061815,0.02653445,0.0246685,0.929678219
PET,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.900,2.3277,0.802594916,1.421880075,1.155772881,0.812848355,0.026894686,0.030190269,1.122536599
PET,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.933,0.956,0.325903983,NA,NA,NA,NA,NA,NA
PYR,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.957,1.8452,0.623976395,1.534097384,0.864365488,0.563435866,0.030182779,0.029209516,0.967754376
PYR,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.952,1.631,0.552439509,1.531605348,0.70439628,0.459907169,0.030133749,0.03557211,1.180474105
PYR,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.927,1.401,0.478584921,1.51864676,0.63540954,0.418405094,0.029878793,0.03655209,1.223345584
PYR,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.894,1.008,0.348336428,1.501202508,0.47242944,0.314700673,0.029535584,0.02456496,0.831707259
PYR,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.914,1.9405,0.66593918,1.511669059,0.989480355,0.654561492,0.02974151,0.033396005,1.12287524
PYR,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.939,1.319,0.448805994,NA,NA,NA,NA,NA,NA
TRE,2,wet,0.668808592,11/27/10,9/20/13,1028,6,2.837,1.169,0.412051219,NA,NA,NA,NA,NA,NA
TRE,2,wet,0.668808592,11/27/10,5/26/11,180,2,2.838,2.3638,0.832919105,1.375204913,1.112309728,0.808831991,0.028937841,0.035669742,1.232633144
TRE,2,wet,0.668808592,11/27/10,8/3/11,249,3,2.852,1.755,0.615327084,1.382071782,0.79942005,0.578421512,0.029082338,0.02799225,0.962517195
TRE,2,wet,0.668808592,11/27/10,10/2/12,675,5,2.847,0.922,0.323802127,1.379782826,0.42638812,0.309025531,0.029034172,0.01997052,0.68782812
TRE,2,wet,0.668808592,11/27/10,9/27/11,304,4,2.842,1.801,0.633764494,1.377036078,0.85136872,0.618261739,0.028976373,0.02964446,1.023056251
TRE,2,wet,0.668808592,11/27/10,4/29/11,153,1,2.852,2.5164,0.882284373,1.382071782,1.195516476,0.865017644,0.029082338,0.027202284,0.93535411
AMY,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.896,1.094,0.377791092,NA,NA,NA,NA,NA,NA
AMY,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.881,2.1243,0.737237969,1.46004967,1.036594671,0.709972196,0.036113929,0.034477389,0.954683955
AMY,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.960,1.572,0.531103355,1.499798698,0.75837996,0.505654499,0.037097111,0.03841968,1.035651542
AMY,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.915,1.118,0.383544855,1.477015718,0.57339984,0.388215124,0.03653358,0.02854254,0.781268629
AMY,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.912,1.065,0.365722578,1.475561486,0.4736055,0.320966293,0.03649761,0.0302673,0.829295398
AMY,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.944,2.1282,0.722989109,1.491558046,1.05058593,0.704354707,0.036893281,0.036434784,0.987572357
BEB,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.773,2.527,0.911414688,1.297684438,1.09429208,0.843265164,0.029934976,0.03171385,1.059424606
BEB,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.786,1.346,0.483214415,1.303722186,0.61103016,0.468681263,0.030074255,0.03105222,1.03251836
BEB,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.776,1.59,0.572704982,1.299409509,0.7258509,0.558600576,0.02997477,0.032277,1.076805602
BEB,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.793,1.564,0.559994525,1.307172327,0.6875344,0.525970743,0.030153842,0.02918424,0.967844814
BEB,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.767,2.3281,0.841354976,1.295096832,1.031022366,0.79609674,0.029875285,0.026586902,0.889929653
BEB,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.787,1.199,0.43015678,NA,NA,NA,NA,NA,NA
DEL,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.937,1.071,0.364706939,NA,NA,NA,NA,NA,NA
DEL,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.864,2.2504,0.785644299,1.255428591,0.991256192,0.789575926,0.0384689,0.035241264,0.916097522
DEL,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.893,1.689,0.583842779,1.267920417,0.72748608,0.573763203,0.038851675,0.04626171,1.190726263
DEL,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.891,0.998,0.345209032,1.267087629,0.4587307,0.362035497,0.038826157,0.02873242,0.740027403
DEL,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.859,0.701,0.245216331,1.252930225,0.33391434,0.266506732,0.038392345,0.0219413,0.571501949
DEL,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.936,2.1075,0.717897869,1.286658158,0.886604175,0.689075159,0.039425838,0.03831435,0.971808136
DIS,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.807,2.441,0.86947144,1.284512581,1.10506511,0.860299172,0.024144094,0.02868175,1.18794063
DIS,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.820,1.751,0.620825702,1.290453504,0.76087954,0.589621817,0.024255761,0.03262113,1.344881725
DIS,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.812,1.558,0.554036298,1.286634339,0.73300784,0.569709526,0.024183975,0.02483452,1.026899837
DIS,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.822,1.298,0.459909841,1.291302208,0.60081824,0.46528089,0.024271714,0.02789402,1.149239824
DIS,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.799,2.3089,0.82487065,1.280693415,1.003286317,0.783393047,0.024072308,0.030431302,1.264162228
DIS,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.832,1.091,0.385172862,NA,NA,NA,NA,NA,NA
