id,time,substrate,spdiversity,c_t
s15,14.7,s,4,45.0181
s15,76.5,s,4,25.195
s15,6.4,s,4,53.5
s15,111.4,s,4,33.1138
s15,9.7,s,4,52.7143
s15,44.7,s,4,29.4067
s150,24.6,s,4,45.0104
s150,9.5,s,4,50.299
s150,14.7,s,4,47.9045
s150,44.7,s,4,41.9213
s150,0,s,4,51.8
s150,6.4,s,4,50.7312
s150,76.5,s,4,40.4015
s150,111.4,s,4,38.989
s151,9.6,s,8,51.0432
s151,24.6,s,8,48.5442
s151,0,s,8,52.8
s151,44.7,s,8,47.2572
s151,6.4,s,8,50.9824
s151,76.5,s,8,45.609
s151,111.4,s,8,43.331
s151,14.7,s,8,50.3745
s154,0,s,2,52
s154,6.4,s,2,51.4816
s154,44.9,s,2,37.6769
s154,14.8,s,2,48.4924
s154,111.6,s,2,38.608
s154,9.5,s,2,50.708
s154,76.6,s,2,37.2928
s154,24.7,s,2,44.0466
s156,6.4,s,4,50.672
s156,14.7,s,4,41.9506
s156,44.8,s,4,30.1472
s156,9.5,s,4,49.2705
s156,76.6,s,4,35.4034
s156,111.5,s,4,36.082
s156,0,s,4,50.8
s156,24.7,s,4,38.6229
s158,6.4,s,4,50.6224
s158,14.7,s,4,49.9687
s158,44.7,s,4,45.8503
s158,111.4,s,4,46.5844
s158,9.5,s,4,50.928
s158,76.5,s,4,45.256
s158,24.6,s,4,48.2212
s158,0,s,4,52.6
s159,14.7,s,8,47.1159
s159,9.6,s,8,48.804
s159,44.7,s,8,45.1383
s159,76.5,s,8,44.0565
s159,24.6,s,8,44.7864
s159,0,s,8,50.1
s159,6.4,s,8,49.6648
s159,111.4,s,8,45.3098
s16,111.4,s,8,41.645
s16,24.6,s,8,44.342
s16,9.6,s,8,48.0896
s16,44.6,s,8,42.9978
s16,14.7,s,8,45.7958
s16,6.4,s,8,48.6112
s16,0,s,8,50
s16,76.5,s,8,41.585
s160,44.6,s,8,48.4264
s160,111.4,s,8,47.473
s160,6.4,s,8,52.4992
s160,0,s,8,53.6
s160,76.5,s,8,46.868
s160,9.6,s,8,51.7472
s160,14.6,s,8,51.2786
s160,24.6,s,8,49.7378
s162,14.8,s,2,46.9064
s162,76.6,s,2,42.323
s162,9.5,s,2,47.7855
s162,0,s,2,49.6
s162,6.4,s,2,48.0256
s162,44.9,s,2,42.865
s162,111.6,s,2,42.904
s162,24.7,s,2,44.6353
s165,9.5,s,4,49.1275
s165,0,s,4,50.6
s165,111.5,s,4,42.4605
s165,76.5,s,4,37.289
s165,24.7,s,4,NA
s165,14.7,s,4,41.4125
s165,44.7,s,4,31.6472
s165,6.4,s,4,50.5232
s167,0,s,8,50.6
s167,9.7,s,8,48.757
s167,6.4,s,8,50.344
s167,111.4,s,8,39.3486
s167,24.6,s,8,37.9064
s167,44.7,s,8,24.3611
s167,76.5,s,8,32.0105
s167,14.7,s,8,42.7796
s170,76.6,s,2,42.9826
s170,111.6,s,2,43.4388
s170,9.5,s,2,48.071
s170,24.7,s,2,45.9221
s170,0,s,2,49.8
s170,44.9,s,2,43.4691
s170,6.4,s,2,48.0976
s170,14.8,s,2,47.0768
s171,76.6,s,2,33.865
s171,9.5,s,2,50.91
s171,111.5,s,2,38.166
s171,0,s,2,51.1
s171,24.7,s,2,34.7239
s171,44.8,s,2,33.404
s171,6.4,s,2,51.1256
s171,14.8,s,2,46.586
s172,9.5,s,4,49.6075
s172,44.8,s,4,41.6504
s172,76.6,s,4,40.742
s172,111.5,s,4,36.7625
s172,14.7,s,4,47.8629
s172,0,s,4,50.7
s172,24.7,s,4,42.6972
s172,6.4,s,4,50.156
s173,111.5,s,4,41.703
s173,9.5,s,4,48.7755
s173,76.5,s,4,43.056
s173,24.7,s,4,NA
s173,44.7,s,4,43.6056
s173,6.4,s,4,48.8128
s173,0,s,4,50.4
s173,14.7,s,4,47.6658
s174,111.4,s,4,40.26
s174,76.5,s,4,41.302
s174,6.4,s,4,51.4256
s174,14.7,s,4,50.2387
s174,24.6,s,4,43.774
s174,0,s,4,51.4
s174,44.7,s,4,39.4204
s174,9.4,s,4,51.3248
s175,6.4,s,8,53.032
s175,111.4,s,8,21.9194
s175,0,s,8,53
s175,14.7,s,8,53.0147
s175,9.7,s,8,53.0097
s175,44.7,s,8,45.9374
s175,76.5,s,8,28.1375
s175,24.6,s,8,52.9754
s178,44.9,s,2,21.1232
s178,9.5,s,2,48.018
s178,24.7,s,2,35.2234
s178,6.4,s,2,49.4104
s178,111.6,s,2,31.8672
s178,76.6,s,2,24.5284
s178,14.8,s,2,46.7916
s178,0,s,2,49.5
s180,9.5,s,4,50.0755
s180,14.7,s,4,48.5983
s180,76.6,s,4,45.4954
s180,24.7,s,4,47.1552
s180,111.5,s,4,43.5605
s180,6.4,s,4,49.9592
s180,0,s,4,51.7
s180,44.8,s,4,45.9208
s181,9.5,s,4,48.9205
s181,24.7,s,4,NA
s181,111.5,s,4,45.486
s181,76.5,s,4,34.2765
s181,0,s,4,49.5
s181,44.7,s,4,37.9674
s181,14.7,s,4,42.4293
s181,6.4,s,4,49.4936
s182,76.5,s,4,46.203
s182,0,s,4,53.7
s182,24.6,s,4,48.8292
s182,44.7,s,4,47.1291
s182,111.4,s,4,45.6792
s182,6.4,s,4,51.7608
s182,9.4,s,4,52.29
s182,14.7,s,4,50.9364
s183,44.7,s,8,44.9282
s183,14.7,s,8,50.3366
s183,0,s,8,53.6
s183,76.5,s,8,41.2835
s183,9.7,s,8,52.3487
s183,6.4,s,8,52.9664
s183,24.6,s,8,45.1622
s183,111.4,s,8,39.2294
s184,9.6,s,8,50.3224
s184,14.6,s,8,49.8472
s184,24.6,s,8,48.5608
s184,111.4,s,8,46.3958
s184,0,s,8,52.3
s184,76.5,s,8,45.415
s184,6.4,s,8,50.2712
s184,44.6,s,8,46.5912
s186,24.7,s,2,45.2528
s186,9.5,s,2,47.776
s186,111.6,s,2,42.346
s186,14.8,s,2,46.8768
s186,76.6,s,2,42.1698
s186,44.9,s,2,43.2242
s186,6.4,s,2,47.9296
s186,0,s,2,49.6
s187,111.5,s,2,43.273
s187,76.6,s,2,25.2452
s187,9.5,s,2,52.281
s187,44.8,s,2,33.5024
s187,24.7,s,2,46.6171
s187,6.4,s,2,53.5792
s187,0,s,2,54.2
s187,14.8,s,2,48.946
s188,24.7,s,4,47.1847
s188,111.5,s,4,42.065
s188,76.6,s,4,43.9038
s188,9.5,s,4,50.5135
s188,44.8,s,4,45.2008
s188,14.7,s,4,48.8513
s188,6.4,s,4,50.34
s188,0,s,4,52.1
s190,24.6,s,4,45.7656
s190,0,s,4,49.8
s190,14.7,s,4,47.3157
s190,111.4,s,4,44.5642
s190,9.4,s,4,48.5122
s190,6.4,s,4,48.1104
s190,76.5,s,4,44.8275
s190,44.7,s,4,44.3466
s20,24.7,s,2,34.8673
s20,9.5,s,2,48.9045
s20,76.6,s,2,33.848
s20,14.8,s,2,40.6508
s20,44.8,s,2,27.8968
s20,111.5,s,2,36.651
s20,0,s,2,50.7
s20,6.4,s,2,50.54
s23,24.6,s,4,51.8754
s23,76.5,s,4,29.562
s23,14.7,s,4,51.8412
s23,44.7,s,4,35.5845
s23,6.4,s,4,51.9448
s23,9.7,s,4,51.9194
s23,0,s,4,51.9
s23,111.4,s,4,26.278
s25,44.9,s,1,40.9118
s25,14.8,s,1,48.8056
s25,111.6,s,1,35.5224
s25,0,s,1,50.7
s25,6.5,s,1,49.764
s25,76.6,s,1,36.146
s25,24.8,s,1,44.7232
s25,9.5,s,1,49.579
s28,44.8,s,2,42.316
s28,14.8,s,2,48.688
s28,111.5,s,2,38.789
s28,24.7,s,2,44.9792
s28,6.4,s,2,51.0328
s28,76.6,s,2,41.7718
s28,0,s,2,51.5
s28,9.5,s,2,50.455
s29,14.7,s,4,50.4385
s29,6.5,s,4,51.1325
s29,9.5,s,4,51.1095
s29,111.5,s,4,39.8385
s29,76.6,s,4,39.6866
s29,24.7,s,4,44.2581
s29,0,s,4,51.1
s29,44.7,s,4,38.9416
s31,6.4,s,4,50.608
s31,44.7,s,4,47.0406
s31,76.5,s,4,46.092
s31,24.6,s,4,48.1314
s31,111.4,s,4,45.9186
s31,14.7,s,4,49.2774
s31,0,s,4,51.6
s31,9.7,s,4,49.9898
s33,44.9,s,1,46.7264
s33,111.6,s,1,46.252
s33,14.8,s,1,48.3272
s33,6.5,s,1,48.6445
s33,0,s,1,49.6
s33,76.6,s,1,46.536
s33,24.8,s,1,47.6904
s33,9.5,s,1,48.498
s35,44.8,s,2,45.0048
s35,6.4,s,2,50.8608
s35,111.5,s,2,43.5455
s35,14.8,s,2,50.358
s35,9.5,s,2,51.242
s35,76.6,s,2,44.757
s35,24.7,s,2,48.6257
s35,0,s,2,52.8
s37,111.5,s,4,29.6045
s37,14.7,s,4,45.2593
s37,6.5,s,4,53.787
s37,24.7,s,4,38.2637
s37,9.5,s,4,52.926
s37,76.6,s,4,24.4622
s37,0,s,4,53.8
s37,44.7,s,4,29.1703
s38,6.4,s,8,51.4256
s38,9.5,s,8,51.3525
s38,24.7,s,8,32.875
s38,76.6,s,8,33.399
s38,0,s,8,51.4
s38,111.5,s,8,38.912
s38,44.7,s,8,25.6528
s38,14.7,s,8,49.5037
s39,76.5,s,4,32.057
s39,0,s,4,52.1
s39,24.6,s,4,34.7078
s39,44.7,s,4,27.6491
s39,9.7,s,4,51.7411
s39,111.4,s,4,41.4056
s39,14.7,s,4,45.2498
s39,6.4,s,4,52.1128
s4,44.8,s,2,48.9952
s4,76.6,s,2,48.0338
s4,111.5,s,2,46.825
s4,14.8,s,2,50.6388
s4,9.5,s,2,52.4095
s4,0,s,2,52.4
s4,6.4,s,2,52.432
s4,24.7,s,2,45.1876
s40,0,s,8,51.5
s40,76.5,s,8,25.5665
s40,24.6,s,8,35.1656
s40,9.6,s,8,51.0104
s40,6.4,s,8,51.5
s40,111.4,s,8,36.5724
s40,44.6,s,8,27.3268
s40,14.7,s,8,44.3705
s41,76.6,s,1,45.504
s41,24.8,s,1,47.2976
s41,14.8,s,1,48.5904
s41,0,s,1,50.1
s41,44.9,s,1,44.9814
s41,9.5,s,1,49.834
s41,111.6,s,1,44.7432
s41,6.5,s,1,50.1065
s43,76.6,s,2,47.3996
s43,111.5,s,2,46.795
s43,9.5,s,2,53.1655
s43,0,s,2,54.6
s43,14.8,s,2,52.0988
s43,24.7,s,2,50.9197
s43,6.4,s,2,52.584
s43,44.8,s,2,48.7312
s44,9.5,s,2,49.4
s44,0,s,2,49.4
s44,44.8,s,2,39.3648
s44,6.4,s,2,49.4384
s44,24.7,s,2,49.2765
s44,111.5,s,2,37.0235
s44,14.8,s,2,49.3704
s44,76.6,s,2,35.8418
s47,44.7,s,4,48.1019
s47,6.4,s,4,52.0064
s47,111.4,s,4,46.0248
s47,76.5,s,4,47.633
s47,9.7,s,4,52.6009
s47,0,s,4,53.6
s47,14.7,s,4,51.8654
s47,24.6,s,4,50.0084
s48,111.4,s,8,44.2968
s48,76.5,s,8,34.5925
s48,44.6,s,8,32.469
s48,0,s,8,54.1
s48,14.7,s,8,44.8243
s48,6.4,s,8,53.8696
s48,9.6,s,8,52.2664
s48,24.6,s,8,41.7508
s49,9.5,s,1,48.6955
s49,14.8,s,1,47.7104
s49,44.9,s,1,44.3242
s49,111.6,s,1,42.888
s49,0,s,1,50.7
s49,24.8,s,1,45.8144
s49,76.6,s,1,44.189
s49,6.5,s,1,49.426
s51,6.4,s,2,52.348
s51,0,s,2,54.3
s51,111.5,s,2,45.826
s51,76.6,s,2,46.1038
s51,44.8,s,2,47.804
s51,9.5,s,2,52.6375
s51,24.7,s,2,50.0269
s51,14.8,s,2,51.636
s52,0,s,2,50.3
s52,44.8,s,2,39.6824
s52,9.5,s,2,48.8845
s52,6.4,s,2,49.9864
s52,111.5,s,2,35.9165
s52,14.8,s,2,45.9192
s52,76.6,s,2,32.9118
s52,24.7,s,2,42.396
s53,14.7,s,4,47.1542
s53,6.5,s,4,48.4995
s53,111.5,s,4,41.603
s53,0,s,4,50.3
s53,76.6,s,4,43.7124
s53,44.7,s,4,43.8632
s53,24.7,s,4,44.7425
s53,9.5,s,4,48.7515
s55,9.7,s,4,50.454
s55,0,s,4,52.2
s55,44.7,s,4,44.601
s55,6.4,s,4,50.568
s55,14.7,s,4,49.0248
s55,76.5,s,4,44.3205
s55,111.4,s,4,43.6222
s55,24.6,s,4,47.1816
s56,0,s,8,52.1
s56,76.5,s,8,32.975
s56,111.4,s,8,35.5014
s56,9.6,s,8,52.1
s56,6.4,s,8,52.132
s56,14.7,s,8,52.1
s56,44.6,s,8,30.8704
s56,24.6,s,8,51.6818
s57,0,s,1,50
s57,9.5,s,1,48.784
s57,6.5,s,1,48.999
s57,14.8,s,1,48.6532
s57,76.6,s,1,47.0126
s57,24.8,s,1,47.9168
s57,111.6,s,1,50.6696
s57,44.9,s,1,46.857
s59,0,s,2,54.3
s59,9.5,s,2,52.8655
s59,76.6,s,2,47.2528
s59,44.8,s,2,48.5208
s59,6.4,s,2,52.3416
s59,14.8,s,2,51.6212
s59,111.5,s,2,47.164
s59,24.7,s,2,50.3233
s61,76.6,s,4,45.5762
s61,0,s,4,52.7
s61,6.5,s,4,50.919
s61,14.7,s,4,49.7159
s61,111.5,s,4,44.449
s61,9.5,s,4,51.2655
s61,24.7,s,4,47.7353
s61,44.7,s,4,46.1738
s62,76.6,s,8,44.9824
s62,0,s,8,55.4
s62,44.7,s,8,45.2531
s62,14.7,s,8,52.9745
s62,111.5,s,8,44.25
s62,9.5,s,8,55.153
s62,6.4,s,8,55.3936
s62,24.6,s,8,43.0754
s63,76.5,s,4,43.9855
s63,14.7,s,4,48.2041
s63,0,s,4,51.1
s63,6.4,s,4,49.308
s63,24.6,s,4,47.2624
s63,111.4,s,4,45.3072
s63,44.7,s,4,45.0655
s63,9.7,s,4,49.3249
s70,24.6,s,8,46.3608
s70,76.6,s,8,44.0486
s70,44.7,s,8,43.8867
s70,6.4,s,8,48.692
s70,0,s,8,50.1
s70,111.5,s,8,44.1905
s70,9.5,s,8,48.8175
s70,14.7,s,8,48.0861
s72,44.6,s,8,38.8008
s72,6.4,s,8,54.532
s72,76.5,s,8,35.9105
s72,111.4,s,8,32.6656
s72,9.6,s,8,54.5
s72,24.6,s,8,52.04
s72,0,s,8,54.5
s72,14.7,s,8,54.4706
s75,6.4,s,4,51.6192
s75,9.5,s,4,51.163
s75,111.5,s,4,39.2235
s75,76.6,s,4,29.6924
s75,24.7,s,4,44.5358
s75,0,s,4,51.6
s75,14.8,s,4,47.9296
s75,44.8,s,4,34.4864
s76,111.5,s,2,45.2145
s76,0,s,2,53.8
s76,6.4,s,2,52.1552
s76,76.6,s,2,46.0634
s76,14.8,s,2,50.4848
s76,9.5,s,2,52.128
s76,24.7,s,2,48.613
s76,44.8,s,2,47.0352
s77,111.5,s,4,27.5135
s77,14.7,s,4,55.1619
s77,0,s,4,55.5
s77,6.5,s,4,55.526
s77,44.7,s,4,38.5587
s77,24.7,s,4,49.4238
s77,76.6,s,4,28.0772
s77,9.5,s,4,55.5
s78,44.7,s,8,28.544
s78,14.7,s,8,40.9595
s78,9.5,s,8,48.157
s78,111.5,s,8,36.397
s78,76.5,s,8,36.1535
s78,24.6,s,8,36.962
s78,6.4,s,8,49.8144
s78,0,s,8,50
s79,44.7,s,4,32.7905
s79,111.4,s,4,39.8626
s79,24.6,s,4,37.8968
s79,9.7,s,4,46.8475
s79,6.4,s,4,49.4304
s79,0,s,4,50
s79,14.7,s,4,41.4299
s79,76.5,s,4,38.7545
s83,6.4,s,4,50.9592
s83,24.7,s,4,47.1727
s83,14.8,s,4,48.9096
s83,0,s,4,51.1
s83,44.8,s,4,45.8584
s83,111.5,s,4,44.0755
s83,76.6,s,4,42.4442
s83,9.5,s,4,50.3875
s84,44.8,s,2,47.8224
s84,24.7,s,2,49.4816
s84,14.8,s,2,54.2168
s84,6.4,s,2,56.1424
s84,76.6,s,2,48.3102
s84,0,s,2,56.2
s84,9.5,s,2,55.7345
s84,111.5,s,2,45.719
s85,44.7,s,4,45.7632
s85,6.5,s,4,51.186
s85,24.7,s,4,47.4576
s85,14.7,s,4,49.554
s85,0,s,4,52.2
s85,9.5,s,4,50.642
s85,76.5,s,4,44.397
s85,111.5,s,4,44.2835
s86,6.4,s,4,50.8736
s86,14.7,s,4,50.5362
s86,24.6,s,4,48.6672
s86,76.5,s,4,46.4505
s86,0,s,4,52.8
s86,9.5,s,4,51.318
s86,44.7,s,4,46.2291
s86,111.4,s,4,45.559
s87,14.7,s,8,43.4889
s87,44.7,s,8,29.1219
s87,76.5,s,8,31.1565
s87,6.4,s,8,52.2568
s87,24.6,s,8,39.2898
s87,9.7,s,8,49.6579
s87,0,s,8,52.5
s87,111.4,s,8,39.9118
s88,6.4,s,8,50.832
s88,76.5,s,8,39.631
s88,24.6,s,8,44.3794
s88,44.6,s,8,41.5232
s88,111.4,s,8,39.3258
s88,14.7,s,8,50.0797
s88,9.6,s,8,50.7808
s88,0,s,8,50.8
s9,76.6,s,1,46.8934
s9,44.9,s,1,46.8937
s9,111.6,s,1,44.5504
s9,14.8,s,1,49.32
s9,6.5,s,1,50.644
s9,0,s,1,50.8
s9,24.8,s,1,47.7744
s9,9.5,s,1,50.306
s91,44.8,s,4,42.9664
s91,76.6,s,4,38.2036
s91,24.7,s,4,46.9866
s91,111.5,s,4,38.9615
s91,14.8,s,4,49.0528
s91,6.4,s,4,49.9936
s91,9.5,s,4,49.829
s91,0,s,4,50
s94,76.5,s,4,44.109
s94,44.7,s,4,44.5503
s94,111.4,s,4,44.5046
s94,6.4,s,4,49.412
s94,24.6,s,4,47.0934
s94,0,s,4,51.3
s94,14.7,s,4,49.0068
s94,9.5,s,4,49.9225
s95,76.5,s,8,38.666
s95,44.7,s,8,41.5259
s95,111.4,s,8,39.3486
s95,6.4,s,8,49.7808
s95,24.6,s,8,43.5644
s95,14.7,s,8,46.5281
s95,0,s,8,50.6
s95,9.7,s,8,48.4757
s96,76.5,s,8,27.5735
s96,44.6,s,8,36.6848
s96,6.4,s,8,50.632
s96,24.6,s,8,48.9764
s96,14.7,s,8,50.6147
s96,0,s,8,50.6
s96,111.4,s,8,27.6516
s96,9.6,s,8,50.6096
s97,6.5,s,1,51.0325
s97,0,s,1,51
s97,44.9,s,1,39.9546
s97,14.8,s,1,51.0148
s97,24.8,s,1,49.884
s97,76.6,s,1,33.9182
s97,9.5,s,1,51.0095
s97,111.6,s,1,35.4876
s98,6.4,s,2,51.0784
s98,14.8,s,2,50.0324
s98,24.7,s,2,45.7852
s98,76.6,s,2,45.3698
s98,9.5,s,2,50.6815
s98,0,s,2,52.8
s98,44.9,s,2,45.8405
s98,111.6,s,2,46.104
